episode_id,object_type,episode_dir,task,num_actions,duration_s,source,shoulder_pan_major_rev,shoulder_pan_range,shoulder_pan_rev_per_step,shoulder_pan_mean_speed,shoulder_pan_peak_speed,shoulder_pan_fast_rev,shoulder_lift_major_rev,shoulder_lift_range,shoulder_lift_rev_per_step,shoulder_lift_mean_speed,shoulder_lift_peak_speed,shoulder_lift_fast_rev,elbow_flex_major_rev,elbow_flex_range,elbow_flex_rev_per_step,elbow_flex_mean_speed,elbow_flex_peak_speed,elbow_flex_fast_rev,wrist_flex_major_rev,wrist_flex_range,wrist_flex_rev_per_step,wrist_flex_mean_speed,wrist_flex_peak_speed,wrist_flex_fast_rev,total_major_rev,max_range,max_rev_per_step,oscillating_joints,n_oscillating_joints,oscillation_class,max_mean_speed,max_peak_speed,max_fast_rev,high_velocity,high_peak,review_flag,review_reason
brown__175_brown,brown,175_brown,put the brown cylindrical object on the tray,184,7.57,commanded,0,1.1,0.0,0.143,0.42,0,0,2.1,0.0,0.412,1.66,0,0,2.4,0.0,0.354,1.52,0,0,1.4,0.0,0.132,0.6,0,0,2.4,0.0,,0,zero_movement,0.412,1.66,0,False,False,False,
chocolate__164_chocolate,chocolate,164_chocolate,put the chocolate bar on the tray,126,5.151,commanded,0,1.2,0.0,0.119,0.6,0,0,2.0,0.0,0.372,1.72,0,0,2.2,0.0,0.353,1.23,0,0,1.9,0.0,0.129,0.74,0,0,2.2,0.0,,0,zero_movement,0.372,1.72,0,False,False,False,
chocolate__165_chocolate,chocolate,165_chocolate,put the chocolate bar on the tray,102,2.476,commanded,0,1.5,0.0,0.135,0.65,0,0,2.1,0.0,0.362,1.06,0,0,1.9,0.0,0.33,1.15,0,0,2.5,0.0,0.137,0.88,0,0,2.5,0.0,,0,zero_movement,0.362,1.15,0,False,False,False,
chocolate__189_chocolate,chocolate,189_chocolate,put the chocolate bar on the tray,115,5.52,commanded,0,0.8,0.0,0.112,0.43,0,0,2.1,0.0,0.335,1.02,0,0,1.6,0.0,0.327,1.24,0,0,0.7,0.0,0.109,0.35,0,0,2.1,0.0,,0,zero_movement,0.335,1.24,0,False,False,False,
chocolate__190_chocolate,chocolate,190_chocolate,put the chocolate on the tray,113,5.319,commanded,0,0.7,0.0,0.111,0.56,0,0,2.3,0.0,0.345,1.11,0,0,1.5,0.0,0.278,0.9,0,0,0.9,0.0,0.093,0.37,0,0,2.3,0.0,,0,zero_movement,0.345,1.11,0,False,False,False,
chocolate__191_chocolate,chocolate,191_chocolate,put the chocolate bar on the tray,120,4.515,commanded,0,0.7,0.0,0.109,0.39,0,0,1.6,0.0,0.348,0.97,0,0,1.8,0.0,0.287,1.25,0,0,0.8,0.0,0.096,0.38,0,0,1.8,0.0,,0,zero_movement,0.348,1.25,0,False,False,False,
cylinder__188_cylinder,cylinder,188_cylinder,put the cylinder on the tray,130,5.051,commanded,0,1.4,0.0,0.111,0.42,0,0,1.6,0.0,0.292,0.93,0,0,1.9,0.0,0.332,1.27,0,0,1.7,0.0,0.113,1.37,0,0,1.9,0.0,,0,zero_movement,0.332,1.37,0,False,False,False,
cylindrical__185_cylindrical,cylindrical,185_cylindrical,put the cylindrical object on the tray,431,14.17,commanded,2,47.1,0.0047,0.451,9.85,8,8,123.0,0.0186,1.281,26.25,12,4,111.5,0.0093,1.19,25.32,14,3,38.4,0.007,0.672,25.51,5,17,123.0,0.0186,,0,normal,1.281,26.25,14,False,False,False,
cylindrical__186_cylindrical,cylindrical,186_cylindrical,put the cylindrical object on the tray,115,4.047,commanded,0,1.4,0.0,0.131,0.56,0,0,2.0,0.0,0.29,1.12,0,0,2.5,0.0,0.31,1.14,0,0,1.7,0.0,0.104,0.62,0,0,2.5,0.0,,0,zero_movement,0.31,1.14,0,False,False,False,
cylindrical__187_cylindrical,cylindrical,187_cylindrical,put the cylindrical object on the tray,124,5.352,commanded,0,1.7,0.0,0.143,1.2,0,0,2.0,0.0,0.308,1.03,0,0,1.7,0.0,0.293,0.93,0,0,3.1,0.0,0.126,2.0,0,0,3.1,0.0,,0,zero_movement,0.308,2.0,0,False,False,False,
cylindrical__195_cylindrical,cylindrical,195_cylindrical,put the cylindrical object on the tray,145,5.285,commanded,0,1.1,0.0,0.12,0.45,0,0,1.5,0.0,0.288,1.01,0,0,1.5,0.0,0.266,0.92,0,0,1.4,0.0,0.107,1.01,0,0,1.5,0.0,,0,zero_movement,0.288,1.01,0,False,False,False,
fail__073_brown,fail,073_brown,put the brown pouch on the tray,166,6.221,commanded,0,8.8,0.0,0.178,2.19,1,0,2.1,0.0,0.279,1.15,0,0,2.3,0.0,0.305,1.08,0,0,5.7,0.0,0.123,1.61,0,0,8.8,0.0,,0,zero_movement,0.305,2.19,1,False,False,False,
fail__074_pouch,fail,074_pouch,put the pouch on the tray,429,14.083,commanded,0,13.1,0.0,0.289,7.06,9,13,163.4,0.0304,4.288,158.93,13,17,160.1,0.0397,3.884,156.36,13,2,44.6,0.0047,0.813,21.17,10,32,163.4,0.0397,shoulder_lift;elbow_flex,2,oscillation,4.288,158.93,13,True,True,True,high_mean_and_peak
fail__080_box,fail,080_box,put the box on the tray,767,27.131,commanded,0,44.1,0.0,0.399,21.81,12,17,157.6,0.0222,2.909,151.09,25,20,156.4,0.0261,2.585,153.72,21,9,45.5,0.0117,0.623,24.43,15,46,157.6,0.0261,shoulder_lift;elbow_flex,2,oscillation,2.909,153.72,25,True,True,True,high_mean_and_peak
fail__092_toy,fail,092_toy,put the toy on the tray,123,4.717,commanded,1,40.8,0.0082,0.454,5.47,2,0,3.2,0.0,0.297,1.03,0,0,7.8,0.0,0.322,1.54,0,1,18.6,0.0082,0.252,1.18,0,2,40.8,0.0082,,0,normal,0.454,5.47,2,False,False,False,
fail__093_toy,fail,093_toy,put the toy on the tray,120,5.012,commanded,1,39.8,0.0084,0.465,8.84,2,0,3.8,0.0,0.263,1.1,0,0,10.0,0.0,0.361,2.44,1,1,19.9,0.0084,0.286,3.35,0,2,39.8,0.0084,,0,normal,0.465,8.84,2,False,False,False,
fail__094_toy,fail,094_toy,put the toy on the tray,677,23.456,commanded,3,42.3,0.0044,0.406,25.99,6,11,158.7,0.0163,0.945,25.82,21,9,154.2,0.0133,0.919,21.68,20,6,50.8,0.0089,0.464,10.23,15,29,158.7,0.0163,,0,normal,0.945,25.99,21,False,False,False,
fail__095_toy,fail,095_toy,put the toy on the tray,909,32.954,commanded,8,62.5,0.0088,0.704,50.88,18,26,160.9,0.0286,1.619,77.09,26,23,153.3,0.0253,1.69,74.42,29,9,50.3,0.0099,0.559,22.0,19,66,160.9,0.0286,shoulder_lift;elbow_flex,2,oscillation,1.69,77.09,29,False,False,False,
fail__100_banana,fail,100_banana,put the banana on the tray,530,20.408,commanded,2,22.1,0.0038,0.283,13.4,8,8,169.4,0.0151,0.772,17.3,4,8,175.1,0.0151,0.769,18.46,7,3,53.8,0.0057,0.342,12.07,8,21,175.1,0.0151,,0,normal,0.772,18.46,8,False,False,False,
fail__101_banana,fail,101_banana,put the banana on the tray,655,25.561,commanded,3,21.5,0.0046,0.408,15.28,16,9,170.8,0.0138,1.201,60.6,19,9,172.2,0.0138,1.15,51.83,16,5,54.1,0.0076,0.514,24.38,15,26,172.2,0.0138,,0,normal,1.201,60.6,19,False,False,False,
fail__104_toy,fail,104_toy,put the toy on the tray,708,24.795,commanded,0,42.0,0.0,0.46,23.32,6,15,150.3,0.0212,1.778,54.15,25,14,156.7,0.0198,1.666,72.47,24,8,52.7,0.0113,0.558,20.77,18,37,156.7,0.0212,shoulder_lift,1,oscillation,1.778,72.47,25,False,False,False,
fail__114_toy,fail,114_toy,put the toy on the tray,980,34.886,commanded,3,37.7,0.0031,0.421,18.8,20,24,107.8,0.0245,2.058,102.95,31,31,110.1,0.0317,1.557,88.53,29,2,26.6,0.002,0.411,18.84,16,60,110.1,0.0317,shoulder_lift;elbow_flex,2,oscillation,2.058,102.95,31,False,True,False,
fail__115_toy,fail,115_toy,put the toy on the tray,127,4.715,commanded,0,10.6,0.0,0.274,5.93,2,0,13.9,0.0,0.466,13.05,0,0,12.1,0.0,0.465,10.36,0,0,9.8,0.0,0.279,5.95,2,0,13.9,0.0,,0,normal,0.466,13.05,2,False,False,False,
fail__116_toy,fail,116_toy,put the toy on the tray,191,6.823,commanded,0,8.1,0.0,0.192,3.64,0,0,45.6,0.0,1.1,36.47,5,0,39.9,0.0,0.824,29.09,4,0,11.8,0.0,0.262,8.99,1,0,45.6,0.0,,0,normal,1.1,36.47,5,False,False,False,
fail__196_pencil,fail,196_pencil,put the pencil case on the tray,956,32.496,commanded,0,15.4,0.0,0.326,12.02,19,29,175.2,0.0304,3.677,164.97,28,28,171.2,0.0293,3.63,170.0,30,4,41.1,0.0042,0.599,16.47,20,61,175.2,0.0304,shoulder_lift;elbow_flex,2,oscillation,3.677,170.0,30,True,True,True,high_mean_and_peak
kiwi__063_kiwi,kiwi,063_kiwi,put the kiwi on the tray,100,5.989,commanded,0,0.9,0.0,0.16,0.54,0,0,1.7,0.0,0.366,1.21,0,0,2.2,0.0,0.397,1.28,0,0,1.7,0.0,0.132,0.56,0,0,2.2,0.0,,0,zero_movement,0.397,1.28,0,False,False,False,
kiwi__064_kiwi,kiwi,064_kiwi,put the kiwi on the tray,82,2.642,commanded,0,0.7,0.0,0.148,0.51,0,0,1.7,0.0,0.348,1.11,0,0,1.9,0.0,0.344,1.26,0,0,1.6,0.0,0.102,0.49,0,0,1.9,0.0,,0,zero_movement,0.348,1.26,0,False,False,False,
moose__071_moose,moose,071_moose,put the moose on the tray,545,19.029,commanded,5,85.1,0.0092,0.514,15.34,9,7,127.3,0.0129,1.086,26.97,12,5,106.0,0.0092,0.789,23.52,9,4,38.7,0.0074,0.399,11.1,4,21,127.3,0.0129,,0,normal,1.086,26.97,12,False,False,False,
plush__040_plush,plush,040_plush,put the plush toy on the tray,575,21.812,commanded,4,81.5,0.007,0.51,25.37,9,7,136.0,0.0122,1.114,36.99,13,6,115.8,0.0105,0.913,43.73,13,5,36.4,0.0087,0.515,19.08,7,22,136.0,0.0122,,0,normal,1.114,43.73,13,False,False,False,
plush__051_plush,plush,051_plush,put the plush toy on the tray,538,20.126,commanded,4,82.2,0.0074,0.587,21.89,6,6,138.9,0.0112,1.167,37.68,15,7,133.5,0.013,1.051,40.32,16,6,44.9,0.0112,0.625,19.6,7,23,138.9,0.013,,0,normal,1.167,40.32,16,False,False,False,
plush__061_plush,plush,061_plush,put the plush toy on the tray,551,19.008,commanded,4,86.5,0.0073,0.489,8.82,8,8,128.0,0.0145,1.03,17.08,14,6,105.1,0.0109,0.867,18.05,12,5,36.8,0.0091,0.45,6.93,7,23,128.0,0.0145,,0,normal,1.03,18.05,14,False,False,False,
plush__067_plush,plush,067_plush,put the plush toy on the tray,518,20.936,commanded,3,80.8,0.0058,0.509,16.04,4,6,144.1,0.0116,1.045,15.49,16,6,122.1,0.0116,0.901,16.58,15,5,42.2,0.0097,0.518,8.07,6,20,144.1,0.0116,,0,normal,1.045,16.58,16,False,False,False,
plush__069_plush,plush,069_plush,put the plush toy on the tray,1436,48.9,commanded,11,78.6,0.0077,0.559,46.08,28,36,162.9,0.0251,1.39,65.08,40,31,156.8,0.0216,1.256,60.7,44,18,49.8,0.0125,0.679,28.9,39,96,162.9,0.0251,shoulder_lift;elbow_flex,2,oscillation,1.39,65.08,44,False,False,False,
plush__070_plush,plush,070_plush,put the plush toy on the tray,681,24.777,commanded,1,52.0,0.0015,0.31,22.79,2,10,169.4,0.0147,1.123,31.18,20,15,161.0,0.0221,1.13,33.95,23,3,53.2,0.0044,0.514,9.63,10,29,169.4,0.0221,elbow_flex,1,oscillation,1.13,33.95,23,False,False,False,
plush__084_plush,plush,084_plush,put the plush toy on the tray,600,20.538,commanded,3,83.4,0.005,0.588,44.27,8,12,143.6,0.02,1.216,42.05,17,11,127.0,0.0184,1.086,41.66,17,5,43.2,0.0083,0.597,28.48,10,31,143.6,0.02,shoulder_lift,1,oscillation,1.216,44.27,17,False,False,False,
plush__132_plush,plush,132_plush,put the plush toy on the tray,535,21.294,commanded,0,32.8,0.0,0.386,19.13,5,12,165.8,0.0225,1.797,97.27,17,13,167.5,0.0243,1.695,103.31,16,5,52.0,0.0094,0.798,21.96,14,30,167.5,0.0243,shoulder_lift;elbow_flex,2,oscillation,1.797,103.31,17,False,True,False,
plush__133_plush,plush,133_plush,put the plush toy on the tray,240,8.231,commanded,0,4.9,0.0,0.205,3.19,1,6,161.3,0.0251,2.12,54.92,8,10,164.7,0.0418,2.516,87.65,8,3,48.3,0.0126,0.695,19.06,6,19,164.7,0.0418,shoulder_lift;elbow_flex,2,oscillation,2.516,87.65,8,True,False,False,
plush__146_plush,plush,146_plush,put the plush toy in the tray,637,26.003,commanded,3,46.3,0.0047,0.306,5.72,5,6,150.3,0.0094,0.893,17.0,12,9,155.4,0.0142,0.877,20.8,17,6,55.3,0.0094,0.471,9.84,4,24,155.4,0.0142,,0,normal,0.893,20.8,17,False,False,False,
plush__148_plush,plush,148_plush,put the plush toy in the tray,435,15.324,commanded,3,45.0,0.0069,0.443,15.39,5,6,127.8,0.0138,1.372,53.96,12,6,110.9,0.0138,1.088,59.39,7,2,31.5,0.0046,0.615,18.4,3,17,127.8,0.0138,,0,normal,1.372,59.39,12,False,False,False,
plush__151_plush,plush,151_plush,put the plush toy on the tray,454,17.542,commanded,3,42.7,0.0066,0.35,7.07,3,6,156.2,0.0132,1.09,18.61,12,7,154.1,0.0155,1.1,16.77,14,6,59.8,0.0132,0.544,20.29,4,22,156.2,0.0155,,0,normal,1.1,20.29,14,False,False,False,
plush__154_plush,plush,154_plush,put the plush toy on the tray,363,11.443,commanded,3,81.9,0.0083,0.538,12.42,4,3,129.4,0.0083,0.842,10.67,5,2,107.8,0.0055,0.659,5.78,4,3,30.8,0.0083,0.367,4.11,2,11,129.4,0.0083,,0,normal,0.842,12.42,5,False,False,False,
plush__155_plush,plush,155_plush,put the plush toy on the tray,642,23.77,commanded,5,89.8,0.0078,0.447,10.26,3,7,134.8,0.0109,0.931,19.79,15,10,120.7,0.0156,0.779,16.4,13,5,40.2,0.0078,0.43,18.84,5,27,134.8,0.0156,,0,normal,0.931,19.79,15,False,False,False,
plush__158_plush,plush,158_plush,put the plush toy on the tray,659,21.584,commanded,6,81.9,0.0091,0.406,7.39,5,7,130.7,0.0106,0.769,9.69,6,8,111.6,0.0122,0.677,11.07,7,5,35.0,0.0076,0.37,9.62,4,26,130.7,0.0122,,0,normal,0.769,11.07,7,False,False,False,
plush__162_plush,plush,162_plush,put the plush toy on the tray,705,27.048,commanded,7,85.9,0.0099,0.623,28.25,11,15,148.6,0.0213,2.134,128.84,23,20,146.4,0.0284,2.065,121.3,23,11,50.4,0.0156,0.91,46.17,17,53,148.6,0.0284,shoulder_lift;elbow_flex,2,oscillation,2.134,128.84,23,False,True,False,
plush__166_plush,plush,166_plush,put the plush toy on the tray,1381,48.414,commanded,9,85.8,0.0065,0.551,31.87,21,32,157.1,0.0232,1.311,81.58,34,38,153.7,0.0275,1.415,74.16,49,12,46.4,0.0087,0.654,27.58,34,91,157.1,0.0275,shoulder_lift;elbow_flex,2,oscillation,1.415,81.58,49,False,False,False,
plush__177_plush,plush,177_plush,put the plush toy on the tray,529,19.055,commanded,3,44.9,0.0057,0.414,11.96,8,8,156.7,0.0152,1.079,16.85,16,10,156.3,0.0189,1.106,19.91,11,6,51.4,0.0114,0.454,11.21,8,27,156.7,0.0189,,0,normal,1.106,19.91,16,False,False,False,
plush__192_plush,plush,192_plush,put the plush toy on the tray,560,19.38,commanded,5,80.0,0.0089,0.498,11.16,7,10,137.8,0.0179,1.001,21.62,13,7,118.5,0.0125,0.886,23.47,13,5,37.8,0.0089,0.498,12.14,6,27,137.8,0.0179,,0,normal,1.001,23.47,13,False,False,False,
pouch__002_pouch,pouch,002_pouch,put the pouch on the tray,472,15.658,commanded,0,7.5,0.0,0.221,4.66,8,12,163.5,0.0255,3.241,111.4,13,13,157.8,0.0276,2.941,108.65,14,4,42.4,0.0085,0.597,19.39,10,29,163.5,0.0276,shoulder_lift;elbow_flex,2,oscillation,3.241,111.4,14,True,True,True,high_mean_and_peak
pouch__004_pouch,pouch,004_pouch,put the pouch on the tray,511,18.034,commanded,4,49.8,0.0078,0.586,35.86,12,16,163.2,0.0314,2.872,130.44,20,19,149.0,0.0373,2.605,125.29,18,11,50.3,0.0216,0.884,41.6,10,50,163.2,0.0373,shoulder_lift;elbow_flex;wrist_flex,3,oscillation,2.872,130.44,20,True,True,True,high_mean_and_peak
pouch__006_pouch,pouch,006_pouch,put the pouch on the tray,124,4.621,commanded,0,6.8,0.0,0.145,1.04,0,0,1.8,0.0,0.27,0.81,0,0,3.9,0.0,0.284,1.1,0,0,12.9,0.0,0.219,3.48,0,0,12.9,0.0,,0,normal,0.284,3.48,0,False,False,False,
pouch__007_pouch,pouch,007_pouch,put the pouch on the tray,561,21.007,commanded,2,48.7,0.0036,0.404,11.83,8,10,159.1,0.0179,1.374,54.39,15,7,151.8,0.0125,1.257,37.44,15,6,48.3,0.0107,0.74,19.48,11,25,159.1,0.0179,,0,normal,1.374,54.39,15,False,False,False,
pouch__008_pouch,pouch,008_pouch,put the pouch on the tray,415,15.018,commanded,2,48.8,0.0048,0.566,23.94,7,7,130.8,0.0169,1.337,37.27,11,7,128.4,0.0169,1.109,41.76,8,4,42.3,0.0097,0.508,25.96,4,20,130.8,0.0169,,0,normal,1.337,41.76,11,False,False,False,
pouch__043_pouch,pouch,043_pouch,put the pouch on the tray,143,4.816,commanded,0,1.7,0.0,0.147,0.92,0,0,2.9,0.0,0.373,1.86,0,0,4.2,0.0,0.352,2.45,0,0,5.3,0.0,0.146,3.38,0,0,5.3,0.0,,0,zero_movement,0.373,3.38,0,False,False,False,
pouch__045_pouch,pouch,045_pouch,put the pouch on the tray,191,6.589,commanded,0,2.4,0.0,0.144,1.37,0,0,2.5,0.0,0.315,1.26,0,0,3.2,0.0,0.324,2.07,0,0,2.7,0.0,0.122,0.99,0,0,3.2,0.0,,0,zero_movement,0.324,2.07,0,False,False,False,
pouch__046_pouch,pouch,046_pouch,put the pouch on the tray,141,4.414,commanded,0,3.4,0.0,0.15,1.87,0,0,1.7,0.0,0.237,1.15,0,0,4.0,0.0,0.335,1.16,0,0,3.9,0.0,0.118,2.66,0,0,4.0,0.0,,0,zero_movement,0.335,2.66,0,False,False,False,
pouch__054_pouch,pouch,054_pouch,put the pouch on the tray,173,7.8,commanded,0,2.6,0.0,0.128,0.51,0,0,2.0,0.0,0.304,1.09,0,0,2.7,0.0,0.325,1.33,0,0,1.3,0.0,0.101,0.42,0,0,2.7,0.0,,0,zero_movement,0.325,1.33,0,False,False,False,
pouch__056_pouch,pouch,056_pouch,put the pouch on the tray,132,5.086,commanded,0,1.7,0.0,0.132,0.81,0,0,2.0,0.0,0.334,1.24,0,0,3.6,0.0,0.33,2.62,0,0,1.4,0.0,0.096,0.55,0,0,3.6,0.0,,0,zero_movement,0.334,2.62,0,False,False,False,
pouch__057_pouch,pouch,057_pouch,put the pouch on the tray,132,5.119,commanded,0,2.6,0.0,0.133,1.46,0,0,1.9,0.0,0.332,0.92,0,0,2.3,0.0,0.319,1.41,0,0,0.9,0.0,0.103,0.38,0,0,2.6,0.0,,0,zero_movement,0.332,1.46,0,False,False,False,
pouch__058_pouch,pouch,058_pouch,put the pouch on the tray,126,5.488,commanded,0,1.4,0.0,0.124,0.47,0,0,1.6,0.0,0.314,1.0,0,0,2.3,0.0,0.291,1.33,0,0,2.0,0.0,0.1,0.7,0,0,2.3,0.0,,0,zero_movement,0.314,1.33,0,False,False,False,
pouch__059_pouch,pouch,059_pouch,put the pouch on the tray,122,5.924,commanded,0,1.6,0.0,0.152,0.9,0,0,1.7,0.0,0.274,1.1,0,0,1.8,0.0,0.287,0.94,0,0,1.6,0.0,0.109,0.46,0,0,1.8,0.0,,0,zero_movement,0.287,1.1,0,False,False,False,
pouch__060_pouch,pouch,060_pouch,put the pouch on the tray,506,17.003,commanded,4,50.5,0.0079,0.428,8.85,7,6,133.6,0.0119,1.055,28.68,12,7,138.1,0.0139,1.134,28.72,13,4,39.9,0.0079,0.661,13.5,8,21,138.1,0.0139,,0,normal,1.134,28.72,13,False,False,False,
pouch__065_pouch,pouch,065_pouch,put the pouch on the tray,141,5.219,commanded,0,1.3,0.0,0.118,0.81,0,0,1.9,0.0,0.302,1.35,0,0,2.5,0.0,0.31,1.43,0,0,7.1,0.0,0.166,2.0,0,0,7.1,0.0,,0,zero_movement,0.31,2.0,0,False,False,False,
pouch__066_pouch,pouch,066_pouch,put the pouch on the tray,127,5.587,commanded,0,1.9,0.0,0.139,0.5,0,0,1.9,0.0,0.294,1.41,0,0,3.3,0.0,0.278,2.05,0,0,7.0,0.0,0.169,1.87,0,0,7.0,0.0,,0,zero_movement,0.294,2.05,0,False,False,False,
pouch__075_pouch,pouch,075_pouch,put the pouch on the tray,566,20.47,commanded,2,49.0,0.0035,0.352,11.4,5,7,148.6,0.0124,1.043,36.4,13,7,142.0,0.0124,0.9,27.71,8,5,44.4,0.0088,0.486,21.85,6,21,148.6,0.0124,,0,normal,1.043,36.4,13,False,False,False,
pouch__076_pouch,pouch,076_pouch,put the pouch on the tray,883,31.285,commanded,5,61.7,0.0057,0.467,21.34,9,16,132.7,0.0181,1.292,55.3,24,14,127.0,0.0159,1.117,54.98,19,7,40.1,0.0079,0.51,12.03,12,42,132.7,0.0181,,0,normal,1.292,55.3,24,False,False,False,
pouch__078_pouch,pouch,078_pouch,put the pouch on the tray,474,15.891,commanded,3,55.0,0.0063,0.393,11.27,5,6,118.6,0.0127,0.849,16.19,7,7,108.5,0.0148,0.736,15.01,6,3,32.9,0.0063,0.461,16.39,7,19,118.6,0.0148,,0,normal,0.849,16.39,7,False,False,False,
pouch__079_pouch,pouch,079_pouch,put the pouch on the tray,1049,36.5,commanded,6,48.9,0.0057,0.542,22.37,14,13,162.0,0.0124,1.035,40.89,26,15,161.6,0.0143,1.052,41.21,28,2,41.1,0.0019,0.333,17.86,8,36,162.0,0.0143,,0,normal,1.052,41.21,28,False,False,False,
pouch__099_pouch,pouch,099_pouch,put the pouch on the tray,430,14.016,commanded,4,48.6,0.0093,0.436,17.13,6,7,126.9,0.0163,1.31,28.85,13,7,108.6,0.0163,1.093,31.29,16,4,35.2,0.0093,0.593,20.85,8,22,126.9,0.0163,,0,normal,1.31,31.29,16,False,False,False,
pouch__107_pouch,pouch,107_pouch,put the pouch on the tray,566,21.074,commanded,5,86.9,0.0088,0.524,14.45,7,10,150.1,0.0177,1.02,19.06,16,7,144.9,0.0124,0.916,27.2,11,6,59.6,0.0106,0.564,17.02,9,28,150.1,0.0177,,0,normal,1.02,27.2,16,False,False,False,
pouch__109_pouch,pouch,109_pouch,put the pouch on the tray,472,17.268,commanded,4,51.9,0.0085,0.406,13.19,5,8,156.6,0.017,1.09,27.2,12,10,146.8,0.0212,1.111,31.86,13,6,50.7,0.0127,0.697,13.82,4,28,156.6,0.0212,elbow_flex,1,oscillation,1.111,31.86,13,False,False,False,
pouch__112_pouch,pouch,112_pouch,put the pouch on the tray,536,19.733,commanded,5,85.2,0.0093,0.59,14.76,9,7,135.6,0.0131,1.133,48.41,10,8,127.0,0.015,0.941,51.41,8,6,50.2,0.0112,0.52,15.89,7,26,135.6,0.015,,0,normal,1.133,51.41,10,False,False,False,
pouch__117_pouch,pouch,117_pouch,put the pouch on the tray,417,15.187,commanded,2,52.1,0.0048,0.535,18.96,7,7,134.8,0.0168,1.165,19.06,13,7,129.1,0.0168,1.016,21.29,10,2,35.9,0.0048,0.429,18.68,3,18,134.8,0.0168,,0,normal,1.165,21.29,13,False,False,False,
pouch__119_pouch,pouch,119_pouch,put the pouch on thet tray,541,19.263,commanded,2,44.8,0.0037,0.364,10.89,5,9,169.4,0.0167,0.968,27.47,6,9,165.0,0.0167,0.943,33.09,5,6,49.6,0.0111,0.418,13.15,3,26,169.4,0.0167,,0,normal,0.968,33.09,6,False,False,False,
pouch__144_pouch,pouch,144_pouch,put the pouch in the tray,127,5.887,commanded,0,1.4,0.0,0.146,1.23,0,0,2.5,0.0,0.263,0.98,0,0,2.3,0.0,0.289,0.94,0,0,1.4,0.0,0.103,0.57,0,0,2.5,0.0,,0,zero_movement,0.289,1.23,0,False,False,False,
pouch__145_pouch,pouch,145_pouch,put the pouch in the tray,396,15.389,commanded,2,37.4,0.0051,0.391,24.32,5,14,116.9,0.0354,2.385,78.05,13,11,96.0,0.0278,1.539,46.46,9,0,31.1,0.0,0.406,26.18,8,27,116.9,0.0354,shoulder_lift;elbow_flex,2,oscillation,2.385,78.05,13,True,False,False,
pouch__147_pouch,pouch,147_pouch,put the pouch in the tray,462,15.937,commanded,3,46.9,0.0065,0.402,9.94,3,8,124.1,0.0174,1.128,23.07,13,7,102.6,0.0152,0.989,26.88,18,4,32.5,0.0087,0.502,11.5,8,22,124.1,0.0174,,0,normal,1.128,26.88,18,False,False,False,
pouch__149_pouch,pouch,149_pouch,put the pouch in the tray,627,21.288,commanded,3,50.3,0.0048,0.393,23.75,5,8,163.6,0.0128,1.261,24.92,20,10,157.0,0.016,1.153,22.42,17,6,52.5,0.0096,0.666,19.2,12,27,163.6,0.016,,0,normal,1.261,24.92,20,False,False,False,
pouch__152_pouch,pouch,152_pouch,put the pouch on the tray,426,14.899,commanded,3,49.2,0.0071,0.429,9.89,1,6,122.9,0.0141,1.238,21.64,13,9,106.7,0.0212,0.999,24.04,10,5,35.9,0.0118,0.639,13.7,7,23,122.9,0.0212,elbow_flex,1,oscillation,1.238,24.04,13,False,False,False,
pouch__156_pouch,pouch,156_pouch,put the pouch on the tray,477,16.946,commanded,3,46.0,0.0063,0.461,20.42,4,8,158.6,0.0168,1.081,23.85,8,11,163.0,0.0231,1.19,29.6,12,6,51.9,0.0126,0.631,15.38,6,28,163.0,0.0231,elbow_flex,1,oscillation,1.19,29.6,12,False,False,False,
pouch__157_pouch,pouch,157_pouch,put the pouch on the tray,103,5.788,commanded,0,0.9,0.0,0.117,0.5,0,0,1.8,0.0,0.36,1.16,0,0,1.9,0.0,0.302,1.6,0,0,1.4,0.0,0.099,0.52,0,0,1.9,0.0,,0,zero_movement,0.36,1.6,0,False,False,False,
pouch__176_pouch,pouch,176_pouch,put the pouch on the tray,176,8.288,commanded,0,2.8,0.0,0.14,0.99,0,0,2.0,0.0,0.31,1.61,0,0,3.4,0.0,0.333,1.62,0,0,5.3,0.0,0.141,1.17,0,0,5.3,0.0,,0,zero_movement,0.333,1.62,0,False,False,False,
pouch__178_pouch,pouch,178_pouch,put the pouch on the tray,1264,42.748,commanded,0,35.8,0.0,0.351,22.92,17,19,127.4,0.015,1.613,75.46,39,16,133.8,0.0127,1.341,49.82,43,4,41.7,0.0032,0.644,20.97,18,39,133.8,0.015,,0,normal,1.613,75.46,43,False,False,False,
pouch__179_pouch,pouch,179_pouch,put the pouch on the tray,129,5.363,commanded,0,6.1,0.0,0.138,0.93,0,0,2.3,0.0,0.308,1.14,0,0,4.1,0.0,0.298,1.61,0,0,10.8,0.0,0.312,5.77,0,0,10.8,0.0,,0,normal,0.312,5.77,0,False,False,False,
pouch__180_pouch,pouch,180_pouch,put the pouch on the tray,470,16.106,commanded,0,16.3,0.0,0.279,8.18,7,2,55.6,0.0043,1.009,38.18,12,0,47.3,0.0,0.847,31.35,10,0,24.2,0.0,0.547,19.51,6,2,55.6,0.0043,,0,normal,1.009,38.18,12,False,False,False,
