action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-2.91,-101.77,88.47,76.49,-0.81,0.79
2,0.97,1,49,0.334,-2.92,-101.67,88.13,76.69,-0.8,0.82
3,1.00,2,48,0.362,-2.78,-101.31,88.24,76.81,-0.74,0.87
4,1.04,3,47,0.115,-2.7,-101.42,88.15,76.93,-0.78,0.97
5,1.07,4,46,0.342,-2.57,-101.43,88.49,76.96,-0.76,0.93
6,1.10,5,45,0.346,-2.66,-101.08,88.41,77.04,-0.77,0.95
7,1.14,6,44,0.217,-2.84,-101.3,88.37,76.96,-0.83,0.86
8,1.17,7,43,0.245,-2.6,-101.29,88.36,77.03,-0.77,0.93
9,1.20,8,42,0.355,-2.54,-100.94,88.21,77.07,-0.88,0.86
10,1.24,9,41,0.221,-2.6,-101.16,88.39,77.06,-0.82,0.91
11,1.27,10,40,0.558,-2.68,-101.26,87.84,77.26,-0.8,0.98
12,1.31,11,39,0.720,-2.56,-101.64,88.56,77.4,-0.79,0.95
13,1.34,12,38,0.079,-2.58,-101.57,88.59,77.36,-0.82,0.96
14,1.37,13,37,0.317,-2.51,-101.88,88.4,77.43,-0.83,1.0
15,1.41,14,36,0.856,-2.43,-101.03,88.23,77.3,-0.83,0.89
16,1.44,15,35,0.824,-2.39,-101.85,88.98,77.33,-0.83,0.8
17,1.47,16,34,0.819,-2.54,-101.03,88.62,77.47,-0.81,0.83
18,1.51,17,33,0.410,-2.54,-101.44,88.48,77.28,-0.8,0.92
19,1.54,18,32,0.231,-2.46,-101.48,88.24,77.39,-0.86,0.89
20,1.57,19,31,0.065,-2.44,-101.43,88.18,77.37,-0.88,0.89
21,1.61,20,30,0.319,-2.51,-101.5,88.5,77.33,-0.85,0.85
22,1.64,21,29,0.563,-2.43,-102.06,88.7,77.38,-0.96,0.93
23,1.67,22,28,0.480,-2.38,-101.58,88.33,77.46,-0.84,0.93
24,1.71,23,27,0.379,-2.44,-101.38,87.95,77.34,-0.88,0.88
25,1.74,24,26,0.267,-2.39,-101.65,88.1,77.31,-0.87,0.91
26,1.77,25,25,0.344,-2.61,-101.87,88.44,77.31,-0.89,0.94
27,1.81,26,24,0.432,-2.55,-101.7,88.01,77.23,-0.96,0.88
28,1.84,27,23,0.191,-2.5,-101.51,88.15,77.23,-0.92,0.83
29,1.87,28,22,0.152,-2.53,-101.67,88.11,77.19,-0.94,0.79
30,1.91,29,21,0.474,-2.55,-101.82,88.58,77.28,-0.86,0.86
31,1.94,30,20,0.301,-2.71,-101.52,88.52,77.27,-0.94,0.91
32,1.97,31,19,0.387,-2.66,-101.13,88.24,77.3,-0.88,0.95
33,2.01,32,18,0.726,-2.63,-101.86,88.4,77.26,-0.97,0.9
34,2.04,33,17,0.200,-2.52,-101.66,88.41,77.37,-0.94,0.85
35,2.07,34,16,0.715,-2.57,-101.07,87.7,77.24,-0.87,0.9
36,2.11,35,15,0.394,-2.61,-101.13,88.09,77.21,-0.91,0.84
37,2.14,36,14,0.567,-2.59,-101.24,88.66,77.33,-0.91,0.88
38,2.17,37,13,0.528,-2.39,-101.77,88.35,77.18,-0.92,0.87
39,2.21,38,12,0.656,-2.72,-101.11,87.97,77.05,-0.92,0.78
40,2.24,39,11,0.635,-2.75,-101.56,88.6,77.17,-0.95,0.89
41,2.28,40,10,0.386,-2.48,-101.34,88.22,77.24,-0.91,1.0
42,2.31,41,9,0.502,-2.42,-100.83,87.76,77.23,-0.94,0.82
43,2.34,42,8,0.407,-2.66,-101.12,88.17,77.26,-1.03,0.79
44,2.38,43,7,0.385,-2.49,-101.36,87.78,76.89,-1.03,0.94
45,2.41,44,24,0.784,-2.53,-101.47,88.25,77.68,-1.23,0.75
46,2.44,45,23,0.146,-2.67,-101.37,88.28,77.7,-1.23,0.82
47,2.48,46,22,0.469,-2.54,-101.84,88.09,77.74,-1.2,0.79
48,2.51,47,21,0.252,-2.49,-101.59,88.27,77.82,-1.19,0.8
49,2.54,48,20,0.203,-2.51,-101.64,88.06,77.71,-1.2,0.8
50,2.58,49,19,0.381,-2.62,-101.53,87.68,77.66,-1.27,0.78
51,2.61,50,18,0.297,-2.61,-101.23,87.83,77.88,-1.25,0.72
52,2.64,51,17,0.911,-2.68,-101.09,88.75,77.99,-1.32,0.72
53,2.68,52,16,0.816,-2.49,-101.9,88.52,78.05,-1.29,0.69
54,2.71,53,15,0.295,-2.56,-101.67,88.23,77.97,-1.27,0.68
55,2.74,54,14,0.279,-2.61,-101.39,87.98,78.11,-1.27,0.77
56,2.78,55,13,0.449,-2.61,-101.84,88.28,77.93,-1.33,0.61
57,2.81,56,12,0.162,-2.53,-101.68,88.4,77.98,-1.26,0.66
58,2.84,57,11,0.364,-2.44,-101.32,88.62,77.77,-1.32,0.72
59,2.88,58,10,0.440,-2.66,-101.29,88.18,77.85,-1.34,0.75
60,2.91,59,9,0.435,-2.56,-101.73,88.45,77.86,-1.29,0.63
61,2.94,60,8,0.150,-2.65,-101.78,88.3,77.78,-1.33,0.64
62,2.98,61,7,0.182,-2.78,-101.6,88.32,77.87,-1.38,0.68
63,3.01,62,6,0.189,-2.7,-101.79,88.32,77.94,-1.34,0.84
64,3.04,63,5,0.145,-2.55,-101.72,88.22,77.92,-1.44,0.75
65,3.08,64,4,0.298,-2.64,-101.54,88.51,77.87,-1.32,0.7
66,3.11,65,3,0.391,-2.48,-101.53,88.12,77.91,-1.35,0.86
67,3.15,66,2,0.732,-2.54,-102.26,88.04,77.93,-1.33,0.76
68,3.18,67,1,0.112,-2.63,-102.2,88.15,77.85,-1.38,0.74
69,4.11,68,49,0.669,-2.74,-101.92,88.82,77.34,-0.94,0.75
70,4.15,69,48,0.744,-2.79,-101.85,88.07,77.22,-0.96,0.82
71,4.18,70,47,0.652,-2.71,-101.52,88.73,77.44,-0.96,0.77
72,4.22,71,46,0.523,-2.78,-102.04,88.77,77.54,-1.0,0.87
73,4.25,72,45,0.209,-2.78,-102.25,88.69,77.46,-1.07,0.78
74,4.28,73,44,0.858,-2.8,-101.39,88.67,77.51,-1.04,0.77
75,4.32,74,43,0.394,-3.05,-101.69,88.27,77.7,-1.13,0.81
76,4.35,75,42,0.864,-2.86,-101.78,89.14,77.43,-1.15,0.89
77,4.38,76,41,0.979,-2.88,-101.88,88.16,77.54,-1.03,0.95
78,4.42,77,40,0.180,-2.74,-101.81,88.34,77.67,-1.18,0.88
79,4.45,78,39,0.274,-2.9,-101.54,88.33,77.65,-1.06,0.78
80,4.48,79,38,0.324,-2.89,-101.86,88.61,77.67,-1.29,0.9
81,4.52,80,37,0.158,-2.73,-101.75,88.5,77.7,-1.23,0.84
82,4.55,81,36,0.463,-2.91,-101.29,88.69,77.8,-1.29,0.83
83,4.58,82,35,0.535,-3.05,-101.46,88.15,77.79,-1.21,0.89
84,4.62,83,34,0.614,-2.92,-102.08,88.17,77.83,-1.27,0.96
85,4.65,84,33,0.452,-3.02,-101.62,88.4,77.73,-1.22,0.85
86,4.68,85,32,0.376,-3.01,-102.0,88.62,77.95,-1.31,0.92
87,4.72,86,31,0.176,-3.14,-101.92,88.68,77.84,-1.13,0.88
88,4.75,87,30,0.380,-2.92,-101.89,88.3,77.92,-1.21,0.8
89,4.78,88,29,0.727,-3.12,-101.65,89.03,78.05,-1.15,0.92
90,4.82,89,28,0.325,-2.8,-101.87,89.0,78.17,-1.1,0.85
91,4.85,90,27,0.423,-3.22,-101.76,88.7,78.06,-1.18,0.86
92,4.88,91,26,0.293,-2.93,-102.05,88.44,77.86,-1.15,0.88
93,4.92,92,25,0.228,-3.15,-102.01,88.27,77.82,-1.2,0.82
94,4.95,93,24,0.190,-3.11,-101.82,88.33,77.94,-1.17,0.83
95,4.98,94,23,0.216,-3.05,-102.03,88.47,78.05,-1.21,0.8
96,5.02,95,22,0.409,-3.17,-102.27,88.88,77.84,-1.19,0.85
97,5.05,96,21,0.424,-3.03,-101.93,88.46,77.82,-1.28,0.83
98,5.09,97,20,0.642,-3.29,-102.58,88.49,77.86,-1.36,0.91
99,5.12,98,19,0.655,-3.25,-101.92,88.76,77.92,-1.25,0.95
100,5.15,99,18,0.589,-3.06,-101.33,88.73,77.94,-1.37,0.85
101,5.19,100,17,0.259,-2.98,-101.55,88.64,77.68,-1.33,0.91
102,5.22,101,16,1.035,-3.16,-102.58,88.51,77.9,-1.39,0.9
103,5.25,102,15,0.654,-3.37,-101.93,88.74,77.95,-1.37,1.05
104,5.29,103,14,0.470,-3.26,-101.57,88.27,78.0,-1.34,0.88
105,5.32,104,13,0.457,-3.37,-101.91,88.73,77.86,-1.38,0.92
106,5.35,105,12,0.365,-3.0,-101.89,88.73,77.8,-1.41,0.73
107,5.39,106,11,0.515,-3.17,-101.37,88.36,77.81,-1.4,0.83
108,5.42,107,10,0.421,-2.93,-101.79,88.39,77.82,-1.39,0.96
109,5.45,108,9,0.242,-2.87,-101.81,88.29,78.06,-1.4,0.87
110,5.49,109,8,0.268,-2.88,-101.71,88.11,77.8,-1.4,0.86
111,5.52,110,7,0.580,-3.18,-102.29,88.54,77.82,-1.4,0.93
112,5.55,111,6,0.260,-3.12,-102.03,88.64,77.95,-1.44,0.94
113,5.59,112,5,0.593,-3.17,-101.55,88.05,77.71,-1.44,0.87
114,5.62,113,4,0.291,-3.07,-101.58,88.34,77.86,-1.38,0.82
115,5.65,114,3,0.456,-3.01,-102.03,88.38,77.82,-1.41,0.87
116,5.69,115,2,0.431,-3.13,-101.6,88.34,77.89,-1.39,0.81
117,5.72,116,1,0.167,-3.27,-101.43,88.47,77.95,-1.37,0.89
118,6.66,117,49,1.131,-2.76,-102.56,88.86,77.89,-1.02,0.84
119,6.69,118,48,0.860,-2.7,-101.7,88.69,77.85,-1.04,0.79
120,6.72,119,47,0.299,-2.69,-101.61,88.63,78.14,-0.98,0.84
121,6.76,120,46,0.145,-2.7,-101.65,88.49,78.25,-0.99,0.75
122,6.79,121,45,0.097,-2.78,-101.74,88.4,78.15,-1.05,0.78
123,6.82,122,44,0.375,-2.78,-101.62,88.77,78.26,-1.05,0.86
