action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,832,50,,-20.14,49.53,-62.34,97.17,-7.52,24.58
2,0.90,833,49,0.606,-19.82,49.78,-61.74,97.26,-7.59,24.36
3,0.94,834,48,0.310,-19.85,50.09,-61.54,97.19,-7.6,24.19
4,0.97,835,47,0.340,-19.91,50.17,-61.2,97.26,-7.54,24.4
5,1.00,836,46,0.460,-19.65,50.16,-60.74,97.16,-7.56,24.45
6,1.04,837,45,0.395,-19.56,50.51,-60.34,96.99,-7.51,24.44
7,1.07,838,44,0.565,-19.55,50.88,-59.78,96.66,-7.51,24.61
8,1.10,839,43,0.545,-19.53,51.2,-59.23,96.53,-7.42,24.87
9,1.14,840,42,0.323,-19.45,51.44,-58.98,96.21,-7.43,24.96
10,1.17,841,41,0.356,-19.27,51.67,-58.78,95.85,-7.35,25.16
11,1.20,842,40,0.282,-19.31,51.87,-58.67,95.57,-7.21,25.28
12,1.24,843,39,0.657,-19.1,52.53,-58.14,95.21,-7.09,25.38
13,1.27,844,38,0.414,-18.89,52.46,-57.87,94.8,-6.96,25.29
14,1.30,845,37,0.810,-18.79,53.27,-57.71,94.5,-6.94,25.19
15,1.34,846,36,0.504,-18.29,53.2,-57.4,94.18,-7.0,25.15
16,1.37,847,35,0.885,-18.33,54.08,-57.48,93.93,-7.04,25.14
17,1.40,848,34,0.378,-18.2,54.15,-57.65,93.56,-6.93,25.18
18,1.44,849,33,0.415,-17.95,54.46,-57.42,93.14,-6.99,25.19
19,1.47,850,32,0.466,-17.81,54.76,-56.95,92.96,-6.94,25.12
20,2.24,851,49,24.567,-17.25,30.19,-38.76,100.33,-6.53,24.66
21,2.28,852,48,1.180,-16.8,29.01,-38.66,100.58,-6.49,23.83
22,2.31,853,47,1.100,-16.65,27.91,-37.72,100.84,-6.55,22.93
23,2.34,854,46,1.175,-16.35,27.38,-37.71,100.7,-6.44,21.76
24,2.38,855,45,1.705,-16.06,26.19,-37.18,100.56,-6.5,20.05
25,2.41,856,44,1.940,-15.86,24.93,-36.56,100.5,-6.53,18.11
26,2.44,857,43,2.361,-15.45,23.86,-34.29,100.45,-6.32,15.75
27,2.48,858,42,2.731,-15.29,21.89,-33.36,100.13,-6.17,13.02
28,2.51,859,41,2.636,-14.99,20.46,-31.78,99.86,-6.06,10.39
29,2.54,860,40,2.338,-14.61,18.12,-30.28,99.63,-5.87,8.05
30,2.58,861,39,2.423,-14.61,16.37,-27.85,99.29,-5.77,6.04
31,2.61,862,38,2.195,-14.73,14.18,-25.78,98.88,-5.83,4.44
32,2.64,863,37,2.524,-14.37,11.65,-24.36,98.35,-5.84,3.43
33,2.68,864,36,2.258,-14.17,9.53,-22.1,97.77,-5.74,2.74
34,2.71,865,35,2.598,-14.34,7.23,-19.5,97.27,-5.75,2.56
35,2.74,866,34,2.852,-14.15,4.38,-17.07,96.6,-5.61,2.47
36,2.78,867,33,2.213,-14.14,2.17,-15.19,95.85,-5.56,2.58
37,2.81,868,32,2.828,-14.26,0.03,-12.36,95.1,-5.45,2.53
38,2.84,869,31,2.442,-14.35,-2.41,-10.29,94.25,-5.48,2.5
39,2.88,870,30,16.478,-15.24,14.07,-26.56,97.37,-5.67,3.85
40,2.91,871,29,2.587,-15.36,11.49,-23.97,96.97,-5.59,3.6
41,2.94,872,28,2.101,-15.3,9.39,-22.07,96.64,-5.47,3.25
42,2.98,873,27,2.754,-15.27,6.86,-19.31,96.16,-5.37,2.86
43,3.01,874,26,2.354,-15.3,4.51,-16.96,95.81,-5.39,2.67
44,3.04,875,25,2.524,-15.12,1.99,-15.16,95.25,-5.27,2.35
45,3.08,876,24,2.952,-15.08,-0.64,-12.2,94.79,-5.18,2.1
46,3.11,877,23,2.763,-15.1,-3.4,-9.79,94.08,-5.15,2.24
47,3.14,878,22,2.476,-14.95,-5.88,-7.5,93.45,-5.05,2.06
48,3.18,879,21,2.357,-14.83,-8.24,-5.27,92.9,-5.1,1.8
49,3.21,880,20,2.263,-14.82,-10.5,-3.1,92.07,-4.98,1.49
50,3.25,881,19,2.263,-14.78,-12.76,-1.0,91.5,-4.9,1.01
51,3.28,882,18,2.072,-14.52,-14.54,1.08,90.79,-5.03,0.66
52,3.31,883,17,2.300,-14.5,-16.83,3.37,89.96,-4.95,0.5
53,3.35,884,16,2.048,-14.37,-18.54,5.42,89.27,-4.97,0.36
54,3.38,885,15,2.673,-13.99,-21.21,7.38,88.46,-4.85,0.44
55,3.41,886,14,2.025,-13.82,-22.92,9.41,87.69,-4.89,0.56
56,3.45,887,13,1.475,-13.63,-24.39,10.88,87.03,-4.84,0.63
57,3.48,888,12,2.426,-13.18,-26.15,13.3,85.94,-4.9,0.6
58,3.51,889,11,1.964,-12.98,-27.6,15.27,84.96,-4.75,0.49
59,3.55,890,10,2.140,-12.37,-29.23,17.41,83.79,-4.71,0.55
60,3.58,891,9,1.425,-12.07,-30.65,18.64,82.72,-4.63,0.49
61,3.61,892,8,2.535,-11.49,-31.87,21.18,81.3,-4.56,0.36
62,3.65,893,7,1.655,-10.9,-33.1,22.83,79.86,-4.4,0.33
63,3.68,894,25,11.689,-10.95,-36.4,34.52,74.91,-5.23,0.4
64,3.71,895,24,1.215,-10.48,-37.5,35.73,74.42,-5.09,0.59
65,3.75,896,23,1.293,-10.09,-38.62,37.03,73.89,-5.02,0.49
66,3.78,897,22,1.415,-9.44,-39.48,38.44,73.18,-4.96,0.41
67,3.81,898,21,0.972,-8.85,-40.16,39.41,72.52,-4.8,0.46
68,3.85,899,20,1.385,-8.43,-41.3,40.8,72.01,-4.75,0.38
69,3.88,900,19,4.305,-7.96,-43.11,45.11,71.35,-5.28,0.36
70,3.91,901,18,1.023,-7.62,-44.13,45.91,70.8,-4.98,0.3
71,3.95,902,17,1.209,-6.98,-45.34,46.72,70.2,-4.81,0.52
72,3.98,903,16,1.781,-6.4,-45.92,48.5,69.41,-4.84,0.5
73,4.01,904,15,1.244,-5.96,-47.17,49.29,68.42,-4.67,0.4
74,4.05,905,14,1.030,-5.31,-47.64,49.31,67.39,-4.58,0.63
75,4.08,906,13,2.836,-4.77,-49.46,52.14,66.36,-4.64,0.48
76,4.11,907,12,1.183,-4.44,-50.29,53.33,65.46,-4.66,0.39
77,4.15,908,11,1.318,-3.93,-51.52,54.65,64.38,-4.68,0.5
78,4.18,909,10,1.716,-3.79,-53.01,56.36,63.24,-4.64,0.47
79,4.21,910,9,1.083,-3.49,-53.95,57.44,62.22,-4.66,0.47
80,4.25,911,8,2.011,-3.26,-55.74,59.46,61.11,-4.61,0.61
81,4.28,912,7,1.999,-3.08,-57.13,61.45,60.01,-4.57,0.57
82,4.32,913,6,1.286,-2.91,-58.41,62.4,58.97,-4.49,0.53
83,4.35,914,5,2.458,-2.9,-59.52,64.86,58.08,-4.62,0.54
84,4.38,915,27,4.648,-4.32,-62.43,60.46,62.73,-5.13,0.71
85,4.42,916,26,2.081,-4.05,-64.51,62.08,62.32,-5.08,0.71
86,4.45,917,25,1.558,-3.96,-65.97,63.64,62.02,-5.11,0.8
87,4.48,918,24,2.240,-3.75,-68.21,65.2,61.69,-4.98,0.76
88,4.52,919,23,3.133,-4.24,-70.01,63.42,64.82,-5.29,0.82
89,4.55,920,22,2.028,-4.64,-72.04,65.18,64.48,-5.29,0.7
90,4.58,921,21,1.547,-4.43,-73.58,66.15,64.17,-5.27,0.72
91,4.62,922,20,1.721,-4.49,-74.63,67.87,63.94,-5.32,0.73
92,4.65,923,19,1.686,-4.6,-76.32,69.11,64.09,-5.39,0.82
93,4.68,924,18,1.600,-4.7,-77.92,70.48,63.66,-5.3,0.67
94,4.72,925,17,0.586,-4.86,-78.51,71.01,63.41,-5.23,0.61
95,4.75,926,16,2.176,-5.02,-79.77,73.19,63.48,-5.24,0.78
96,4.78,927,15,1.451,-4.71,-81.22,73.4,63.05,-5.22,0.53
97,4.82,928,14,1.203,-4.72,-82.22,74.6,62.9,-5.28,0.61
98,4.85,929,13,1.713,-4.82,-83.93,75.75,62.88,-5.21,0.6
99,4.88,930,12,1.952,-4.79,-85.89,77.28,63.12,-5.33,0.68
