action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.80,1119,50,,30.97,17.53,-29.45,92.76,-2.89,43.12
2,0.84,1120,49,1.881,31.23,17.9,-27.57,92.23,-2.78,42.54
3,0.87,1121,48,0.821,31.37,17.08,-27.8,91.77,-2.73,42.33
4,0.90,1122,47,0.594,31.26,17.64,-27.2,91.46,-2.81,42.33
5,0.94,1123,46,0.361,31.34,17.91,-27.22,91.1,-2.71,42.42
6,0.97,1124,45,1.225,31.39,17.9,-25.99,90.86,-2.72,42.32
7,1.00,1125,44,0.605,31.29,18.5,-26.09,90.39,-2.72,42.35
8,1.04,1126,43,0.665,31.42,17.95,-25.43,90.04,-2.76,42.33
9,1.07,1127,42,1.318,31.61,18.14,-24.11,89.86,-2.66,42.29
10,1.10,1128,41,0.344,31.68,18.04,-24.45,89.65,-2.68,42.31
11,1.14,1129,40,0.265,31.66,18.18,-24.24,89.46,-2.41,42.18
12,1.17,1130,39,0.747,31.68,18.45,-23.49,89.19,-2.35,42.27
13,1.20,1131,38,0.538,31.47,18.99,-23.42,89.09,-2.27,42.39
14,1.24,1132,37,0.262,31.39,18.99,-23.16,89.03,-2.17,42.51
15,1.27,1133,36,0.978,31.25,18.91,-22.18,88.99,-2.17,42.35
16,1.97,1134,49,38.321,32.96,-19.42,7.68,95.2,-0.88,34.48
17,2.01,1135,48,1.604,32.17,-21.02,8.62,94.72,-0.79,33.95
18,2.04,1136,47,2.423,31.58,-22.33,11.05,94.78,-0.7,33.47
19,2.07,1137,46,1.191,31.15,-23.52,12.24,94.41,-0.54,32.89
20,2.11,1138,45,3.270,30.51,-26.79,13.17,93.9,-0.66,32.26
21,2.14,1139,44,3.197,29.71,-27.41,16.36,93.68,-0.63,31.98
22,2.18,1140,43,2.290,28.82,-29.7,16.58,93.01,-0.46,31.37
23,2.21,1141,42,1.927,27.47,-31.6,18.51,92.65,-0.55,30.99
24,2.24,1142,41,2.221,26.56,-33.55,20.73,92.07,-0.65,30.26
25,2.28,1143,40,1.989,25.45,-35.54,21.84,91.06,-0.61,29.67
26,2.31,1144,39,2.360,24.1,-37.9,23.74,90.59,-0.74,29.0
27,2.34,1145,38,1.760,22.88,-39.22,25.5,89.8,-0.7,28.41
28,2.38,1146,37,1.351,21.99,-40.44,25.91,88.68,-0.75,27.06
29,2.41,1147,36,1.858,20.54,-42.3,27.57,88.07,-0.7,26.18
30,2.44,1148,35,1.358,19.35,-42.81,28.93,87.64,-0.56,24.87
31,2.48,1149,34,1.755,18.1,-44.56,28.98,87.18,-0.6,23.79
32,2.51,1150,33,8.760,9.34,-38.87,25.81,89.61,-2.14,23.2
33,2.54,1151,32,0.900,8.44,-39.47,25.78,89.08,-2.16,22.45
34,2.58,1152,31,1.536,6.9,-40.4,26.2,88.89,-2.17,21.87
35,2.61,1153,30,0.862,6.04,-40.23,26.22,88.4,-2.12,21.39
36,2.64,1154,29,1.175,4.87,-41.18,27.01,88.16,-2.08,20.91
37,2.68,1155,28,1.576,3.29,-41.74,27.74,87.91,-2.09,20.7
38,2.71,1156,27,1.295,1.99,-42.57,28.41,87.78,-2.09,20.56
39,2.74,1157,26,1.884,0.11,-43.18,28.19,87.64,-1.98,20.38
40,2.78,1158,25,1.853,-1.74,-43.53,29.12,87.86,-1.95,20.34
41,2.81,1159,24,1.715,-3.46,-44.13,29.1,87.63,-2.04,20.38
42,2.84,1160,23,1.833,-5.29,-44.51,29.34,87.64,-1.94,20.33
43,2.88,1161,22,1.942,-7.23,-45.11,29.79,87.54,-1.96,20.31
44,2.91,1162,21,1.562,-8.79,-45.42,30.54,87.6,-2.0,20.21
45,2.94,1163,20,2.027,-10.82,-46.38,31.43,87.37,-2.05,20.04
46,2.98,1164,19,1.531,-12.35,-46.75,31.5,87.38,-2.04,20.04
47,3.01,1165,18,1.431,-13.78,-46.81,31.91,87.02,-2.01,19.72
48,3.04,1166,17,1.254,-15.04,-47.51,32.8,86.64,-2.01,19.4
49,3.08,1167,16,1.304,-16.34,-48.01,33.79,86.19,-1.97,19.12
50,3.11,1168,15,1.085,-17.43,-47.86,33.71,85.74,-1.95,19.02
51,3.14,1169,14,1.049,-18.48,-48.23,34.75,85.3,-2.01,18.92
52,3.18,1170,13,0.938,-19.41,-48.22,35.14,84.47,-2.04,18.79
