action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.70,0,50,,-4.29,-102.41,89.73,77.02,-0.91,0.78
2,0.74,1,49,0.516,-4.16,-102.21,89.29,77.54,-0.87,0.82
3,0.77,2,48,0.765,-4.02,-102.4,90.05,77.58,-0.83,0.76
4,0.80,3,47,0.752,-4.23,-102.05,89.3,77.85,-0.95,0.76
5,0.84,4,46,0.425,-4.13,-102.12,89.23,78.27,-0.91,0.83
6,0.87,5,45,0.400,-4.23,-102.52,89.6,78.07,-1.05,0.78
7,0.90,6,44,0.575,-4.09,-101.94,89.67,78.09,-0.93,0.69
8,0.94,7,43,0.516,-4.19,-102.46,90.16,78.25,-0.99,0.78
9,0.97,8,42,0.515,-4.17,-101.94,89.91,78.47,-1.0,0.8
10,1.00,9,41,0.382,-3.99,-102.32,89.72,78.61,-0.87,0.78
11,1.04,10,40,0.541,-4.18,-102.22,89.18,78.75,-0.96,0.78
12,1.07,11,39,0.538,-4.03,-102.4,89.72,78.81,-0.98,0.74
13,1.10,12,38,0.360,-4.05,-102.38,89.36,78.78,-1.0,0.91
14,1.14,13,37,0.462,-4.17,-101.91,89.31,78.82,-0.98,0.77
15,1.17,14,36,0.227,-4.02,-102.14,89.35,78.66,-0.95,0.81
16,1.20,15,35,0.283,-4.09,-102.2,89.07,78.68,-0.92,0.71
17,1.24,16,34,0.577,-4.09,-102.1,89.64,78.76,-0.94,0.78
18,1.27,17,33,0.098,-4.1,-102.05,89.55,78.74,-0.95,0.8
19,1.30,18,32,0.368,-4.17,-102.42,89.53,79.04,-0.96,0.66
20,1.34,19,31,0.265,-3.98,-102.15,89.63,78.78,-0.96,0.62
21,1.37,20,30,0.470,-4.1,-101.68,89.69,78.92,-0.98,0.73
22,1.40,21,29,1.130,-4.1,-102.81,89.75,78.77,-0.87,0.74
23,1.44,22,28,0.607,-3.93,-102.21,89.55,78.85,-0.9,0.67
24,1.47,23,27,0.336,-4.2,-101.87,89.27,78.96,-0.93,0.72
25,1.50,24,26,0.530,-3.96,-102.4,89.52,78.94,-0.86,0.84
26,1.54,25,25,0.414,-4.11,-101.99,89.38,78.77,-0.92,0.67
27,1.57,26,24,0.143,-4.02,-102.03,89.45,78.63,-0.91,0.81
28,1.61,27,23,0.430,-4.07,-102.46,89.24,78.76,-0.93,0.75
29,1.64,28,22,0.362,-3.97,-102.38,89.6,78.72,-0.92,0.65
30,1.67,29,21,0.175,-3.99,-102.52,89.77,78.62,-0.91,0.71
31,1.71,30,20,1.032,-3.98,-101.49,89.54,78.5,-0.91,0.64
32,1.74,31,19,0.614,-4.08,-102.1,89.23,78.67,-0.91,0.76
33,1.77,32,18,0.129,-4.1,-102.2,89.12,78.54,-0.91,0.86
34,1.81,33,17,0.367,-3.96,-102.31,89.49,78.67,-0.93,0.8
35,1.84,34,16,0.385,-3.93,-101.92,89.2,78.59,-0.93,0.73
36,1.87,35,15,0.478,-4.08,-102.4,89.61,78.52,-0.9,0.72
37,1.91,36,14,0.433,-4.14,-101.97,89.57,78.67,-0.93,0.79
38,1.94,37,13,0.217,-4.06,-101.9,89.36,78.63,-0.91,0.72
39,1.97,38,12,0.212,-4.04,-102.02,89.44,78.42,-0.98,0.7
40,2.01,39,11,0.378,-3.94,-102.19,89.06,78.65,-1.02,0.79
41,2.04,40,10,0.629,-3.95,-101.82,89.69,78.52,-0.94,0.84
42,2.07,41,9,0.326,-4.2,-102.14,89.61,78.5,-0.95,0.81
