action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,858,50,,-7.44,38.11,-45.64,98.31,-8.01,8.46
2,0.90,859,49,1.050,-7.23,37.68,-46.69,99.08,-8.07,7.66
3,0.94,860,48,1.065,-7.33,37.28,-47.75,99.76,-8.12,7.32
4,0.97,861,47,0.917,-7.15,36.37,-48.09,100.48,-8.0,7.19
5,1.00,862,46,0.582,-6.8,35.78,-48.0,100.9,-8.09,7.08
6,1.04,863,45,1.315,-6.71,34.47,-47.22,101.17,-7.84,6.82
7,1.07,864,44,0.859,-6.7,33.61,-47.85,101.28,-7.81,7.1
8,1.10,865,43,1.765,-6.25,33.22,-46.08,101.5,-7.91,7.06
9,1.14,866,42,1.767,-6.31,31.46,-45.97,101.58,-7.96,7.09
10,1.17,867,41,1.166,-6.24,30.69,-44.8,101.48,-7.92,6.98
11,1.20,868,40,1.762,-5.45,28.93,-44.99,101.9,-8.04,7.14
12,1.24,869,39,1.818,-5.55,27.11,-43.45,102.03,-7.97,7.21
13,1.27,870,38,1.335,-5.29,25.78,-43.09,101.89,-7.97,6.95
14,1.30,871,37,0.932,-4.54,25.37,-42.16,102.17,-8.23,7.2
15,1.34,872,36,1.885,-4.18,23.49,-41.58,102.53,-8.16,7.03
16,1.37,873,35,1.504,-3.65,21.99,-40.65,102.51,-8.06,7.16
17,2.07,874,49,28.407,-2.16,-3.39,-12.24,92.93,-5.91,10.6
18,2.11,875,48,0.756,-1.64,-3.36,-13.0,93.05,-5.85,10.56
19,2.14,876,47,0.918,-0.72,-2.5,-13.49,92.87,-5.8,10.45
20,2.17,877,46,0.913,-0.26,-3.41,-14.38,92.65,-5.73,10.44
21,2.21,878,45,1.309,1.05,-2.73,-14.53,92.56,-5.5,10.49
22,2.24,879,44,1.226,2.28,-2.77,-15.21,92.06,-5.38,10.41
23,2.27,880,43,0.659,2.94,-2.92,-15.39,91.8,-5.52,10.23
24,2.31,881,42,0.962,3.9,-2.8,-15.23,91.46,-5.52,10.34
25,2.34,882,41,0.998,4.9,-3.37,-15.66,91.14,-5.27,10.45
26,2.37,883,40,0.823,5.72,-3.22,-15.96,90.78,-5.25,10.49
27,2.41,884,39,0.592,6.31,-2.78,-16.34,90.32,-5.23,10.35
28,2.44,885,38,1.189,7.5,-2.87,-15.43,89.8,-5.34,10.35
29,2.48,886,37,1.157,8.66,-2.72,-15.58,89.45,-5.23,10.25
30,2.51,887,36,0.794,9.45,-2.98,-16.38,88.91,-5.22,10.36
31,2.54,888,35,1.059,10.51,-3.33,-16.65,88.44,-5.2,10.34
32,2.58,889,34,1.244,11.75,-2.67,-16.13,87.88,-5.23,10.46
33,2.61,890,33,0.730,12.25,-3.0,-15.4,87.23,-5.25,10.44
