action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.63,-101.67,88.84,74.16,-0.99,0.83
2,0.94,1,49,0.143,-4.74,-101.81,88.82,74.03,-1.03,0.84
3,0.97,2,48,0.421,-4.76,-101.76,88.4,73.9,-1.0,0.76
4,1.00,3,47,0.309,-5.07,-101.88,88.33,73.6,-1.03,0.85
5,1.04,4,46,0.533,-5.6,-101.97,88.16,73.61,-1.11,0.81
6,1.07,5,45,0.252,-5.76,-102.22,88.41,73.47,-1.05,0.81
7,1.10,6,44,0.446,-5.98,-102.23,88.86,73.45,-1.05,0.85
8,1.14,7,43,0.491,-6.44,-102.32,88.37,73.13,-1.07,0.65
9,1.17,8,42,0.505,-6.95,-102.5,88.36,73.2,-1.06,0.77
10,1.20,9,41,0.632,-7.18,-102.49,87.73,73.14,-1.04,0.69
11,1.24,10,40,0.442,-7.62,-102.61,88.03,72.96,-1.11,0.79
12,1.27,11,39,0.791,-7.76,-101.81,87.75,72.87,-1.06,0.71
13,1.30,12,38,0.660,-8.08,-102.48,87.86,72.69,-1.09,0.71
14,1.34,13,37,0.438,-8.09,-102.04,87.99,72.49,-1.07,0.68
15,1.37,14,36,0.338,-8.02,-102.17,87.65,72.21,-1.0,0.83
16,1.40,15,35,0.377,-8.18,-102.24,87.47,71.83,-1.06,0.75
17,1.44,16,34,0.463,-8.13,-102.7,87.37,71.68,-1.01,0.73
18,1.47,17,33,0.675,-8.29,-102.03,87.28,71.31,-1.09,0.73
19,1.51,18,32,0.460,-8.08,-102.39,87.74,70.89,-1.02,0.78
20,1.54,19,31,0.346,-7.93,-102.12,87.88,70.54,-0.99,0.76
21,1.57,20,30,0.401,-7.94,-102.22,87.48,70.35,-1.08,0.72
22,1.61,21,29,0.360,-7.73,-101.86,87.26,70.2,-1.04,0.78
23,1.64,22,28,0.681,-8.05,-102.55,87.59,70.25,-1.14,0.82
24,1.67,23,27,0.396,-8.13,-102.78,87.99,70.34,-0.96,0.9
25,1.71,24,26,1.047,-8.1,-101.74,87.28,70.33,-0.99,0.78
26,1.74,25,25,0.106,-8.03,-101.71,87.37,70.31,-1.06,0.88
27,1.77,26,24,0.709,-8.11,-101.88,86.66,70.48,-1.0,0.81
28,1.81,27,23,0.413,-8.18,-101.47,86.96,70.57,-0.96,0.76
29,1.84,28,22,0.419,-8.12,-101.88,86.69,70.71,-0.98,0.85
30,1.87,29,21,0.304,-7.88,-102.19,86.53,70.81,-0.91,0.7
31,1.91,30,20,0.521,-7.94,-101.67,86.1,71.03,-0.97,0.74
32,1.94,31,19,0.424,-7.68,-101.89,85.67,71.44,-0.97,0.82
33,1.97,32,18,0.309,-7.67,-102.19,85.73,71.56,-0.98,0.82
34,2.01,33,17,1.033,-7.64,-102.03,84.69,71.61,-0.96,0.67
35,2.04,34,16,0.349,-7.58,-101.83,85.04,71.72,-0.97,0.79
36,2.07,35,15,0.567,-7.41,-101.66,84.48,71.44,-1.02,0.74
37,2.11,36,14,0.448,-7.53,-101.21,84.56,71.27,-1.18,0.73
38,2.14,37,13,0.644,-7.53,-101.72,83.91,71.14,-1.28,0.78
39,2.17,38,12,0.788,-7.77,-100.94,83.18,70.78,-1.55,0.67
40,2.21,39,11,0.564,-7.66,-101.5,83.58,70.22,-2.0,0.83
41,2.24,40,10,1.122,-7.77,-100.6,82.46,70.02,-2.68,0.71
42,2.27,41,9,0.464,-7.7,-100.43,81.99,69.57,-3.11,0.56
43,2.31,42,22,7.681,-9.28,-101.96,84.76,61.89,-1.98,0.08
44,2.34,43,21,0.411,-9.25,-102.13,84.35,62.0,-2.14,0.31
45,2.38,44,20,1.186,-9.36,-100.94,83.99,62.02,-2.15,0.06
46,2.41,45,19,0.773,-9.24,-101.38,83.21,62.33,-2.3,0.1
47,2.44,46,18,0.495,-9.24,-100.89,83.48,62.23,-2.4,0.17
48,2.48,47,17,0.470,-9.21,-100.78,83.01,62.04,-2.45,0.0
49,2.51,48,16,0.482,-9.1,-100.4,82.86,62.53,-2.56,0.17
50,2.54,49,15,1.210,-9.05,-100.79,81.66,62.6,-2.64,0.1
51,2.58,50,14,1.717,-9.5,-102.5,82.89,61.38,-1.7,0.05
52,2.61,51,13,0.776,-9.55,-102.47,82.12,61.85,-1.94,-0.23
53,2.64,52,12,0.565,-9.3,-102.13,81.55,62.29,-2.04,-0.33
54,2.68,53,11,1.360,-9.45,-102.52,80.19,62.71,-2.14,-0.17
55,2.71,54,10,0.790,-9.28,-102.03,80.86,63.5,-2.07,-0.13
56,2.74,55,9,1.036,-9.3,-102.22,79.82,64.19,-2.13,0.03
57,2.78,56,8,0.525,-9.31,-102.24,79.89,64.71,-2.04,-0.31
58,2.81,57,7,0.411,-9.45,-101.83,79.59,65.05,-1.97,-0.16
59,2.84,58,6,0.455,-9.47,-101.56,79.55,65.51,-1.92,-0.32
60,2.88,59,5,1.043,-9.86,-101.37,78.5,66.13,-1.99,-0.18
61,2.91,60,4,0.516,-9.59,-101.2,78.44,66.64,-1.84,-0.29
62,2.94,61,3,0.495,-9.37,-101.7,78.47,67.01,-1.94,-0.33
63,2.98,62,2,0.763,-9.51,-102.13,77.99,67.77,-1.86,-0.21
64,3.01,63,1,0.393,-9.6,-101.74,77.85,68.06,-1.98,-0.33
65,3.24,64,27,3.295,-6.3,-101.92,79.0,69.53,-1.25,0.33
66,3.28,65,26,0.433,-5.97,-101.75,78.8,69.09,-1.32,0.47
67,3.31,66,25,0.496,-5.87,-101.65,78.38,68.6,-1.21,0.33
68,3.34,67,24,0.622,-5.6,-101.6,78.39,67.98,-1.25,0.51
69,3.38,68,23,0.585,-5.43,-101.42,78.53,67.39,-1.25,0.33
70,3.41,69,22,0.936,-4.79,-102.11,78.15,66.45,-1.37,0.38
71,3.44,70,21,0.643,-4.99,-101.47,77.88,66.26,-1.23,0.4
72,3.48,71,20,0.799,-4.43,-101.81,78.48,65.46,-1.24,0.19
73,3.51,72,19,0.594,-3.84,-101.85,78.08,65.43,-1.22,0.33
74,3.55,73,18,0.321,-3.77,-101.53,77.83,65.72,-1.04,0.22
75,3.58,74,17,0.800,-3.45,-102.33,77.98,65.8,-1.1,0.41
76,3.61,75,16,0.471,-3.45,-101.86,77.6,66.19,-1.0,0.34
77,3.65,76,15,0.681,-3.65,-102.54,77.38,66.67,-0.66,0.34
78,3.68,77,14,0.797,-3.88,-102.46,76.59,67.03,-0.5,0.37
79,3.71,78,13,0.613,-3.9,-101.84,76.28,67.3,-0.31,0.3
80,3.75,79,12,0.668,-4.07,-102.51,75.66,67.62,-0.18,0.16
81,3.78,80,11,0.535,-4.12,-102.2,76.19,67.76,-0.19,0.24
82,3.81,81,10,1.309,-4.2,-101.64,74.89,68.04,-0.27,0.29
83,3.85,82,9,0.460,-4.38,-101.95,74.43,68.11,-0.31,0.16
84,3.88,83,8,0.237,-4.37,-101.73,74.66,68.17,-0.24,0.12
85,3.91,84,7,0.575,-4.39,-101.45,74.09,68.08,-0.2,0.13
86,3.95,85,6,0.276,-4.41,-101.18,74.35,68.25,-0.22,-0.01
87,3.98,86,5,0.354,-4.61,-101.12,74.07,68.28,-0.27,0.34
88,4.01,87,4,0.405,-4.51,-101.53,73.75,68.24,-0.25,0.2
89,4.05,88,3,0.736,-4.38,-100.79,74.27,68.1,-0.22,0.08
90,4.08,89,2,0.552,-4.48,-100.24,73.73,68.11,-0.19,0.15
91,4.11,90,1,0.619,-4.62,-99.62,74.1,67.79,-0.16,0.08
92,4.15,91,22,12.721,-5.54,-86.9,68.61,68.59,1.14,-0.79
93,4.18,92,21,1.403,-5.36,-85.5,67.28,68.13,1.01,-0.81
94,4.21,93,20,1.195,-4.84,-84.3,66.85,68.21,1.19,-0.73
95,4.25,94,19,1.449,-4.6,-82.85,65.79,68.22,1.07,-0.05
96,4.28,95,18,1.342,-4.51,-81.73,66.05,68.21,1.16,1.29
97,4.31,96,17,2.106,-3.94,-81.35,64.67,68.47,1.19,3.39
98,4.35,97,16,2.678,-3.9,-81.18,65.38,68.59,1.27,6.07
99,4.38,98,15,2.497,-3.71,-80.75,64.36,68.91,1.27,8.57
100,4.41,99,14,2.666,-3.59,-80.95,65.27,69.34,1.43,11.23
101,4.45,100,13,2.057,-3.41,-80.72,65.19,69.46,1.48,13.29
102,4.48,101,12,2.188,-3.37,-81.21,65.18,69.61,1.89,15.48
103,4.52,102,11,1.944,-3.03,-81.26,65.26,69.84,2.23,17.42
104,4.55,103,10,2.079,-3.07,-80.87,65.46,69.49,2.68,19.5
105,4.58,104,9,1.940,-3.02,-81.28,66.27,69.83,3.04,21.44
106,4.62,105,8,1.351,-3.12,-81.12,65.22,69.9,3.23,22.79
107,4.65,106,7,1.516,-3.01,-80.23,65.65,69.58,3.2,24.31
108,4.68,107,6,1.113,-3.24,-79.65,65.85,69.89,3.22,25.42
109,4.72,108,5,1.539,-3.26,-78.98,65.82,69.7,3.35,26.96
110,4.75,109,4,1.128,-3.48,-78.39,66.65,69.59,3.32,28.09
111,4.78,110,3,0.993,-3.87,-78.41,65.66,69.51,3.19,28.79
112,4.82,111,2,2.331,-3.77,-76.08,65.18,69.38,3.07,29.54
113,4.85,112,1,0.660,-3.72,-75.47,65.84,68.84,3.06,30.08
114,5.05,113,27,17.760,-5.24,-80.42,65.4,70.03,1.38,12.32
115,5.08,114,26,1.629,-5.49,-80.29,66.41,69.99,1.72,13.95
116,5.12,115,25,1.428,-5.22,-79.6,65.95,69.95,1.94,15.38
117,5.15,116,24,1.503,-5.15,-79.84,66.48,70.01,2.44,16.88
118,5.18,117,23,1.354,-4.96,-79.95,67.05,69.62,2.87,18.24
119,5.22,118,22,1.146,-4.84,-79.48,67.2,69.89,3.34,19.38
120,5.25,119,21,0.896,-4.69,-78.99,66.34,69.68,3.72,20.28
121,5.28,120,20,0.915,-4.56,-79.01,66.83,69.7,4.25,21.19
122,5.32,121,19,0.547,-4.46,-79.31,67.27,69.68,4.49,21.74
123,5.35,122,18,0.866,-4.73,-79.16,67.37,69.54,4.74,22.61
124,5.38,123,17,0.610,-4.46,-79.08,66.94,69.59,4.84,23.22
125,5.42,124,16,0.544,-4.35,-78.65,67.21,69.43,5.07,23.76
126,5.45,125,15,0.345,-4.48,-78.31,67.39,69.4,4.9,24.1
127,5.49,126,14,0.903,-4.65,-78.08,66.49,69.48,4.88,23.97
128,5.52,127,13,0.310,-4.39,-78.09,66.68,69.38,4.91,24.28
129,5.55,128,12,0.366,-4.67,-77.91,66.58,69.02,5.1,24.44
130,5.59,129,11,1.012,-4.43,-76.9,66.51,69.23,5.14,25.13
131,5.62,130,10,0.363,-4.52,-77.26,66.34,69.1,5.17,25.41
132,5.65,131,9,1.184,-4.92,-76.25,65.86,69.18,5.33,26.59
133,5.69,132,8,0.909,-5.07,-75.95,65.84,69.01,5.42,27.5
134,5.72,133,7,1.046,-5.31,-75.62,65.8,69.02,5.56,28.55
135,5.75,134,6,0.729,-5.68,-74.89,65.9,69.0,5.71,28.94
136,5.79,135,5,1.320,-5.86,-73.57,66.01,68.75,5.73,29.08
137,5.82,136,4,0.424,-6.28,-73.33,65.59,68.85,5.85,29.1
138,5.85,137,3,0.367,-6.65,-73.15,65.4,68.59,5.95,28.81
139,5.89,138,2,1.130,-7.16,-72.02,64.28,68.54,5.98,28.74
140,5.92,139,1,1.575,-7.19,-70.44,64.61,68.23,5.9,28.96
141,5.95,140,22,15.906,-7.32,-54.54,60.36,62.95,2.23,34.34
142,5.99,141,21,0.715,-7.35,-53.82,59.69,62.56,2.09,34.37
143,6.02,142,20,1.116,-7.25,-52.7,59.63,62.15,2.01,34.32
144,6.05,143,19,0.705,-7.36,-52.0,59.25,62.03,1.83,34.32
145,6.09,144,18,0.647,-7.32,-51.35,58.95,61.81,1.58,34.43
146,6.12,145,17,1.055,-7.14,-50.3,58.55,61.76,1.24,34.46
147,6.15,146,16,0.852,-7.23,-49.65,57.7,61.65,1.06,34.4
148,6.19,147,15,1.394,-7.32,-48.26,57.19,61.4,0.91,34.4
149,6.22,148,14,0.955,-7.35,-47.3,57.35,61.23,0.64,34.4
150,6.25,149,13,1.056,-7.22,-46.25,56.58,61.35,0.45,34.52
151,6.29,150,12,1.208,-7.42,-45.04,56.28,61.33,0.34,34.47
152,6.32,151,11,0.603,-7.32,-44.44,56.12,61.17,0.29,34.51
153,6.35,152,10,0.932,-7.41,-43.5,55.87,61.04,0.26,34.52
154,6.39,153,9,0.766,-7.4,-42.74,55.29,60.97,0.28,34.59
155,6.42,154,8,0.735,-7.58,-42.0,55.3,60.59,0.3,34.5
156,6.46,155,7,1.136,-7.83,-40.87,54.87,60.52,0.38,34.5
157,6.49,156,6,0.486,-7.87,-40.98,55.36,60.26,0.45,34.53
158,6.52,157,5,1.541,-7.7,-39.44,54.94,59.88,0.41,34.56
159,6.56,158,4,1.189,-7.99,-38.25,54.89,59.52,0.47,34.59
160,6.59,159,3,0.910,-7.94,-37.34,54.74,59.07,0.51,34.61
161,6.62,160,2,0.695,-8.01,-36.64,54.84,59.03,0.61,34.58
162,6.66,161,1,0.643,-8.15,-36.05,55.12,58.38,0.65,34.25
163,6.82,162,27,17.665,-8.38,-53.71,58.92,64.06,4.65,32.6
164,6.86,163,26,1.364,-8.46,-52.35,58.55,63.92,4.46,32.69
165,6.89,164,25,0.961,-8.36,-51.39,58.35,63.34,4.14,32.54
166,6.92,165,24,0.849,-8.33,-50.54,58.37,63.21,3.66,32.61
167,6.96,166,23,1.401,-8.21,-49.14,57.81,62.98,3.34,32.71
168,6.99,167,22,0.867,-8.42,-48.27,57.78,62.78,3.17,32.63
169,7.02,168,21,1.129,-8.67,-47.14,57.16,62.64,3.07,32.61
170,7.06,169,20,0.446,-8.4,-46.7,56.99,62.39,2.92,32.68
171,7.09,170,19,0.662,-8.48,-46.03,56.96,62.49,2.9,32.59
172,7.12,171,18,0.915,-8.69,-45.12,56.35,62.45,2.94,32.63
173,7.16,172,17,1.119,-8.61,-44.0,56.56,62.21,2.82,32.68
174,7.19,173,16,1.220,-8.43,-42.78,55.92,62.09,2.63,32.79
175,7.22,174,15,0.417,-8.52,-42.36,55.69,61.99,2.57,32.76
176,7.26,175,14,1.256,-8.48,-41.11,55.44,61.49,2.49,32.64
177,7.29,176,13,1.021,-8.53,-40.09,55.24,61.36,2.18,32.66
178,7.33,177,12,0.551,-8.39,-39.53,55.1,61.08,1.81,32.8
179,7.36,178,11,1.365,-8.46,-38.17,55.13,60.63,1.68,32.76
180,7.39,179,10,0.908,-8.39,-37.26,55.19,60.3,1.41,32.78
181,7.43,180,9,1.053,-8.32,-36.21,54.43,59.95,1.08,32.71
182,7.46,181,8,0.965,-8.35,-35.24,54.17,59.43,0.78,32.27
183,7.49,182,7,0.843,-8.36,-34.4,53.99,58.9,0.43,31.66
184,7.53,183,6,1.104,-8.35,-33.68,54.1,58.38,0.15,30.56
185,7.56,184,5,1.501,-8.26,-33.31,54.76,57.56,0.07,29.06
186,7.59,185,4,1.305,-8.32,-32.28,54.63,56.93,0.14,27.75
187,7.63,186,3,1.321,-8.18,-31.45,54.33,56.61,0.01,26.43
188,7.66,187,2,1.176,-8.25,-30.75,55.06,56.12,-0.12,25.26
189,7.69,188,23,12.351,-5.46,-18.4,46.81,54.58,0.12,19.62
190,7.73,189,22,5.528,-4.37,-12.87,43.41,54.45,0.31,16.78
191,7.76,190,21,0.915,-4.32,-12.65,43.54,54.34,0.21,15.86
192,7.79,191,20,0.831,-4.56,-12.63,43.01,54.08,0.17,15.03
193,7.83,192,19,0.974,-4.3,-12.62,43.07,54.25,0.09,14.06
194,7.86,193,18,0.998,-4.3,-13.27,43.03,54.25,0.04,13.06
195,7.89,194,17,1.371,-4.37,-13.31,43.44,54.38,0.19,11.69
196,7.93,195,16,1.009,-4.35,-14.05,43.3,54.56,-0.01,10.68
197,7.96,196,15,0.782,-4.15,-13.38,42.51,54.85,-0.12,10.17
198,7.99,197,14,0.262,-4.11,-13.33,42.26,55.03,-0.16,9.91
199,8.03,198,13,0.544,-3.87,-13.62,41.71,55.4,-0.24,9.82
200,8.06,199,12,1.186,-4.51,-14.8,41.47,55.65,-0.29,9.82
201,8.09,200,11,0.635,-4.02,-14.98,41.42,56.29,-0.35,9.77
