action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,2042,50,,-12.84,48.0,-62.64,99.02,-6.88,24.59
2,0.97,2043,49,0.346,-12.98,47.82,-62.71,99.37,-6.8,24.31
3,1.00,2044,48,0.656,-13.16,48.07,-63.37,99.45,-6.43,23.73
4,1.04,2045,47,0.698,-13.42,47.37,-63.91,99.49,-6.34,23.44
5,1.07,2046,46,0.946,-13.46,48.31,-64.24,99.57,-6.19,23.03
6,1.10,2047,45,1.077,-13.69,48.16,-65.32,99.64,-6.1,23.02
7,1.14,2048,44,0.901,-13.62,48.04,-66.22,99.64,-6.05,22.98
8,1.17,2049,43,0.923,-13.92,48.87,-67.14,99.77,-5.96,23.1
9,1.20,2050,42,0.379,-13.97,48.63,-67.52,99.98,-6.02,23.36
10,1.24,2051,41,0.487,-14.46,48.32,-67.63,99.86,-6.08,23.24
11,1.27,2052,40,0.708,-14.5,48.57,-68.34,99.84,-6.17,23.26
12,1.30,2053,39,0.373,-14.56,48.33,-68.71,99.92,-6.24,23.6
13,1.34,2054,38,0.324,-14.55,48.16,-68.79,100.24,-6.24,23.48
14,1.37,2055,37,0.497,-14.4,47.92,-68.71,99.74,-6.21,23.28
15,1.41,2056,36,0.443,-14.37,48.2,-68.78,99.59,-6.16,22.84
16,1.44,2057,35,0.482,-14.23,48.28,-68.82,99.18,-6.1,22.36
17,1.47,2058,34,1.096,-14.05,48.39,-68.5,98.27,-6.15,21.26
18,1.51,2059,33,1.331,-14.04,48.24,-68.04,97.58,-6.08,19.93
19,1.54,2060,32,0.978,-13.96,48.37,-67.48,96.6,-5.98,19.15
20,1.57,2061,31,0.782,-13.95,49.01,-67.37,95.82,-6.01,18.81
21,1.61,2062,30,0.807,-13.78,49.1,-67.19,95.01,-6.01,18.94
22,1.64,2063,29,0.839,-13.41,48.91,-67.04,94.18,-6.0,19.23
23,2.71,2064,49,6.135,-13.03,53.73,-70.57,100.31,-5.53,17.68
24,2.74,2065,48,0.528,-13.03,53.85,-70.62,99.85,-5.53,18.21
25,2.78,2066,47,0.742,-13.18,54.59,-70.86,99.52,-5.56,18.8
26,2.81,2067,46,0.801,-13.18,54.66,-70.74,98.97,-5.56,19.6
27,2.84,2068,45,0.762,-13.24,55.12,-70.49,98.54,-5.37,20.37
28,2.88,2069,44,0.624,-12.99,55.42,-70.38,97.91,-5.33,20.79
29,2.91,2070,43,0.569,-13.22,55.82,-69.99,97.34,-5.16,21.02
30,2.94,2071,42,0.767,-13.04,56.11,-70.14,96.58,-5.04,21.07
31,2.98,2072,41,0.694,-13.25,56.24,-69.79,95.88,-4.88,21.25
32,3.01,2073,40,0.612,-13.31,56.27,-69.52,95.27,-4.68,21.63
33,3.04,2074,39,0.755,-13.25,56.39,-69.27,94.71,-4.53,22.38
34,3.08,2075,38,1.102,-13.31,56.35,-68.73,94.11,-4.43,23.49
35,3.11,2076,37,1.513,-13.3,56.46,-68.55,93.55,-4.38,25.0
36,3.14,2077,36,1.052,-13.37,55.89,-67.53,92.89,-4.35,26.05
37,3.18,2078,35,0.815,-13.36,55.97,-67.25,92.2,-4.37,26.87
38,3.21,2079,34,0.670,-13.38,55.86,-66.86,91.53,-4.26,27.18
39,3.24,2080,33,0.461,-13.42,56.09,-66.7,91.07,-4.19,27.13
40,3.28,2081,32,0.607,-13.43,56.08,-66.6,90.46,-4.08,26.89
41,3.31,2082,31,0.520,-13.56,56.34,-66.08,90.13,-4.0,26.58
42,3.35,2083,30,0.260,-13.51,56.44,-66.03,89.87,-3.98,26.42
43,3.38,2084,29,0.553,-13.49,56.99,-65.87,89.6,-3.87,26.24
44,3.41,2085,28,0.254,-13.71,57.25,-65.8,89.44,-3.8,26.24
45,3.45,2086,27,0.641,-13.62,57.09,-65.16,89.22,-3.82,26.21
46,3.48,2087,26,0.299,-13.37,57.38,-65.11,88.92,-3.86,26.27
47,3.51,2088,25,4.820,-14.04,53.04,-60.29,89.15,-4.21,26.73
48,3.55,2089,24,0.412,-14.08,53.46,-60.38,88.93,-4.31,26.53
49,3.58,2090,23,0.455,-13.98,53.91,-60.57,88.71,-4.21,26.38
50,3.61,2091,22,0.681,-14.06,54.59,-60.61,88.48,-4.3,26.27
51,3.65,2092,21,0.400,-13.94,54.2,-60.21,88.47,-4.22,26.22
52,3.68,2093,20,0.252,-13.81,54.45,-60.36,88.23,-4.32,26.08
53,3.71,2094,19,0.263,-14.05,54.48,-60.62,88.21,-4.27,26.03
54,3.75,2095,18,0.981,-14.01,55.46,-60.78,88.12,-4.35,26.1
55,3.78,2096,17,0.739,-13.88,56.2,-61.2,88.31,-4.4,26.15
56,3.81,2097,16,0.206,-14.08,56.27,-61.0,88.3,-4.43,26.21
57,3.85,2098,15,0.412,-13.93,56.69,-61.26,88.19,-4.39,26.15
58,3.88,2099,14,0.223,-14.01,56.91,-61.34,88.3,-4.34,26.13
59,3.91,2100,13,0.548,-13.93,57.17,-61.89,88.47,-4.39,26.25
60,3.95,2101,12,0.543,-13.85,57.71,-62.16,88.76,-4.45,26.2
61,3.98,2102,11,0.488,-13.84,57.27,-62.65,88.99,-4.34,26.21
62,4.01,2103,10,0.494,-13.85,57.76,-62.34,89.28,-4.45,25.82
63,4.05,2104,9,0.712,-13.72,58.46,-63.0,89.5,-4.37,25.11
64,4.08,2105,8,1.649,-13.66,57.82,-63.3,90.01,-4.21,23.46
65,4.11,2106,7,2.244,-14.02,58.11,-63.39,90.01,-4.18,21.21
66,4.15,2107,6,2.791,-13.85,57.85,-62.94,90.32,-4.17,18.42
67,4.18,2108,5,2.698,-13.85,58.57,-63.53,90.3,-3.98,15.73
68,4.22,2109,4,2.602,-13.84,58.26,-63.49,90.33,-3.83,13.12
69,4.25,2110,3,1.973,-14.05,58.14,-64.01,90.45,-3.88,11.15
70,4.28,2111,2,1.738,-14.0,58.54,-63.89,90.64,-3.86,9.41
71,4.32,2112,1,1.358,-13.81,58.06,-64.17,90.93,-3.85,8.05
72,4.55,2113,23,16.874,-15.58,54.95,-58.28,93.64,-4.15,24.93
73,4.58,2114,22,0.255,-15.69,55.11,-58.47,93.39,-4.01,24.75
74,4.62,2115,21,0.432,-15.6,55.54,-58.8,93.09,-3.82,24.62
75,4.65,2116,20,0.486,-15.61,56.03,-58.88,92.92,-3.73,24.74
76,4.68,2117,19,0.285,-15.57,56.23,-58.97,92.63,-3.72,24.8
77,4.72,2118,18,0.479,-15.32,56.64,-59.44,92.41,-3.55,24.83
78,4.75,2119,17,0.753,-15.29,57.39,-59.95,92.02,-3.48,24.86
79,4.78,2120,16,0.452,-15.21,56.94,-59.64,91.71,-3.38,24.83
80,4.82,2121,15,0.729,-15.12,57.67,-60.26,91.29,-3.36,25.0
81,4.85,2122,14,0.790,-14.97,58.46,-60.25,91.29,-3.26,25.0
82,4.88,2123,13,0.455,-14.87,58.58,-60.54,90.84,-3.37,25.05
83,4.92,2124,12,0.483,-14.94,59.07,-61.03,90.67,-3.31,25.02
84,4.95,2125,11,0.618,-14.87,59.68,-61.37,90.83,-3.22,25.07
85,4.98,2126,10,0.706,-14.91,60.39,-61.78,90.82,-3.26,24.96
86,5.02,2127,9,0.752,-14.88,60.52,-62.53,90.83,-3.22,24.77
87,5.05,2128,8,0.597,-14.76,60.6,-62.75,90.86,-3.33,24.17
