action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,1935,50,,-49.67,54.4,-69.77,101.87,-4.76,15.92
2,0.90,1936,49,0.706,-49.63,54.09,-70.48,102.04,-4.69,15.34
3,0.94,1937,48,0.641,-49.32,54.73,-70.88,101.97,-4.76,15.27
4,0.97,1938,47,0.869,-49.84,54.59,-71.74,102.05,-4.44,14.79
5,1.00,1939,46,0.407,-49.88,54.18,-71.65,102.32,-4.35,14.6
6,1.04,1940,45,0.375,-50.1,53.99,-71.88,101.95,-4.16,14.59
7,1.07,1941,44,0.608,-50.04,54.6,-72.09,101.68,-4.04,14.55
8,1.10,1942,43,0.941,-50.61,53.66,-71.98,101.75,-3.97,14.67
9,1.14,1943,42,0.900,-50.75,54.39,-72.88,101.39,-3.97,14.75
10,1.17,1944,41,0.511,-50.94,54.06,-72.37,101.24,-3.92,14.8
11,1.20,1945,40,0.700,-50.99,54.02,-73.07,100.86,-3.85,14.64
12,1.24,1946,39,0.908,-51.12,54.29,-72.16,100.88,-3.85,14.73
13,1.27,1947,38,0.606,-51.21,53.69,-72.07,100.75,-3.68,14.66
14,1.30,1948,37,1.038,-51.23,53.25,-71.03,100.62,-3.59,14.67
15,1.34,1949,36,0.659,-51.58,53.91,-71.52,100.64,-3.57,14.68
16,1.37,1950,35,0.824,-51.55,53.73,-70.7,100.21,-3.62,14.79
17,1.41,1951,34,0.365,-51.92,53.51,-70.69,100.19,-3.63,15.04
18,1.44,1952,33,0.613,-51.95,53.47,-70.15,99.88,-3.63,15.65
19,1.47,1953,32,0.848,-52.04,53.55,-69.62,99.66,-3.68,16.5
20,1.51,1954,31,0.926,-51.86,53.29,-68.9,99.18,-3.72,17.43
21,1.54,1955,30,0.721,-52.18,52.78,-68.7,98.9,-3.82,18.15
22,1.57,1956,29,0.792,-52.45,53.06,-68.35,98.76,-4.05,18.94
23,1.61,1957,28,0.916,-52.3,52.49,-68.24,98.18,-4.03,19.86
24,2.58,1958,49,6.668,-46.77,56.88,-64.76,99.51,-3.75,13.19
25,2.61,1959,48,0.604,-46.57,56.27,-64.19,100.05,-3.95,13.2
26,2.64,1960,47,0.994,-47.04,56.47,-65.18,99.99,-4.27,13.4
27,2.68,1961,46,0.417,-47.16,56.05,-65.28,100.37,-4.45,13.38
28,2.71,1962,45,0.675,-47.13,55.38,-65.0,100.43,-4.4,13.23
29,2.74,1963,44,0.226,-47.21,55.51,-65.19,100.58,-4.45,13.0
30,2.78,1964,43,0.675,-47.21,55.09,-64.52,100.65,-4.56,12.98
