action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,1892,50,,-7.56,45.48,-50.62,94.52,-0.14,26.96
2,0.90,1893,49,0.726,-7.46,45.6,-49.89,94.18,-0.21,27.11
3,0.94,1894,48,0.618,-7.39,46.11,-49.27,93.7,-0.34,27.01
4,0.97,1895,47,0.412,-7.57,46.12,-49.68,93.52,-0.18,27.18
5,1.00,1896,46,0.554,-7.75,46.23,-49.48,92.97,-0.21,27.13
6,1.04,1897,45,0.451,-7.63,46.69,-49.22,92.87,-0.31,27.44
7,1.07,1898,44,0.406,-7.75,46.99,-48.93,92.46,-0.28,27.22
8,1.10,1899,43,0.365,-7.69,47.17,-49.29,92.1,-0.36,27.3
9,1.14,1900,42,0.586,-7.64,47.76,-49.28,91.56,-0.53,27.57
10,1.17,1901,41,0.650,-7.54,48.41,-49.24,91.16,-0.63,27.57
11,1.20,1902,40,0.686,-7.51,49.1,-49.23,90.69,-0.6,27.65
12,1.24,1903,39,0.661,-7.46,49.11,-49.08,90.03,-0.65,27.67
13,1.27,1904,38,0.497,-7.42,49.6,-49.32,89.57,-0.64,27.71
14,1.30,1905,37,0.518,-7.37,50.1,-49.43,89.05,-0.66,27.83
15,1.34,1906,36,0.798,-7.4,50.9,-49.53,88.52,-0.69,27.85
16,1.37,1907,35,0.790,-7.57,51.69,-49.79,88.16,-0.61,27.9
17,1.40,1908,34,0.668,-7.34,52.36,-49.68,87.75,-0.7,27.89
18,1.44,1909,33,0.728,-7.4,53.08,-50.31,87.26,-0.7,27.75
19,1.47,1910,32,0.519,-7.65,53.6,-50.54,86.97,-0.69,27.69
20,1.51,1911,31,0.431,-7.91,53.52,-50.98,86.74,-0.6,27.62
21,1.54,1912,30,1.240,-7.87,54.76,-51.02,86.34,-0.66,27.68
22,2.41,1913,49,7.101,-7.75,47.66,-49.76,90.68,-0.18,29.04
23,2.44,1914,48,0.868,-8.19,48.53,-50.33,90.3,-0.06,28.97
24,2.48,1915,47,0.803,-8.04,49.33,-50.21,90.03,-0.12,28.98
25,2.51,1916,46,1.092,-8.02,50.42,-50.99,89.8,-0.05,28.75
26,2.54,1917,45,0.489,-8.16,50.91,-50.61,89.55,-0.16,28.88
27,2.58,1918,44,1.368,-8.03,52.28,-50.79,89.28,-0.15,28.88
28,2.61,1919,43,0.498,-8.19,52.24,-51.29,88.98,-0.27,28.87
29,2.64,1920,42,1.220,-8.19,53.46,-51.68,88.82,-0.4,28.86
30,2.68,1921,41,0.411,-8.17,53.39,-51.31,88.48,-0.31,29.27
31,2.71,1922,40,1.007,-8.21,54.39,-50.84,88.27,-0.48,29.11
32,2.74,1923,39,0.529,-8.31,54.92,-51.32,88.31,-0.44,28.96
33,2.78,1924,38,0.368,-8.09,55.28,-51.69,88.19,-0.53,28.96
34,2.81,1925,37,0.540,-8.03,55.82,-51.62,88.37,-0.48,29.02
35,2.84,1926,36,0.956,-7.96,56.77,-52.0,88.72,-0.37,29.18
36,2.88,1927,35,0.440,-8.11,56.92,-52.44,88.74,-0.46,29.38
37,2.91,1928,34,0.347,-8.16,57.13,-52.24,88.98,-0.58,29.72
38,2.94,1929,33,0.589,-7.94,57.72,-52.64,89.2,-0.6,29.59
39,2.98,1930,32,0.711,-7.96,57.77,-52.91,89.48,-0.47,28.88
40,3.01,1931,31,1.286,-7.8,58.7,-52.89,89.5,-0.62,27.6
41,3.04,1932,30,3.311,-7.5,58.71,-53.82,89.61,-0.58,24.28
42,3.08,1933,29,3.679,-7.43,58.5,-53.64,89.45,-0.7,20.61
43,3.11,1934,28,3.857,-7.2,58.15,-54.01,89.53,-0.61,16.75
44,3.14,1935,27,6.623,-6.5,58.66,-55.91,89.35,-0.35,10.13
45,3.18,1936,26,2.682,-6.35,58.46,-55.98,89.51,-0.43,7.44
46,3.21,1937,25,2.033,-6.32,58.39,-55.98,89.72,-0.5,5.41
47,3.24,1938,24,1.358,-6.11,58.31,-56.08,89.81,-0.49,4.05
48,3.28,1939,23,0.657,-6.29,57.7,-56.24,90.11,-0.62,3.4
49,3.31,1940,22,0.407,-6.14,57.61,-56.4,90.52,-0.71,3.07
50,3.34,1941,21,0.546,-6.11,57.25,-56.73,91.07,-0.77,3.28
51,3.38,1942,20,0.863,-6.18,56.85,-57.59,91.76,-0.78,3.36
52,3.41,1943,19,0.666,-6.2,57.39,-58.26,92.37,-0.84,3.68
53,3.44,1944,18,0.949,-6.12,56.73,-59.21,93.1,-0.89,3.83
54,3.48,1945,17,1.322,-6.26,56.98,-60.53,93.86,-0.94,3.95
55,3.51,1946,16,1.097,-6.15,56.68,-61.62,94.76,-1.0,3.92
56,3.55,1947,15,1.168,-6.14,57.08,-62.79,95.53,-1.07,3.93
57,3.58,1948,14,0.711,-6.17,56.49,-63.5,96.17,-1.21,3.9
58,3.61,1949,13,1.267,-6.08,56.97,-64.77,96.8,-1.02,3.79
59,3.65,1950,12,0.805,-6.12,56.51,-65.57,97.47,-1.07,3.81
60,3.68,1951,11,0.688,-6.0,56.13,-66.26,97.84,-1.16,3.76
61,3.71,1952,10,0.950,-6.05,56.1,-67.21,98.22,-1.14,3.71
