action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,610,50,,-4.42,-101.53,89.58,77.68,-2.05,0.07
2,0.94,611,49,0.261,-4.6,-101.49,89.6,77.94,-2.12,0.1
3,0.97,612,48,0.190,-4.41,-101.62,89.49,77.87,-2.07,0.14
4,1.00,613,47,0.819,-4.8,-102.44,89.03,77.92,-2.08,0.15
5,1.04,614,46,0.839,-4.5,-101.72,89.87,77.78,-2.17,0.16
6,1.07,615,45,0.433,-4.49,-101.29,89.58,77.95,-2.2,0.21
7,1.10,616,44,0.667,-4.57,-101.96,89.97,77.8,-2.1,0.22
8,1.14,617,43,0.346,-4.44,-101.83,89.62,77.97,-2.04,0.18
9,1.17,618,42,0.349,-4.33,-101.82,89.97,77.84,-2.06,0.13
10,1.20,619,41,0.251,-4.08,-101.76,89.81,78.09,-2.14,0.1
11,1.24,620,40,0.487,-4.28,-102.25,90.16,77.88,-2.07,0.21
12,1.27,621,39,0.599,-4.53,-101.65,90.04,77.81,-2.1,0.07
13,1.30,622,38,0.195,-4.49,-101.84,90.04,77.91,-2.06,0.19
14,1.34,623,37,0.107,-4.39,-101.82,90.08,77.89,-2.08,0.13
15,1.37,624,36,0.772,-4.4,-102.59,89.74,77.94,-2.09,0.2
16,1.40,625,35,1.115,-4.65,-101.48,89.66,77.99,-2.08,0.12
17,1.44,626,34,0.888,-4.58,-102.37,89.79,77.92,-2.03,0.25
18,1.47,627,33,0.495,-4.65,-101.87,89.35,77.87,-2.09,0.22
19,1.50,628,32,0.327,-4.74,-101.98,89.68,77.97,-2.0,0.17
20,1.54,629,31,0.602,-4.76,-101.81,90.28,78.0,-2.02,0.08
21,1.57,630,30,0.444,-4.91,-101.92,89.84,77.99,-2.05,0.19
22,1.61,631,29,0.185,-4.86,-101.95,90.02,77.9,-2.04,0.14
23,2.51,632,48,1.227,-5.21,-101.83,89.4,76.67,-1.27,0.38
24,2.54,633,47,0.521,-5.74,-102.06,89.42,76.51,-1.3,0.27
25,2.58,634,46,0.482,-5.47,-102.26,89.91,76.57,-1.3,0.26
26,2.61,635,45,0.765,-5.57,-101.49,90.25,76.35,-1.24,0.43
27,2.64,636,44,0.287,-5.7,-101.69,89.96,76.54,-1.27,0.3
28,2.68,637,43,0.428,-5.67,-101.94,89.53,76.51,-1.29,0.28
29,2.71,638,42,0.506,-5.83,-102.28,90.04,76.54,-1.33,0.36
30,2.74,639,41,0.443,-5.77,-101.84,90.13,76.55,-1.32,0.34
31,2.78,640,40,0.694,-5.78,-102.53,89.64,76.5,-1.28,0.48
32,2.81,641,39,0.767,-5.99,-101.77,90.05,76.44,-1.27,0.32
33,2.84,642,38,0.329,-5.98,-102.1,89.89,76.23,-1.32,0.39
34,2.88,643,37,0.453,-5.83,-102.16,90.0,76.69,-1.34,0.32
35,2.91,644,36,0.205,-5.93,-102.08,89.86,76.48,-1.34,0.18
36,2.94,645,35,0.356,-6.03,-102.44,89.77,76.36,-1.34,0.33
37,2.98,646,34,0.345,-5.97,-102.17,90.11,76.53,-1.29,0.18
38,3.01,647,33,0.375,-6.16,-102.34,89.74,76.58,-1.23,0.4
39,3.04,648,32,0.494,-5.96,-101.85,89.49,76.35,-1.26,0.51
40,3.08,649,31,0.475,-5.99,-101.87,89.96,76.47,-1.27,0.35
41,3.11,650,30,0.207,-5.99,-101.97,89.75,76.5,-1.24,0.39
42,3.14,651,29,0.563,-5.88,-102.21,90.32,76.54,-1.19,0.27
43,3.18,652,28,0.432,-5.87,-102.3,89.88,76.47,-1.26,0.28
44,3.21,653,27,0.660,-5.88,-101.64,89.37,76.31,-1.24,0.32
45,3.24,654,26,0.734,-5.86,-102.38,89.52,76.5,-1.26,0.39
46,3.28,655,26,2.369,-8.23,-102.23,89.82,76.54,-1.23,0.28
47,3.31,656,25,0.339,-8.06,-101.97,89.48,76.37,-1.19,0.34
48,3.34,657,24,0.358,-8.17,-101.61,89.73,76.41,-1.23,0.33
49,3.38,658,23,0.231,-8.08,-101.73,89.5,76.58,-1.21,0.39
50,3.41,659,22,0.217,-8.21,-101.94,89.7,76.45,-1.19,0.38
51,3.44,660,21,0.240,-8.07,-101.7,89.47,76.48,-1.23,0.38
52,3.48,661,20,0.321,-8.05,-102.02,89.54,76.45,-1.19,0.41
53,3.51,662,19,0.101,-8.11,-101.96,89.61,76.45,-1.15,0.52
54,3.54,663,18,0.146,-8.12,-101.94,89.75,76.5,-1.17,0.4
55,3.58,664,17,0.598,-8.18,-101.35,89.54,76.36,-1.17,0.29
