action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,784,50,,-13.41,18.52,-3.88,68.05,-0.18,29.11
2,0.94,785,49,1.296,-13.01,18.42,-5.17,68.09,-0.13,29.17
3,0.97,786,48,1.791,-13.28,19.74,-6.96,68.38,-0.45,29.31
4,1.00,787,47,0.931,-13.51,20.24,-7.89,68.23,-0.53,29.45
5,1.04,788,46,1.789,-13.28,22.03,-8.77,68.07,-0.78,29.6
6,1.07,789,45,0.461,-13.74,22.09,-8.9,67.85,-1.04,29.67
7,1.10,790,44,0.946,-13.63,22.32,-9.85,67.71,-1.2,30.07
8,1.14,791,43,1.224,-14.03,23.54,-10.6,67.21,-1.54,30.07
9,1.17,792,42,0.542,-14.02,24.08,-11.12,66.86,-1.78,30.3
10,1.20,793,41,0.603,-13.84,24.68,-11.37,66.66,-1.95,30.47
11,1.24,794,40,0.406,-14.0,24.79,-11.2,66.25,-2.05,30.5
12,1.27,795,39,0.293,-14.08,24.81,-10.91,66.12,-2.13,30.51
13,1.30,796,38,1.020,-13.93,25.83,-11.43,65.79,-2.14,30.54
14,1.34,797,37,0.969,-14.22,25.46,-12.4,65.64,-2.19,30.42
15,1.37,798,36,1.057,-13.47,26.52,-11.97,65.64,-2.23,30.45
16,1.40,799,35,0.859,-13.82,27.37,-12.49,65.57,-2.27,30.62
17,1.44,800,34,0.354,-13.47,27.45,-12.41,65.72,-2.15,30.59
18,1.47,801,33,0.799,-13.47,27.85,-13.21,65.99,-2.11,30.48
19,1.50,802,32,0.321,-13.22,27.53,-13.25,66.29,-2.07,30.21
20,1.54,803,31,1.188,-12.92,28.56,-14.44,66.33,-1.95,29.57
21,1.57,804,30,1.310,-12.61,29.08,-14.79,66.63,-1.92,28.26
22,1.61,805,29,1.979,-12.29,29.61,-15.41,67.4,-1.67,26.28
23,2.54,806,49,5.160,-14.28,30.03,-20.57,67.8,-2.34,30.76
24,2.58,807,48,1.638,-14.35,31.11,-22.21,68.62,-2.37,30.76
25,2.61,808,47,0.614,-14.47,30.7,-22.83,68.92,-2.41,30.51
26,2.64,809,46,1.623,-14.52,32.32,-23.36,69.65,-2.35,30.46
27,2.68,810,45,1.612,-14.8,33.17,-24.97,70.47,-2.49,30.37
28,2.71,811,44,0.574,-15.01,33.74,-25.47,70.95,-2.44,30.18
29,2.74,812,43,1.002,-14.46,34.74,-26.02,71.56,-2.49,29.62
30,2.78,813,42,0.768,-14.45,35.31,-25.91,71.85,-2.46,28.85
31,2.81,814,41,1.719,-14.39,37.03,-26.05,72.23,-2.3,27.74
32,2.84,815,40,1.421,-14.38,37.31,-25.24,72.77,-2.24,26.32
33,2.88,816,39,2.162,-14.16,38.66,-26.06,72.96,-2.11,24.16
34,2.91,817,38,2.326,-13.59,38.65,-25.56,73.38,-2.17,21.83
35,2.94,818,37,3.118,-13.15,38.43,-25.75,73.54,-1.83,18.72
36,2.98,819,36,3.024,-12.95,39.76,-26.1,73.52,-1.94,15.69
37,3.01,820,35,3.142,-12.58,40.25,-25.07,73.16,-1.8,12.55
38,3.04,821,34,2.503,-12.08,39.61,-25.39,73.12,-1.58,10.05
39,3.08,822,33,1.419,-11.91,40.56,-25.18,73.46,-1.21,8.63
40,3.11,823,32,0.941,-11.47,40.19,-26.12,74.06,-0.91,7.79
41,3.14,824,31,0.957,-11.76,40.27,-26.15,75.01,-0.66,7.31
42,3.18,825,30,1.018,-11.4,41.04,-27.04,76.03,-0.67,7.81
43,3.21,826,29,1.168,-10.94,40.48,-28.11,77.2,-0.53,8.01
44,3.24,827,28,1.235,-10.77,41.71,-29.05,78.28,-0.5,8.09
45,3.28,828,27,1.018,-10.78,40.79,-30.07,79.28,-0.53,8.16
46,3.31,829,26,4.134,-10.62,40.24,-26.27,75.14,0.5,7.37
47,3.34,830,25,0.506,-10.51,40.17,-26.74,75.65,0.56,7.2
48,3.38,831,24,0.486,-10.43,40.39,-27.12,76.13,0.7,7.01
49,3.41,832,23,0.539,-10.1,40.46,-27.56,76.67,0.8,6.94
50,3.44,833,22,0.767,-10.11,40.26,-28.33,77.41,0.87,6.81
51,3.48,834,21,0.697,-9.88,40.08,-28.29,78.11,0.97,6.79
52,3.51,835,20,0.725,-9.8,39.89,-28.9,78.83,1.07,6.76
53,3.55,836,19,0.892,-9.74,39.4,-29.55,79.72,1.07,6.58
54,3.58,837,18,1.007,-9.68,39.21,-30.56,80.59,1.1,6.38
55,3.61,838,17,0.992,-9.55,38.95,-30.92,81.58,1.09,6.17
56,3.65,839,16,1.031,-9.58,38.61,-31.81,82.61,1.05,6.03
57,3.68,840,15,1.308,-9.55,37.64,-32.46,83.92,0.99,5.96
58,3.71,841,14,1.188,-9.44,37.28,-33.33,85.11,0.94,5.98
59,3.75,842,13,1.264,-9.58,36.52,-34.38,86.37,0.93,5.99
60,3.78,843,12,1.400,-9.47,35.9,-35.78,87.66,0.92,6.12
61,3.81,844,11,1.349,-9.33,35.12,-36.67,89.01,0.86,6.14
62,3.85,845,10,1.373,-9.13,34.46,-37.94,90.39,0.81,6.14
63,3.88,846,9,1.442,-9.14,33.94,-38.95,91.83,0.71,6.13
64,3.91,847,8,1.320,-9.15,32.96,-40.24,93.15,0.69,6.09
65,3.95,848,7,1.718,-8.76,32.28,-41.96,94.23,0.6,6.1
66,3.98,849,6,1.177,-8.6,31.54,-43.02,95.41,0.56,6.07
67,4.01,850,5,1.163,-8.21,30.92,-43.91,96.57,0.54,6.11
68,4.05,851,4,1.496,-7.83,30.2,-45.41,97.42,0.58,5.94
69,4.08,852,3,1.125,-7.38,29.32,-46.53,98.29,0.55,6.02
70,4.11,853,2,1.011,-6.86,28.55,-47.54,98.93,0.52,6.03
71,4.15,854,1,0.868,-6.03,27.68,-48.2,99.59,0.58,5.99
72,4.38,855,21,9.533,-8.86,34.97,-57.74,102.88,-1.78,7.12
73,4.41,856,20,0.732,-8.71,34.27,-57.0,103.15,-1.76,7.44
74,4.45,857,19,0.955,-7.96,33.32,-57.02,103.28,-1.67,7.46
75,4.48,858,18,1.515,-7.98,31.8,-56.38,103.68,-1.63,7.16
76,4.51,859,17,0.564,-7.57,31.24,-56.7,103.71,-1.62,7.37
77,4.55,860,16,1.269,-7.27,29.97,-56.14,103.65,-1.78,7.42
78,4.58,861,15,0.566,-6.7,29.43,-55.79,103.74,-1.62,7.27
79,4.62,862,14,2.152,-6.14,27.28,-55.81,104.29,-1.55,7.34
80,4.65,863,13,1.227,-4.91,27.6,-56.1,103.76,-1.4,7.64
81,4.68,864,12,1.167,-4.26,26.43,-56.23,104.09,-1.25,7.4
82,4.72,865,11,1.244,-3.01,25.81,-55.76,103.92,-1.47,7.33
83,4.75,866,10,1.026,-1.99,26.03,-55.83,103.86,-1.41,7.49
84,4.78,867,9,1.241,-0.75,25.34,-56.3,103.86,-1.25,7.44
85,4.82,868,8,1.198,0.45,24.78,-56.24,104.01,-1.18,7.29
86,4.85,869,7,1.519,1.97,24.3,-56.7,104.03,-1.08,7.42
87,4.88,870,6,0.973,2.94,24.2,-57.63,103.95,-1.12,7.47
88,4.92,871,5,1.463,4.41,24.0,-57.18,104.33,-0.84,7.47
89,4.95,872,4,1.512,5.92,23.96,-58.14,104.01,-0.79,7.33
90,4.98,873,3,0.925,6.84,24.02,-57.81,103.92,-0.73,7.43
91,5.02,874,2,1.583,8.43,23.55,-57.61,103.96,-0.7,7.51
92,5.05,875,1,1.128,9.55,23.03,-56.84,103.94,-0.38,7.46
93,5.32,876,28,26.963,-4.85,18.18,-29.87,93.1,0.03,22.73
94,5.35,877,27,3.066,-4.93,18.43,-29.32,92.78,0.16,25.8
95,5.38,878,26,2.971,-4.81,18.95,-28.8,92.36,0.09,28.77
96,5.42,879,25,2.765,-4.75,19.58,-28.21,91.91,0.1,31.53
97,5.45,880,24,2.057,-4.98,19.66,-27.73,91.33,0.24,33.59
