action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,1881,50,,-11.83,6.86,-3.49,68.6,-8.52,6.94
2,0.97,1882,49,1.729,-11.58,7.66,-5.22,68.87,-8.45,7.13
3,1.00,1883,48,1.337,-11.24,9.0,-6.32,68.95,-8.57,7.51
4,1.04,1884,47,1.042,-10.96,9.29,-7.37,69.04,-8.85,7.93
5,1.07,1885,46,1.204,-10.62,10.5,-7.98,69.26,-8.8,8.35
6,1.10,1886,45,1.405,-10.26,11.31,-9.39,69.28,-8.75,8.85
7,1.14,1887,44,1.252,-10.02,12.05,-9.55,69.26,-8.67,10.1
8,1.17,1888,43,0.956,-9.71,12.58,-10.15,69.29,-8.72,11.05
9,1.20,1889,42,1.701,-9.31,13.18,-11.03,69.41,-8.75,12.75
10,1.24,1890,41,1.251,-8.92,14.05,-11.7,69.16,-8.75,14.01
11,1.27,1891,40,0.804,-8.84,14.78,-12.44,69.53,-8.68,14.81
12,1.30,1892,39,0.891,-8.28,15.41,-12.71,69.63,-8.74,15.7
13,1.34,1893,38,0.999,-8.42,16.0,-13.71,69.58,-8.82,16.52
14,1.37,1894,37,0.988,-8.16,15.8,-14.01,69.46,-8.76,17.51
15,1.40,1895,36,0.975,-8.03,16.77,-14.72,69.91,-8.84,18.24
16,1.44,1896,35,1.037,-7.97,17.81,-14.73,70.01,-8.85,19.14
17,1.47,1897,34,0.996,-7.66,17.69,-15.19,69.93,-8.9,20.13
18,1.51,1898,33,0.989,-7.73,18.68,-15.33,70.34,-9.09,20.71
19,1.54,1899,32,1.252,-7.77,19.93,-16.12,70.54,-8.95,21.23
20,1.57,1900,31,0.885,-7.6,20.82,-16.77,70.67,-9.03,21.56
21,1.61,1901,30,0.381,-7.8,21.05,-17.15,70.96,-8.93,21.88
22,1.64,1902,29,0.713,-7.76,21.76,-17.63,71.12,-9.13,22.14
23,1.67,1903,28,1.672,-7.8,23.43,-18.38,71.13,-9.1,22.42
24,1.71,1904,27,0.648,-7.7,24.04,-19.03,70.95,-9.23,22.19
25,2.58,1905,48,4.519,-7.27,27.89,-23.55,73.45,-9.34,22.55
26,2.61,1906,47,1.961,-7.6,28.81,-25.51,73.55,-9.44,22.55
27,2.64,1907,46,1.119,-7.17,29.16,-26.63,73.7,-9.49,22.24
28,2.68,1908,45,1.238,-7.2,30.4,-27.22,73.84,-9.54,22.3
29,2.71,1909,44,0.773,-7.39,31.04,-27.99,73.91,-9.47,22.29
30,2.74,1910,43,1.500,-7.32,32.14,-29.49,74.26,-9.37,22.39
31,2.78,1911,42,1.379,-7.42,33.52,-29.89,74.38,-9.47,22.41
32,2.81,1912,41,0.353,-7.13,33.87,-30.21,74.59,-9.48,22.59
33,2.84,1913,40,0.683,-7.23,34.56,-30.75,74.71,-9.27,23.06
34,2.88,1914,39,0.979,-7.34,34.77,-31.73,74.9,-9.36,23.72
35,2.91,1915,38,1.237,-7.27,35.71,-31.34,74.84,-9.14,24.96
36,2.94,1916,37,0.787,-7.43,35.39,-31.98,75.15,-9.09,25.74
37,2.98,1917,36,0.662,-7.18,35.22,-32.23,75.27,-9.02,26.41
38,3.01,1918,35,0.764,-7.12,35.9,-31.87,75.66,-8.96,27.17
39,3.04,1919,34,1.277,-7.19,37.17,-32.86,75.89,-9.1,27.79
40,3.08,1920,33,1.181,-7.02,37.31,-34.04,76.23,-8.92,28.19
41,3.11,1921,33,3.164,-8.43,39.28,-37.21,77.66,-9.64,28.8
42,3.14,1922,32,1.278,-8.55,40.56,-38.33,77.87,-9.72,28.96
43,3.18,1923,31,0.893,-8.53,41.45,-39.07,78.14,-9.71,29.06
44,3.21,1924,30,0.740,-8.47,42.12,-39.81,78.2,-9.67,29.0
45,3.24,1925,29,1.046,-8.61,43.11,-40.86,78.36,-9.57,28.77
46,3.28,1926,28,0.833,-8.58,43.94,-41.0,78.38,-9.65,28.82
47,3.31,1927,27,0.863,-8.66,44.5,-41.86,78.6,-9.81,28.9
48,3.35,1928,26,1.047,-8.66,45.0,-42.91,78.92,-9.67,28.82
