action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.00,0,50,,-3.62,-101.72,88.35,77.62,-0.58,0.81
2,1.04,1,49,0.466,-3.89,-101.76,87.88,77.88,-0.62,0.9
3,1.07,2,48,0.345,-3.75,-102.1,88.06,78.13,-0.71,0.8
4,1.10,3,47,0.438,-3.64,-101.88,88.5,78.49,-0.75,0.84
5,1.14,4,46,0.559,-3.83,-102.12,87.94,78.42,-0.77,0.95
6,1.17,5,45,0.565,-3.64,-101.83,88.5,78.53,-0.7,1.03
7,1.20,6,44,0.152,-3.58,-101.88,88.35,78.54,-0.78,0.91
8,1.24,7,43,0.406,-3.59,-102.29,88.26,78.6,-0.73,0.91
9,1.27,8,42,0.422,-3.46,-101.87,88.62,78.7,-0.76,0.97
10,1.30,9,41,0.469,-3.57,-102.34,88.76,78.8,-0.76,1.04
11,1.34,10,40,0.637,-3.74,-101.7,88.48,79.01,-0.92,0.97
12,1.37,11,39,0.448,-3.55,-102.15,88.76,78.68,-0.72,1.05
13,1.41,12,38,0.598,-3.71,-101.87,88.16,78.66,-0.76,0.84
14,1.44,13,37,0.493,-3.64,-102.37,88.45,78.85,-0.86,0.9
15,1.47,14,36,0.159,-3.51,-102.42,88.61,78.87,-0.81,0.79
16,1.51,15,35,0.584,-3.62,-101.84,88.34,78.87,-0.82,0.81
17,1.54,16,34,0.255,-3.63,-102.09,88.28,78.8,-0.85,0.9
18,1.57,17,33,0.126,-3.54,-102.22,88.29,78.74,-0.86,0.89
19,1.61,18,32,0.411,-3.46,-102.63,88.34,78.74,-0.86,0.93
20,1.64,19,31,0.360,-3.39,-102.27,88.69,78.76,-0.89,0.96
21,1.67,20,30,0.575,-3.51,-101.7,88.28,78.56,-0.88,0.81
22,1.71,21,29,0.904,-3.64,-102.6,88.41,78.64,-1.01,0.93
23,1.74,22,28,0.404,-3.46,-102.2,88.41,78.62,-0.96,0.93
24,1.77,23,27,0.229,-3.57,-102.43,88.2,78.65,-0.96,0.9
25,1.81,24,26,0.100,-3.5,-102.49,88.12,78.55,-0.94,0.94
26,1.84,25,25,0.298,-3.58,-102.19,88.12,78.52,-0.93,0.89
27,1.87,26,24,0.549,-3.44,-102.57,88.67,78.44,-0.98,0.96
28,1.91,27,23,0.131,-3.58,-102.5,88.63,78.41,-0.92,0.88
29,1.94,28,22,0.489,-3.6,-102.01,88.46,78.48,-1.04,0.92
30,1.97,29,21,0.510,-3.7,-102.32,87.95,78.45,-0.93,0.88
31,2.01,30,20,0.891,-3.67,-101.81,88.84,78.45,-0.92,0.92
32,2.04,31,19,0.884,-3.61,-102.69,88.62,78.36,-1.01,0.89
33,2.07,32,18,0.389,-3.53,-102.3,88.34,78.29,-0.95,0.88
34,2.11,33,17,0.563,-3.64,-101.74,88.35,78.38,-0.95,0.98
35,2.14,34,16,0.455,-3.75,-102.11,88.81,78.41,-0.97,0.98
36,2.17,35,15,0.248,-3.67,-101.87,88.73,78.58,-0.98,0.88
37,2.21,36,14,0.272,-3.67,-101.64,88.55,78.31,-1.04,0.98
38,2.24,37,13,0.426,-3.53,-102.06,88.54,78.41,-0.98,0.84
39,2.27,38,12,1.080,-3.54,-103.14,88.58,78.38,-1.0,0.76
40,2.31,39,11,1.007,-3.54,-102.13,89.27,78.34,-1.06,0.85
41,2.34,40,10,0.599,-3.41,-102.05,88.67,78.46,-0.96,0.76
42,2.38,41,9,0.850,-3.77,-102.21,89.52,78.36,-1.03,0.76
43,2.41,42,8,0.941,-3.81,-102.22,88.58,78.34,-1.03,0.86
44,2.44,43,7,0.378,-3.74,-102.6,88.53,78.41,-1.03,0.9
45,2.48,44,6,0.547,-3.77,-102.59,89.08,78.36,-1.06,0.83
46,2.51,45,22,0.554,-3.21,-102.1,89.31,78.01,-1.19,0.79
47,2.54,46,21,0.583,-3.2,-102.52,88.73,77.75,-1.14,0.79
48,2.58,47,20,0.718,-3.44,-102.37,89.45,77.92,-1.11,0.91
49,2.61,48,19,0.348,-3.09,-102.36,89.1,77.93,-1.04,0.92
50,2.64,49,18,0.145,-3.24,-102.24,89.12,78.07,-1.15,0.87
51,2.68,50,17,0.256,-2.98,-102.41,88.92,77.82,-1.02,0.81
52,2.71,51,16,0.964,-3.05,-101.44,88.55,77.89,-1.08,0.83
53,2.74,52,15,1.056,-3.07,-102.5,88.93,77.82,-1.13,0.78
54,2.78,53,14,0.239,-2.83,-102.36,88.79,77.6,-1.02,0.83
55,2.81,54,13,0.309,-2.95,-102.05,88.67,77.86,-1.06,0.72
56,2.84,55,12,0.413,-2.83,-102.17,89.09,77.8,-1.16,0.84
57,2.88,56,11,0.513,-2.98,-101.78,88.57,77.87,-1.05,0.86
58,2.91,57,10,0.390,-3.11,-101.95,88.96,77.78,-1.18,0.66
59,2.94,58,9,0.641,-3.05,-101.82,88.32,77.86,-1.07,0.98
60,2.98,59,8,1.025,-3.05,-102.24,89.35,77.92,-1.07,0.75
61,3.01,60,7,1.301,-3.12,-101.83,88.05,77.77,-1.14,0.85
62,3.04,61,6,1.008,-2.98,-102.84,88.53,77.72,-1.06,0.76
63,3.08,62,5,0.336,-3.05,-102.5,88.34,77.71,-1.12,0.75
64,3.11,63,4,0.464,-2.92,-102.04,88.3,77.63,-1.14,0.76
65,3.14,64,3,0.235,-2.99,-101.9,88.51,77.87,-1.2,0.87
66,3.18,65,2,0.996,-3.02,-102.89,88.11,77.85,-1.15,0.73
67,3.21,66,1,0.468,-2.86,-102.43,88.02,77.78,-1.16,0.7
68,4.11,67,49,1.363,-2.51,-102.08,89.38,77.44,-1.22,0.84
69,4.15,68,48,0.164,-2.34,-102.02,89.36,77.51,-1.16,0.82
70,4.18,69,47,0.360,-2.58,-101.77,89.72,77.7,-1.2,0.82
71,4.22,70,46,0.840,-2.64,-102.18,88.88,77.52,-1.26,0.8
72,4.25,71,45,0.206,-2.44,-102.1,88.71,77.58,-1.23,0.8
73,4.28,72,44,1.010,-2.85,-101.74,89.72,77.68,-1.17,0.83
74,4.32,73,43,0.269,-2.58,-101.96,89.61,77.7,-1.23,0.82
75,4.35,74,42,0.207,-2.72,-101.86,89.41,77.85,-1.33,0.88
76,4.38,75,41,0.391,-2.69,-102.18,89.02,77.65,-1.26,0.88
77,4.42,76,40,0.320,-2.71,-101.86,89.13,77.63,-1.25,0.84
78,4.45,77,39,0.454,-2.79,-102.31,88.99,77.99,-1.35,0.87
79,4.48,78,38,0.626,-2.61,-101.68,89.41,77.87,-1.28,0.94
80,4.52,79,37,0.728,-2.81,-102.16,88.68,77.73,-1.34,0.84
81,4.55,80,36,0.198,-2.61,-102.06,88.87,77.92,-1.28,0.92
82,4.58,81,35,0.198,-2.81,-102.05,88.93,77.76,-1.36,0.95
83,4.62,82,34,0.327,-2.82,-102.0,88.6,77.91,-1.41,0.81
84,4.65,83,33,0.258,-2.56,-102.14,88.79,77.87,-1.3,0.93
85,4.68,84,32,0.188,-2.62,-102.04,88.6,78.0,-1.33,0.93
86,4.72,85,31,0.161,-2.46,-101.9,88.65,77.95,-1.31,0.94
87,4.75,86,30,0.347,-2.65,-102.25,88.49,77.9,-1.39,0.74
88,4.78,87,29,0.186,-2.64,-102.24,88.43,77.95,-1.31,0.92
89,4.82,88,28,0.279,-2.56,-102.52,88.31,78.11,-1.33,0.86
90,4.85,89,27,0.141,-2.64,-102.66,88.26,78.05,-1.36,0.94
91,4.88,90,26,0.125,-2.53,-102.57,88.39,78.16,-1.31,0.89
92,4.92,91,25,0.695,-2.42,-101.87,88.0,78.18,-1.32,0.84
93,4.95,92,24,0.611,-2.6,-102.48,88.33,78.15,-1.37,0.94
94,4.98,93,23,0.495,-2.65,-101.99,88.05,78.13,-1.24,0.77
95,5.02,94,22,0.357,-2.67,-102.31,88.41,78.2,-1.28,0.75
96,5.05,95,21,0.174,-2.74,-102.3,88.34,78.02,-1.22,0.78
97,5.09,96,20,0.564,-2.64,-101.73,88.41,78.27,-1.22,0.81
98,5.12,97,19,0.693,-2.77,-102.43,88.25,78.09,-1.21,0.74
99,5.15,98,18,0.506,-2.59,-101.92,88.66,78.06,-1.32,0.65
100,5.19,99,17,0.337,-2.56,-101.66,88.32,78.18,-1.29,0.85
101,5.22,100,16,0.549,-2.4,-102.21,88.47,78.14,-1.26,0.79
102,5.25,101,15,0.349,-2.44,-102.16,88.82,78.3,-1.23,0.8
103,5.29,102,14,0.249,-2.69,-102.11,88.91,78.06,-1.34,0.87
104,5.32,103,13,0.191,-2.5,-102.25,89.1,78.22,-1.25,0.85
105,5.35,104,12,0.493,-2.47,-101.75,89.29,78.01,-1.31,0.85
106,5.39,105,11,0.793,-2.43,-102.15,88.5,77.96,-1.32,0.75
107,5.42,106,10,0.427,-2.19,-102.58,88.77,78.03,-1.37,0.78
108,5.45,107,9,0.397,-2.52,-102.36,88.37,78.08,-1.41,0.82
109,5.49,108,8,0.521,-2.1,-102.29,88.89,77.98,-1.29,0.82
110,5.52,109,7,0.553,-2.39,-102.85,88.75,78.11,-1.35,0.93
111,5.55,110,6,0.143,-2.37,-102.8,88.8,77.97,-1.39,0.89
112,5.59,111,5,0.429,-2.51,-102.37,88.74,78.07,-1.49,0.79
113,5.62,112,4,0.333,-2.38,-102.7,88.7,78.01,-1.36,1.02
114,5.65,113,3,0.377,-2.45,-102.33,88.39,78.11,-1.36,0.87
115,5.69,114,2,0.783,-2.2,-103.11,88.89,78.01,-1.32,0.82
116,5.72,115,1,0.634,-2.36,-102.48,88.59,78.07,-1.23,0.84
117,6.62,116,49,0.583,-2.43,-101.96,88.76,77.49,-0.87,0.73
