action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,2230,50,,-2.47,-99.82,83.88,78.64,-0.57,0.12
2,0.94,2231,49,0.326,-2.48,-99.49,83.93,78.83,-0.5,0.08
3,0.97,2232,48,0.711,-2.72,-100.2,84.36,79.12,-0.54,0.13
4,1.00,2233,47,0.378,-2.34,-100.19,84.04,78.95,-0.57,0.07
5,1.04,2234,46,0.876,-2.58,-100.48,84.92,78.95,-0.64,0.05
6,1.07,2235,45,0.631,-2.46,-99.85,84.32,78.92,-0.63,0.13
7,1.10,2236,44,0.153,-2.33,-99.71,84.42,79.07,-0.54,0.01
8,1.14,2237,43,0.906,-2.36,-100.62,85.09,79.03,-0.61,0.14
9,1.17,2238,42,0.663,-2.35,-100.13,84.43,79.24,-0.58,0.19
10,1.20,2239,41,0.822,-2.44,-100.36,85.25,79.3,-0.63,0.26
11,1.24,2240,40,0.272,-2.16,-100.3,85.15,79.21,-0.68,0.16
12,1.27,2241,39,0.396,-2.38,-99.99,85.55,79.07,-0.65,0.2
13,1.30,2242,38,0.239,-2.39,-100.16,85.31,79.13,-0.66,0.17
14,1.34,2243,37,0.516,-2.13,-100.39,85.82,79.06,-0.57,0.37
15,1.37,2244,36,0.314,-2.44,-100.54,85.77,79.21,-0.59,0.29
16,1.41,2245,35,0.159,-2.53,-100.61,85.64,79.05,-0.64,0.16
17,1.44,2246,34,0.938,-2.85,-100.09,86.58,79.23,-0.74,0.29
18,1.47,2247,33,0.773,-2.65,-100.87,86.13,79.17,-0.64,0.31
19,1.51,2248,32,0.409,-3.06,-100.92,86.26,79.35,-0.64,0.1
20,1.54,2249,31,0.137,-3.19,-100.85,86.29,79.29,-0.75,0.17
21,2.31,2250,49,3.455,-2.32,-99.69,82.83,76.92,-0.76,0.15
22,2.34,2251,48,0.456,-2.48,-100.15,82.69,76.96,-0.74,0.24
23,2.38,2252,47,0.261,-2.46,-99.88,82.8,77.06,-0.68,0.16
24,2.41,2253,46,0.508,-2.72,-100.11,82.29,76.92,-0.73,0.2
25,2.44,2254,45,0.357,-2.54,-100.08,82.65,76.99,-0.72,0.11
26,2.48,2255,44,0.260,-2.54,-100.03,82.39,76.85,-0.7,0.19
27,2.51,2256,43,0.217,-2.7,-100.24,82.43,77.01,-0.69,0.21
28,2.54,2257,42,0.572,-2.66,-99.67,81.87,77.09,-0.66,0.09
29,2.58,2258,41,0.166,-2.78,-99.76,81.87,76.92,-0.72,0.1
30,2.61,2259,40,0.162,-2.94,-99.82,81.89,76.89,-0.72,0.04
31,2.64,2260,39,0.276,-3.05,-99.71,81.61,76.85,-0.69,0.07
32,2.68,2261,38,0.530,-3.18,-99.36,81.08,76.82,-0.67,-0.02
33,2.71,2262,37,0.433,-3.2,-99.53,80.65,76.85,-0.69,-0.01
34,2.74,2263,36,0.287,-3.49,-99.79,80.46,76.8,-0.72,0.04
35,2.78,2264,35,0.269,-3.6,-99.59,80.19,76.58,-0.75,0.07
36,2.81,2265,34,0.238,-3.7,-99.76,79.95,76.68,-0.8,0.08
37,2.84,2266,33,0.306,-3.66,-99.6,79.65,76.72,-0.75,0.04
38,2.88,2267,32,0.778,-4.03,-99.82,80.43,77.02,-0.67,0.02
39,2.91,2268,31,0.308,-4.18,-99.61,80.12,77.1,-0.7,-0.05
40,2.94,2269,30,0.175,-4.09,-99.77,79.94,77.17,-0.74,0.08
41,2.98,2270,29,0.389,-4.08,-99.51,79.55,77.12,-0.7,0.04
42,3.01,2271,28,0.935,-3.95,-98.57,79.06,77.15,-0.78,-0.07
43,3.04,2272,27,0.677,-3.83,-98.5,78.38,77.01,-0.77,-0.08
44,3.08,2273,26,0.092,-3.85,-98.52,78.47,77.09,-0.86,-0.03
45,3.11,2274,25,0.543,-3.85,-98.07,77.93,76.94,-0.88,-0.06
46,3.15,2275,24,0.704,-3.82,-97.37,77.51,76.81,-0.93,-0.04
47,3.18,2276,23,0.267,-3.89,-97.15,77.24,76.63,-1.12,-0.09
48,3.21,2277,22,0.685,-3.8,-97.23,76.56,76.32,-1.2,-0.07
49,3.25,2278,21,0.737,-3.83,-96.49,76.21,76.2,-1.38,-0.05
50,3.28,2279,20,0.683,-3.99,-95.81,75.53,75.79,-1.59,-0.13
51,3.31,2280,19,0.823,-4.09,-94.99,75.21,75.49,-1.82,-0.14
52,3.35,2281,18,0.619,-4.24,-94.37,74.96,75.16,-2.01,-0.21
53,3.38,2282,17,0.460,-4.24,-93.91,74.66,74.96,-2.06,-0.18
54,3.41,2283,16,0.601,-4.33,-93.31,74.06,74.64,-2.09,-0.17
