action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-3.71,-101.91,88.64,76.92,-0.87,0.76
2,0.97,1,49,0.484,-3.84,-101.43,88.27,77.13,-0.91,0.78
3,1.00,2,48,0.710,-3.67,-102.14,88.74,77.42,-0.99,0.87
4,1.04,3,47,0.395,-3.51,-101.9,88.34,77.62,-0.93,0.89
5,1.07,4,46,0.205,-3.6,-101.86,88.55,77.82,-0.89,0.82
6,1.10,5,45,0.161,-3.49,-102.02,88.48,77.84,-0.88,0.84
7,1.14,6,44,0.914,-3.53,-101.11,88.29,77.79,-1.01,0.9
8,1.17,7,43,1.273,-3.4,-102.38,88.58,77.91,-1.04,0.85
9,1.20,8,42,0.401,-3.56,-101.98,88.54,78.11,-1.04,0.85
10,1.24,9,41,0.303,-3.44,-102.01,88.24,77.94,-0.96,0.96
11,1.27,10,40,0.958,-3.59,-101.59,89.2,78.31,-1.0,1.07
12,1.30,11,39,0.437,-3.41,-101.99,88.76,78.32,-0.97,0.97
13,1.34,12,38,0.244,-3.44,-102.23,88.83,78.2,-1.0,0.93
14,1.37,13,37,0.429,-3.26,-101.81,88.67,78.18,-1.07,0.99
15,1.41,14,36,0.266,-3.47,-102.07,88.54,78.17,-0.99,0.9
16,1.44,15,35,0.722,-3.46,-102.11,89.26,78.19,-1.12,0.99
17,1.47,16,34,0.473,-3.24,-102.59,88.85,78.32,-1.06,0.98
18,1.51,17,33,0.449,-3.29,-102.14,88.81,78.17,-1.08,0.97
19,1.54,18,32,0.132,-3.41,-102.27,88.88,78.13,-1.1,0.93
20,1.57,19,31,0.093,-3.41,-102.36,88.92,78.12,-1.16,0.87
21,1.61,20,30,0.253,-3.28,-102.11,88.69,78.04,-1.14,0.95
22,1.64,21,29,0.197,-3.48,-102.26,88.73,78.1,-1.15,0.96
23,1.67,22,28,0.120,-3.44,-102.14,88.79,78.13,-1.15,0.91
24,1.71,23,27,0.144,-3.34,-102.18,88.77,78.27,-1.12,0.94
25,1.74,24,26,0.176,-3.24,-102.31,88.65,78.09,-1.17,0.87
26,1.77,25,25,0.468,-3.36,-101.85,88.53,78.08,-1.12,0.84
27,1.81,26,24,0.364,-3.35,-102.21,88.83,77.95,-1.09,0.84
28,1.84,27,23,0.409,-3.25,-101.94,88.43,78.06,-1.11,0.89
29,1.87,28,22,0.474,-3.27,-101.9,87.95,78.3,-1.16,0.96
30,1.91,29,21,0.887,-3.38,-102.15,88.84,77.99,-1.07,0.85
