action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,1132,50,,2.76,-102.09,89.57,77.08,-1.53,0.2
2,0.90,1133,49,0.538,2.83,-102.19,89.04,77.16,-1.47,0.22
3,0.94,1134,48,1.441,2.81,-102.78,90.48,77.37,-1.57,0.42
4,0.97,1135,47,1.078,2.74,-102.39,89.4,77.52,-1.57,0.15
5,1.00,1136,46,0.526,2.89,-102.91,89.43,77.24,-1.57,0.3
6,1.04,1137,45,0.757,2.65,-102.3,90.18,77.33,-1.53,0.27
7,1.07,1138,44,0.347,2.49,-102.64,90.0,77.27,-1.64,0.36
8,1.10,1139,43,0.485,2.48,-102.77,90.49,77.1,-1.56,0.21
9,1.14,1140,42,0.311,2.17,-102.98,90.4,77.18,-1.62,0.23
10,1.17,1141,41,0.810,2.03,-102.55,89.59,77.44,-1.58,0.24
11,1.20,1142,40,0.228,2.14,-102.78,89.56,77.48,-1.61,0.33
12,1.24,1143,39,0.480,1.95,-102.4,90.04,77.32,-1.59,0.16
13,1.27,1144,38,0.244,1.99,-102.43,89.79,77.32,-1.65,0.27
14,1.30,1145,37,0.413,1.79,-102.34,90.2,77.34,-1.74,0.32
15,1.34,1146,36,0.300,1.73,-102.04,89.91,77.44,-1.72,0.25
16,1.37,1147,35,0.406,1.86,-102.45,89.98,77.31,-1.8,0.22
17,1.40,1148,34,0.196,2.05,-102.56,89.91,77.31,-1.87,0.2
18,1.44,1149,33,0.315,1.74,-102.72,89.64,77.3,-2.0,0.34
19,1.47,1150,32,0.545,1.98,-103.27,90.08,77.29,-2.08,0.32
20,1.51,1151,31,0.339,1.98,-102.93,90.24,76.96,-2.19,0.36
21,1.54,1152,30,0.269,1.71,-102.66,90.28,77.07,-2.35,0.27
22,1.57,1153,29,0.477,1.7,-103.06,89.8,77.29,-2.54,0.24
23,1.61,1154,28,0.353,1.58,-102.8,90.15,77.16,-2.39,0.43
24,2.51,1155,49,2.300,2.47,-101.41,89.73,74.86,-1.35,0.36
