action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.00,2579,50,,-35.58,-9.19,-7.84,76.07,-2.51,3.65
2,1.04,2580,49,0.639,-35.39,-9.83,-8.41,76.61,-2.07,3.59
3,1.07,2581,48,1.911,-35.1,-7.92,-9.44,77.49,-1.46,3.76
4,1.10,2582,47,0.497,-35.49,-7.42,-9.87,77.76,-0.99,3.74
5,1.14,2583,46,0.819,-35.12,-6.73,-10.69,78.03,-0.27,3.88
6,1.17,2584,45,0.799,-35.35,-5.93,-11.2,78.57,0.35,4.02
7,1.20,2585,44,0.868,-35.5,-6.18,-11.73,78.69,1.22,4.07
8,1.24,2586,43,0.962,-35.69,-5.22,-12.08,79.1,1.77,4.02
9,1.27,2587,42,0.737,-35.75,-4.48,-12.8,79.21,2.5,4.21
10,1.30,2588,41,0.700,-36.18,-4.08,-12.86,79.67,3.2,4.07
11,1.34,2589,40,1.010,-36.36,-3.51,-13.87,80.07,3.82,3.93
12,1.37,2590,39,0.509,-36.3,-3.46,-14.13,80.0,4.32,4.06
13,1.40,2591,38,0.648,-36.31,-3.79,-14.58,80.65,4.79,3.92
14,1.44,2592,37,1.053,-36.45,-2.92,-15.64,80.58,5.21,3.95
15,1.47,2593,36,0.284,-36.38,-3.2,-15.41,80.84,5.45,4.0
16,1.51,2594,35,1.422,-36.42,-1.78,-16.08,80.98,5.88,3.75
17,1.54,2595,34,0.436,-36.52,-2.09,-16.26,81.23,6.32,3.83
18,1.57,2596,33,0.686,-36.64,-1.42,-16.72,81.14,7.0,3.72
19,1.61,2597,32,0.707,-36.6,-0.78,-16.9,81.06,7.71,3.57
20,1.64,2598,31,0.818,-36.74,-0.97,-17.01,81.16,8.53,3.71
21,1.67,2599,30,0.980,-37.29,-0.61,-16.67,81.31,9.51,3.88
22,1.71,2600,29,0.766,-37.47,-1.23,-16.94,81.34,10.18,4.65
23,2.61,2601,49,8.949,-41.01,2.96,-16.39,83.11,9.59,13.6
24,2.64,2602,48,1.156,-40.77,3.67,-16.61,83.49,9.99,14.75
25,2.68,2603,47,1.193,-41.18,4.03,-16.45,83.7,10.41,15.94
26,2.71,2604,46,1.807,-41.27,4.87,-16.16,83.99,10.98,17.75
27,2.74,2605,45,2.409,-41.34,4.95,-15.9,83.87,11.6,20.16
28,2.78,2606,44,3.385,-41.5,5.14,-15.16,84.09,12.19,23.55
29,2.81,2607,43,3.371,-41.41,5.39,-14.65,84.27,12.76,26.92
30,2.84,2608,42,2.939,-41.46,4.94,-14.66,84.54,13.35,29.86
31,2.88,2609,41,2.872,-41.58,5.8,-14.11,84.96,13.88,32.73
32,2.91,2610,40,1.854,-42.22,5.47,-13.29,85.44,14.28,34.58
33,2.94,2611,39,1.252,-42.14,5.56,-13.03,85.88,14.56,35.83
34,2.98,2612,38,0.777,-42.2,5.89,-12.25,85.91,15.02,36.33
35,3.01,2613,37,0.454,-42.23,5.49,-12.48,86.1,15.48,36.22
36,3.04,2614,36,0.634,-42.52,5.69,-11.85,86.52,15.84,35.96
37,3.08,2615,35,0.605,-42.41,5.75,-11.53,86.27,16.45,35.54
38,3.11,2616,34,0.888,-42.65,5.58,-11.31,85.94,17.34,35.56
39,3.14,2617,33,0.735,-42.57,6.19,-10.89,85.83,18.07,35.73
40,3.18,2618,32,0.751,-42.58,5.99,-10.14,86.17,18.65,36.02
41,3.21,2619,31,0.919,-42.45,6.91,-10.34,85.54,19.2,36.24
42,3.24,2620,30,0.299,-42.3,6.79,-10.04,85.51,19.38,36.3
43,3.28,2621,29,0.590,-42.65,6.95,-9.45,85.19,19.85,36.53
44,3.31,2622,28,1.175,-42.31,8.13,-9.7,85.03,19.76,36.61
45,3.34,2623,27,0.661,-42.16,8.79,-9.55,84.84,19.89,36.92
46,3.38,2624,26,2.986,-42.88,9.44,-9.89,83.26,20.16,33.94
47,3.41,2625,25,1.132,-43.06,10.57,-10.12,83.57,20.28,34.11
48,3.45,2626,24,1.069,-42.69,11.64,-11.08,83.67,20.39,34.26
49,3.48,2627,23,0.499,-43.03,12.07,-10.71,83.47,20.48,34.76
50,3.51,2628,22,0.995,-42.47,13.07,-10.99,83.44,20.51,34.91
51,3.55,2629,21,1.186,-42.6,14.25,-11.06,83.43,20.54,35.2
52,3.58,2630,20,0.596,-42.65,14.85,-11.26,83.43,20.62,35.59
53,3.61,2631,19,1.282,-42.48,16.13,-12.08,83.25,20.67,35.82
54,3.65,2632,18,0.662,-43.07,16.37,-12.55,83.41,20.93,36.48
55,3.68,2633,17,1.734,-42.82,18.11,-12.65,83.13,20.95,37.03
56,3.71,2634,16,0.733,-42.42,18.57,-13.38,83.0,20.96,37.68
57,3.75,2635,15,1.460,-42.59,20.03,-13.58,82.74,21.08,37.84
58,3.78,2636,14,0.876,-42.56,20.91,-14.31,82.24,20.87,37.85
59,3.81,2637,13,0.976,-42.71,21.88,-15.01,81.83,20.9,37.79
60,3.85,2638,12,0.620,-42.33,22.48,-15.63,81.62,20.7,37.75
61,3.88,2639,11,1.134,-42.12,23.61,-16.01,81.29,20.67,37.51
62,3.91,2640,10,0.638,-42.06,24.07,-16.21,80.65,20.65,37.49
63,3.95,2641,9,1.155,-42.24,25.22,-16.55,79.98,20.53,37.48
64,3.98,2642,8,0.792,-42.28,26.01,-17.2,79.6,20.39,37.51
65,4.01,2643,7,1.285,-42.16,27.3,-17.73,78.79,20.13,37.29
66,4.05,2644,6,0.842,-41.73,28.14,-18.03,78.17,19.97,37.19
67,4.08,2645,5,0.777,-41.74,28.92,-17.77,77.54,19.83,37.27
68,4.11,2646,4,1.153,-41.74,30.07,-17.58,77.05,19.71,37.08
69,4.15,2647,3,0.777,-41.61,30.58,-18.14,76.27,19.4,37.19
70,4.18,2648,2,1.005,-41.87,31.59,-18.84,76.06,18.95,37.26
71,4.21,2649,1,0.647,-41.37,30.94,-18.2,75.53,18.82,37.23
72,4.28,2650,23,7.121,-40.2,31.64,-13.99,69.13,15.54,30.11
73,4.32,2651,22,3.040,-40.11,31.11,-14.4,69.41,15.6,27.07
74,4.35,2652,21,2.993,-40.22,32.07,-15.22,69.79,15.52,24.08
75,4.38,2653,20,2.928,-40.18,32.52,-15.32,70.11,15.5,21.15
76,4.42,2654,19,2.769,-40.17,32.52,-16.33,70.38,15.34,18.38
77,4.45,2655,18,2.582,-40.51,32.66,-16.43,71.13,15.43,15.8
78,4.48,2656,17,2.391,-40.24,33.29,-17.48,71.31,15.25,13.4
79,4.52,2657,16,1.836,-40.42,32.85,-17.67,71.63,15.11,11.57
80,4.55,2658,15,1.178,-40.44,33.32,-18.02,72.08,14.77,10.39
81,4.58,2659,14,1.144,-40.55,33.44,-19.17,72.31,14.56,9.78
82,4.62,2660,13,0.679,-40.57,33.63,-19.84,72.76,13.88,9.61
83,4.65,2661,12,0.723,-40.5,33.06,-20.56,73.44,13.33,9.44
84,4.68,2662,11,0.604,-40.55,33.49,-21.02,74.04,12.78,9.78
85,4.72,2663,10,1.061,-40.95,33.41,-22.08,74.48,11.92,9.88
86,4.75,2664,9,1.223,-40.84,34.42,-23.13,75.71,11.47,9.98
87,4.78,2665,8,1.034,-40.77,33.96,-24.16,76.46,10.65,9.75
88,4.82,2666,7,1.738,-40.86,34.25,-25.9,77.76,10.0,9.95
89,4.85,2667,6,1.520,-41.17,33.83,-27.42,79.07,9.34,10.05
90,4.88,2668,5,1.321,-41.27,34.32,-27.99,80.39,8.68,9.96
91,4.92,2669,4,3.048,-41.34,34.25,-31.04,82.04,7.93,10.12
92,4.95,2670,3,2.130,-41.29,34.47,-33.17,83.25,7.56,10.22
