action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.84,0,50,,-4.9,-101.33,88.78,74.25,-0.51,1.25
2,0.87,1,49,0.749,-4.73,-101.91,88.55,73.5,-0.44,1.27
3,0.91,2,48,0.658,-5.08,-101.76,88.91,72.84,-0.61,1.37
4,0.94,3,47,0.542,-4.65,-101.59,89.01,72.3,-0.58,1.11
5,0.97,4,46,0.808,-4.78,-101.98,88.87,71.49,-0.61,1.12
6,1.01,5,45,0.508,-4.83,-101.72,88.92,70.98,-0.52,1.34
7,1.04,6,44,0.729,-4.67,-101.66,88.98,70.25,-0.61,1.22
8,1.07,7,43,0.585,-4.72,-102.25,88.9,69.68,-0.58,1.19
9,1.11,8,42,0.629,-4.57,-101.77,88.97,69.05,-0.63,1.28
10,1.14,9,41,0.905,-4.71,-101.92,88.66,68.14,-0.65,1.09
11,1.17,10,40,0.866,-4.43,-102.6,89.22,67.28,-0.58,1.2
12,1.21,11,39,0.610,-4.48,-102.63,88.61,66.82,-0.68,1.22
13,1.24,12,38,0.865,-4.42,-101.77,88.96,65.97,-0.67,1.14
14,1.27,13,37,0.565,-4.54,-102.33,89.04,65.83,-0.75,1.17
15,1.31,14,36,0.834,-4.38,-102.31,88.59,65.0,-0.66,1.17
16,1.34,15,35,0.440,-4.32,-102.12,88.55,64.56,-0.65,1.1
17,1.37,16,34,0.769,-4.34,-101.97,89.3,63.79,-0.63,1.3
18,1.41,17,33,0.687,-4.29,-102.66,88.76,63.2,-0.64,1.16
19,1.44,18,32,0.641,-4.21,-102.46,89.07,62.56,-0.8,1.09
20,1.47,19,31,0.496,-4.24,-102.84,89.31,62.06,-0.72,1.21
21,1.51,20,30,0.638,-4.2,-103.26,88.67,61.74,-0.63,1.24
22,1.54,21,29,1.353,-4.21,-101.91,89.53,61.23,-0.68,1.1
23,1.57,22,28,0.479,-4.26,-101.94,89.15,60.75,-0.68,1.13
24,1.61,23,27,0.431,-4.19,-102.29,89.02,60.32,-0.71,1.3
25,1.64,24,26,0.477,-4.04,-102.5,89.33,59.84,-0.72,1.28
26,1.67,25,25,0.565,-4.18,-103.06,89.11,59.31,-0.73,1.34
27,1.71,26,24,0.460,-4.27,-102.77,89.05,58.85,-0.74,1.33
28,1.74,27,23,0.634,-4.32,-102.63,88.41,58.55,-0.78,1.17
29,1.77,28,22,0.354,-4.0,-102.98,88.42,58.36,-0.7,1.13
30,1.81,29,21,0.518,-4.18,-102.46,88.14,58.28,-0.77,1.31
31,1.84,30,20,0.729,-3.92,-103.05,88.87,58.02,-0.73,1.25
32,1.88,31,19,0.802,-3.93,-102.75,88.07,58.07,-0.7,1.15
33,1.91,32,18,0.785,-4.08,-101.97,88.12,58.03,-0.71,1.2
34,1.94,33,17,0.367,-3.88,-102.11,87.75,58.1,-0.83,1.11
35,1.98,34,16,0.311,-4.1,-102.39,87.44,57.89,-0.76,1.07
36,2.01,35,15,0.258,-4.03,-102.65,87.48,58.05,-0.76,1.01
37,2.04,36,14,0.652,-4.0,-102.01,86.83,58.2,-0.89,0.99
38,2.08,37,13,1.185,-4.01,-101.7,85.65,58.15,-0.76,1.08
39,2.11,38,12,0.681,-3.88,-102.38,86.07,58.14,-0.84,1.12
40,2.14,39,11,0.163,-3.89,-102.47,86.22,57.97,-0.87,0.98
41,2.18,40,10,0.391,-4.11,-102.08,86.33,58.06,-0.91,0.93
42,2.21,41,23,0.638,-4.08,-102.72,86.48,57.73,-1.18,0.97
43,2.24,42,22,0.247,-4.2,-102.47,86.61,57.82,-1.21,1.04
44,2.28,43,21,0.610,-4.04,-102.4,86.0,58.12,-1.31,0.89
45,2.31,44,20,0.679,-3.95,-102.44,85.32,57.79,-1.17,0.97
46,2.34,45,19,0.346,-4.05,-102.78,85.38,57.72,-1.22,0.96
47,2.38,46,18,0.290,-4.07,-102.71,85.26,57.43,-1.17,0.81
48,2.41,47,17,1.186,-4.24,-101.52,85.2,57.31,-1.3,0.96
49,2.44,48,16,0.395,-3.98,-101.61,84.84,56.91,-1.29,0.97
50,2.48,49,15,0.680,-4.04,-100.93,84.76,56.93,-1.22,0.85
51,2.51,50,14,1.446,-4.37,-102.38,85.4,57.92,-1.34,0.79
52,2.54,51,13,0.733,-4.3,-101.97,84.67,57.8,-1.4,0.62
53,2.58,52,12,0.631,-4.19,-101.76,84.04,57.75,-1.37,0.62
54,2.61,53,11,0.468,-4.16,-101.52,84.18,58.21,-1.42,0.75
55,2.64,54,10,0.673,-4.1,-100.85,83.74,57.94,-1.44,0.84
56,2.68,55,9,0.931,-4.37,-99.92,82.96,58.05,-1.34,0.79
57,2.71,56,8,1.267,-4.0,-99.1,81.69,58.22,-1.41,0.89
58,2.74,57,7,2.324,-4.27,-96.78,80.59,58.25,-1.46,0.79
59,2.78,58,6,1.896,-3.88,-94.88,79.49,58.21,-1.5,0.85
60,2.81,59,5,3.227,-4.27,-91.65,78.15,58.22,-1.7,0.82
61,2.85,60,4,2.577,-4.2,-89.39,75.57,57.55,-1.4,0.91
62,2.88,61,3,3.303,-4.32,-86.09,73.52,57.39,-1.81,0.79
63,2.91,62,2,4.012,-3.93,-82.08,70.92,57.19,-2.24,0.84
64,2.95,63,27,13.719,-4.15,-95.79,78.07,56.38,-1.2,0.2
65,2.98,64,26,6.338,-4.4,-102.13,82.33,56.45,-0.71,0.23
66,3.01,65,25,0.317,-4.43,-102.16,82.03,56.76,-0.77,0.35
67,3.05,66,24,0.428,-4.0,-101.96,81.91,56.94,-0.87,0.16
68,3.08,67,23,0.237,-4.24,-102.17,81.76,57.04,-0.83,0.16
69,3.11,68,22,0.281,-4.36,-102.16,81.53,57.32,-0.76,0.31
70,3.15,69,21,1.029,-4.49,-102.19,80.5,57.57,-0.65,0.01
71,3.18,70,20,0.459,-4.49,-101.73,80.53,57.53,-0.85,0.26
72,3.21,71,19,0.328,-4.46,-101.78,80.2,57.43,-0.82,0.15
73,3.25,72,18,0.439,-4.44,-101.34,79.92,57.57,-0.67,0.14
74,3.28,73,17,0.757,-4.28,-100.59,80.05,57.33,-0.87,-0.19
75,3.31,74,16,0.800,-4.05,-99.79,79.68,57.36,-0.78,0.22
76,3.35,75,15,1.184,-4.33,-98.6,79.25,57.44,-0.84,0.01
77,3.38,76,14,1.882,-4.3,-96.72,78.13,57.31,-0.84,0.07
78,3.41,77,13,1.640,-4.48,-95.51,76.49,57.18,-0.72,-0.08
79,3.45,78,12,3.260,-4.11,-92.25,75.64,57.15,-0.9,0.14
80,3.48,79,11,2.315,-4.13,-89.94,74.13,56.8,-0.84,0.17
81,3.51,80,10,2.532,-3.98,-87.41,72.57,56.72,-1.03,0.34
82,3.55,81,9,3.035,-4.1,-84.37,70.62,56.43,-1.07,0.0
83,3.58,82,8,2.367,-3.88,-82.0,69.2,55.91,-1.25,0.11
84,3.61,83,7,3.470,-3.97,-78.53,67.89,55.27,-1.32,0.2
85,3.65,84,6,3.141,-3.74,-75.39,66.28,54.5,-1.25,0.14
86,3.68,85,5,3.040,-3.64,-72.35,65.02,53.12,-1.4,0.19
87,3.72,86,4,2.782,-3.38,-69.57,63.16,53.01,-1.45,0.3
88,3.75,87,3,1.966,-3.8,-67.6,61.69,52.03,-1.45,0.17
89,3.78,88,2,2.509,-3.48,-65.1,62.0,51.72,-1.64,0.03
90,3.82,89,22,12.743,-4.91,-53.08,57.13,53.57,-0.92,12.77
91,3.85,90,21,7.146,-5.43,-48.36,56.13,54.87,-0.39,19.92
92,3.88,91,20,2.021,-5.78,-48.27,55.48,55.28,-0.35,21.94
93,3.92,92,19,1.958,-5.69,-47.82,54.61,55.59,-0.23,23.9
94,3.95,93,18,2.281,-5.51,-47.99,55.1,55.75,-0.27,26.18
95,3.98,94,17,1.417,-5.89,-46.6,54.32,56.22,-0.09,27.59
96,4.02,95,16,0.923,-5.83,-46.34,54.0,56.66,-0.06,28.52
97,4.05,96,15,0.473,-5.93,-45.99,54.48,56.27,0.16,28.73
98,4.08,97,14,0.429,-5.87,-45.56,54.2,56.3,0.29,28.7
99,4.12,98,13,0.760,-5.99,-45.6,54.05,55.97,0.47,27.94
100,4.15,99,12,1.128,-5.96,-44.47,53.24,55.99,0.59,27.67
101,4.18,100,11,0.473,-5.75,-44.32,53.71,55.94,0.7,27.71
102,4.22,101,10,0.971,-6.01,-43.34,53.37,55.83,0.91,28.18
103,4.25,102,9,0.761,-5.92,-43.48,53.14,55.98,1.08,28.94
104,4.28,103,8,0.893,-5.84,-42.59,53.05,55.93,1.27,29.83
105,4.32,104,7,1.374,-5.99,-42.32,53.16,56.19,1.41,31.2
106,4.35,105,6,0.882,-6.15,-41.51,52.83,56.1,1.52,32.08
107,4.38,106,5,0.761,-5.93,-41.1,52.31,56.05,1.7,32.84
108,4.42,107,4,0.519,-6.0,-40.59,52.24,55.81,1.82,33.34
109,4.45,108,3,1.174,-6.12,-39.41,52.13,55.52,1.94,33.57
110,4.48,109,2,0.333,-6.18,-39.49,51.79,55.23,2.06,33.83
111,4.52,110,1,1.162,-6.11,-38.33,51.52,54.98,2.15,34.06
112,4.62,111,27,34.050,-4.15,-45.7,47.51,52.79,-1.35,0.01
113,4.65,112,26,0.693,-4.3,-45.44,46.84,53.08,-1.26,0.71
114,4.69,113,25,1.658,-4.41,-45.14,47.14,53.67,-1.22,2.36
115,4.72,114,24,2.089,-4.46,-44.8,46.11,53.82,-1.29,4.45
116,4.75,115,23,1.369,-4.46,-44.56,46.29,53.93,-1.25,5.82
117,4.79,116,22,0.798,-4.56,-44.38,45.8,54.07,-1.19,6.62
118,4.82,117,21,0.197,-4.36,-44.24,45.81,54.2,-1.15,6.47
119,4.85,118,20,0.354,-4.66,-44.6,45.83,54.41,-1.0,6.4
120,4.89,119,19,0.409,-4.65,-44.28,46.21,54.69,-0.84,6.81
121,4.92,120,18,1.518,-4.79,-44.37,45.71,54.57,-0.99,8.33
122,4.95,121,17,2.562,-5.03,-44.08,45.75,54.78,-0.94,10.89
123,4.99,122,16,2.841,-5.07,-43.85,45.26,55.01,-0.93,13.73
124,5.02,123,15,3.270,-5.52,-43.44,45.4,55.38,-0.79,17.0
125,5.05,124,14,2.565,-5.89,-42.71,45.23,55.93,-0.98,19.57
126,5.09,125,13,2.168,-5.82,-42.72,45.62,56.06,-0.93,21.73
127,5.12,126,12,1.019,-6.27,-42.52,45.64,56.04,-0.66,22.75
128,5.15,127,11,1.622,-6.66,-40.89,45.0,56.32,-0.24,23.41
129,5.19,128,10,0.592,-7.02,-41.49,44.73,56.32,0.06,23.25
130,5.22,129,9,1.087,-6.96,-40.4,44.96,56.18,0.58,23.25
131,5.25,130,8,1.221,-6.95,-39.18,45.16,56.27,0.94,23.48
132,5.29,131,7,1.000,-6.96,-38.18,44.84,56.51,1.27,23.75
133,5.32,132,6,1.283,-7.03,-37.47,43.55,56.75,1.59,24.34
134,5.35,133,5,0.508,-7.47,-37.18,43.56,57.07,2.1,24.56
135,5.39,134,26,15.711,-5.48,-21.47,40.66,58.1,1.34,29.82
136,5.42,135,25,0.442,-5.62,-21.02,40.59,58.17,1.37,29.72
137,5.45,136,24,1.690,-5.57,-19.33,39.58,58.09,1.49,29.84
138,5.49,137,23,1.171,-5.51,-18.16,39.1,58.08,1.65,29.87
139,5.52,138,22,7.101,-5.02,-11.06,37.47,58.52,0.93,31.92
140,5.56,139,21,0.800,-4.96,-10.26,37.57,58.43,0.85,31.87
141,5.59,140,20,1.469,-4.78,-8.79,36.76,58.48,0.84,31.85
142,5.62,141,19,0.879,-4.65,-7.91,36.08,58.37,0.95,31.78
143,5.66,142,18,1.383,-5.0,-6.53,35.67,57.85,1.02,31.82
144,5.69,143,17,0.521,-4.94,-6.01,35.34,57.98,0.96,31.72
145,5.72,144,16,1.565,-4.52,-4.44,34.31,58.06,0.94,31.95
146,5.76,145,15,0.617,-4.78,-3.83,34.36,57.75,0.83,31.93
147,5.79,146,14,0.589,-4.51,-3.24,34.18,57.69,1.05,32.02
148,5.82,147,13,1.250,-4.32,-1.99,33.91,57.58,1.08,31.93
149,5.86,148,12,1.096,-4.5,-2.14,32.81,57.61,0.91,31.49
150,5.89,149,11,1.165,-4.36,-0.97,32.83,57.61,0.94,30.82
151,5.92,150,10,1.085,-4.07,-0.71,32.58,57.59,0.9,29.73
152,5.96,151,9,1.804,-4.08,-0.44,32.85,57.71,0.97,27.93
153,5.99,152,8,2.803,-3.74,-0.38,32.14,57.32,0.96,25.12
154,6.02,153,7,2.845,-3.68,-0.14,31.93,57.46,0.9,22.28
155,6.06,154,6,3.193,-3.48,-0.24,31.86,57.58,1.03,19.09
156,6.09,155,5,2.222,-3.58,-0.66,31.37,57.73,0.95,16.86
157,6.12,156,4,1.960,-3.08,-0.23,31.63,57.62,0.88,14.91
158,6.16,157,3,1.804,-2.94,-0.16,31.93,57.76,0.81,13.1
159,6.19,158,24,14.599,-7.12,-14.76,32.59,60.24,1.88,24.85
160,6.22,159,23,0.581,-7.12,-14.63,32.01,60.25,1.69,24.62
161,6.26,160,22,5.712,-9.27,-19.92,32.09,61.33,2.17,30.33
