action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,1262,50,,-2.83,-100.9,88.41,77.21,-2.87,0.08
2,0.90,1263,49,0.243,-2.92,-100.92,88.38,76.97,-2.94,0.27
3,0.94,1264,48,0.756,-2.95,-101.14,87.63,77.33,-2.94,-0.09
4,0.97,1265,47,0.480,-2.89,-100.66,88.11,77.64,-2.82,0.26
5,1.00,1266,46,0.936,-3.06,-101.6,88.85,77.96,-2.74,0.07
6,1.04,1267,45,0.813,-3.23,-101.49,88.04,77.86,-2.75,-0.03
7,1.07,1268,44,0.346,-3.24,-101.14,88.14,77.73,-2.73,0.0
8,1.10,1269,43,0.659,-3.28,-101.71,87.95,78.39,-2.69,0.22
9,1.14,1270,42,1.296,-3.08,-101.44,89.25,77.92,-2.6,0.02
10,1.17,1271,41,0.136,-3.22,-101.38,89.16,78.01,-2.67,0.11
11,1.20,1272,40,1.133,-2.91,-100.46,88.03,78.08,-2.62,0.03
12,1.24,1273,39,0.905,-3.31,-101.06,88.94,78.35,-2.52,0.13
13,1.27,1274,38,0.708,-3.39,-101.23,88.23,78.43,-2.7,0.18
14,1.31,1275,37,0.575,-3.32,-100.66,88.77,78.15,-2.58,0.12
15,1.34,1276,36,0.606,-3.49,-101.0,89.37,78.06,-2.68,0.07
16,1.38,1277,35,1.308,-3.13,-100.89,88.06,78.26,-2.64,0.13
17,2.08,1278,49,4.369,-3.39,-101.9,89.32,73.89,-2.25,-0.1
18,2.11,1279,48,0.566,-3.54,-101.58,89.53,73.32,-2.2,-0.15
19,2.15,1280,47,0.596,-3.43,-102.11,88.94,73.0,-2.1,-0.19
20,2.18,1281,46,0.842,-3.4,-102.54,89.78,72.49,-2.16,-0.06
21,2.21,1282,45,0.813,-3.38,-101.73,89.51,72.31,-2.15,-0.08
22,2.25,1283,44,0.444,-3.45,-102.17,89.41,72.09,-2.19,-0.08
23,2.28,1284,43,0.991,-3.28,-102.72,90.4,71.65,-2.23,0.05
24,2.31,1285,42,0.690,-3.57,-102.03,90.14,71.11,-2.18,-0.3
25,2.35,1286,41,0.681,-3.11,-102.23,89.46,70.99,-2.28,-0.1
26,2.38,1287,40,0.577,-3.27,-102.38,90.04,70.51,-2.18,0.01
27,2.41,1288,39,0.437,-3.06,-102.73,90.25,70.07,-2.18,-0.05
28,2.45,1289,38,0.737,-3.28,-102.31,89.51,69.67,-2.2,0.14
29,2.48,1290,37,0.468,-3.31,-101.84,89.86,69.54,-2.26,0.04
30,2.51,1291,36,0.820,-3.22,-102.66,89.97,68.72,-2.1,0.05
31,2.55,1292,35,0.522,-3.32,-102.16,89.84,68.2,-2.19,0.07
32,2.58,1293,34,0.423,-3.1,-101.73,90.18,67.8,-2.19,-0.13
33,2.61,1294,33,1.569,-3.67,-102.04,89.85,66.23,-2.03,0.06
34,2.65,1295,32,0.687,-3.71,-101.58,89.17,66.31,-2.02,0.05
35,2.68,1296,31,0.367,-3.4,-101.94,89.04,66.04,-2.03,0.2
36,2.71,1297,30,0.345,-3.75,-101.8,88.79,66.09,-1.89,-0.01
37,2.75,1298,29,0.218,-3.54,-102.02,88.58,66.17,-1.95,0.14
38,2.78,1299,28,0.313,-3.57,-101.79,88.67,65.86,-2.05,-0.09
39,2.81,1300,27,0.453,-3.46,-102.24,88.46,65.96,-1.95,0.16
40,2.85,1301,26,0.402,-3.58,-101.84,88.63,65.72,-2.02,0.05
41,2.88,1302,25,0.273,-3.66,-101.69,88.37,65.44,-1.91,-0.04
