action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.73,-102.93,89.34,77.28,-1.46,0.65
2,0.94,1,49,0.376,-4.41,-102.64,89.72,77.39,-1.42,0.74
3,0.97,2,48,0.416,-4.59,-102.45,89.69,77.8,-1.39,0.64
4,1.00,3,47,0.556,-4.63,-103.01,89.57,78.09,-1.38,0.65
5,1.04,4,46,0.699,-4.65,-102.31,89.31,77.95,-1.39,0.92
6,1.07,5,45,0.167,-4.49,-102.27,89.29,77.99,-1.36,0.8
7,1.10,6,44,0.493,-4.81,-102.14,88.79,78.26,-1.45,0.67
8,1.14,7,43,0.701,-4.6,-101.9,89.49,78.22,-1.39,0.73
9,1.17,8,42,0.597,-4.52,-102.49,89.38,78.06,-1.39,0.83
10,1.20,9,41,0.581,-4.43,-101.91,89.11,78.13,-1.45,0.86
11,1.24,10,40,0.360,-4.31,-101.87,89.47,78.33,-1.41,0.94
12,1.27,11,39,0.616,-4.66,-102.49,89.47,78.15,-1.39,0.76
13,1.30,12,38,0.369,-4.83,-102.12,89.33,78.49,-1.37,0.73
14,1.34,13,37,0.525,-4.99,-102.64,89.3,78.57,-1.38,0.7
15,1.37,14,36,0.338,-4.74,-102.48,89.13,78.23,-1.38,0.71
16,1.40,15,35,0.327,-4.77,-102.46,89.2,78.56,-1.4,0.58
17,1.44,16,34,0.194,-4.77,-102.28,89.1,78.39,-1.34,0.78
18,1.47,17,33,0.472,-4.59,-101.8,89.25,78.52,-1.38,0.73
19,1.51,18,32,0.682,-4.6,-102.49,89.25,78.49,-1.31,0.51
20,1.54,19,31,0.909,-4.83,-102.65,88.35,78.45,-1.36,0.45
21,1.57,20,30,1.039,-4.45,-102.5,89.38,78.44,-1.35,0.71
22,1.61,21,29,0.297,-4.49,-102.21,89.25,78.4,-1.4,0.54
23,1.64,22,28,0.698,-4.37,-102.9,89.2,78.44,-1.34,0.64
24,1.67,23,27,0.586,-4.33,-102.32,89.44,78.25,-1.41,0.8
25,1.71,24,26,0.514,-4.32,-101.8,89.33,78.27,-1.45,0.69
26,1.74,25,25,0.375,-4.48,-102.18,89.33,78.35,-1.44,0.52
27,1.77,26,24,0.426,-4.2,-102.3,88.9,78.2,-1.39,0.56
28,1.81,27,23,0.534,-4.5,-101.77,88.99,78.48,-1.39,0.62
29,1.84,28,22,0.784,-4.48,-102.55,89.44,78.5,-1.32,0.72
30,1.87,29,21,0.381,-4.26,-102.17,89.36,78.26,-1.35,0.62
31,1.91,30,20,0.509,-4.57,-102.68,89.48,78.28,-1.38,0.53
32,1.94,31,19,0.433,-4.45,-103.08,89.05,78.13,-1.43,0.72
33,1.97,32,18,0.974,-4.48,-102.11,89.2,78.19,-1.4,0.6
34,2.01,33,17,0.315,-4.22,-102.42,89.0,78.19,-1.48,0.7
35,2.04,34,16,0.516,-4.3,-102.59,89.52,78.39,-1.55,0.73
36,2.07,35,15,0.602,-4.08,-102.57,88.92,78.24,-1.52,0.87
37,2.11,36,14,0.563,-4.47,-102.0,89.2,78.15,-1.55,0.81
38,2.14,37,13,0.543,-4.41,-102.55,88.99,78.12,-1.59,0.71
39,2.17,38,12,0.227,-4.33,-102.75,88.76,78.06,-1.48,0.77
40,2.21,39,11,1.042,-4.38,-101.7,88.92,78.01,-1.53,0.62
41,2.24,40,10,1.037,-4.49,-102.74,89.03,77.99,-1.57,0.66
42,2.27,41,9,0.327,-4.16,-102.7,89.32,78.08,-1.59,0.84
43,2.31,42,8,0.301,-4.27,-102.4,89.14,77.92,-1.54,0.63
44,2.34,43,7,0.470,-4.32,-102.87,89.11,78.13,-1.48,0.59
45,2.37,44,6,0.210,-4.53,-102.78,89.21,78.08,-1.53,0.65
46,2.41,45,23,0.511,-4.19,-102.27,89.7,78.04,-1.47,0.36
47,2.44,46,22,0.552,-4.03,-102.82,89.53,78.03,-1.48,0.42
48,2.48,47,21,0.205,-4.24,-102.96,89.47,77.96,-1.53,0.42
49,2.51,48,20,0.381,-4.17,-102.58,89.76,77.92,-1.46,0.53
50,2.54,49,19,0.434,-4.35,-102.99,90.2,78.07,-1.47,0.43
51,2.58,50,18,0.395,-3.99,-102.8,89.8,78.08,-1.5,0.29
52,2.61,51,17,0.231,-4.12,-103.0,89.57,78.02,-1.43,0.3
53,2.64,52,16,0.524,-3.89,-102.47,89.76,77.94,-1.52,0.36
54,2.68,53,15,0.599,-3.77,-103.07,89.64,78.11,-1.51,0.3
55,2.71,54,14,0.424,-3.99,-102.65,89.76,78.21,-1.48,0.41
56,2.74,55,13,0.319,-4.13,-102.85,89.44,78.07,-1.48,0.28
57,2.78,56,12,0.532,-3.94,-102.48,89.97,78.09,-1.49,0.33
58,2.81,57,11,0.316,-3.99,-102.79,90.02,77.92,-1.5,0.34
59,2.84,58,10,0.720,-3.87,-102.07,89.43,78.0,-1.47,0.27
60,2.88,59,9,0.482,-4.07,-102.06,89.91,78.15,-1.51,0.33
61,2.91,60,8,0.558,-3.91,-102.62,89.79,78.17,-1.54,0.32
62,2.94,61,7,0.555,-4.0,-102.06,89.62,78.0,-1.5,0.23
63,2.98,62,6,0.387,-4.1,-102.45,89.91,78.21,-1.54,0.3
64,3.01,63,5,0.572,-4.26,-101.88,89.68,78.2,-1.5,0.21
65,3.04,64,4,0.629,-4.22,-102.51,89.21,78.04,-1.47,0.31
66,3.08,65,3,0.708,-4.19,-102.01,89.92,78.24,-1.47,0.32
67,3.11,66,2,0.896,-4.09,-102.9,89.51,78.15,-1.46,0.29
68,3.14,67,1,0.336,-4.06,-102.57,89.49,77.84,-1.46,0.16
69,4.05,68,49,0.288,-4.35,-102.69,89.47,78.07,-1.47,0.35
70,4.08,69,48,0.278,-4.62,-102.44,89.74,78.27,-1.41,0.41
71,4.12,70,47,0.457,-4.41,-102.51,89.29,78.22,-1.4,0.42
72,4.15,71,46,0.286,-4.14,-102.23,89.55,78.13,-1.44,0.37
73,4.18,72,45,0.451,-4.43,-102.68,89.73,78.26,-1.5,0.31
74,4.22,73,44,0.411,-4.55,-102.27,89.85,78.25,-1.54,0.44
75,4.25,74,43,0.276,-4.37,-102.54,89.93,78.23,-1.45,0.39
76,4.28,75,42,0.305,-4.48,-102.74,89.62,77.97,-1.54,0.31
77,4.32,76,41,0.815,-4.38,-102.92,90.44,78.22,-1.52,0.47
78,4.35,77,40,0.580,-4.28,-102.57,89.86,78.2,-1.48,0.43
79,4.38,78,39,0.207,-4.37,-102.74,89.65,78.07,-1.56,0.4
80,4.42,79,38,0.194,-4.31,-102.54,89.64,78.07,-1.54,0.36
81,4.45,80,37,0.253,-4.34,-102.34,89.9,78.06,-1.55,0.41
82,4.48,81,36,0.683,-4.37,-102.28,89.21,77.78,-1.53,0.45
83,4.52,82,35,0.552,-4.28,-102.48,89.77,77.99,-1.51,0.37
84,4.55,83,34,0.106,-4.27,-102.41,89.78,77.88,-1.6,0.39
85,4.58,84,33,0.453,-4.25,-102.13,89.33,77.82,-1.5,0.4
86,4.62,85,32,0.692,-4.48,-102.83,89.65,77.89,-1.52,0.41
87,4.65,86,31,0.131,-4.45,-102.74,89.73,77.76,-1.57,0.39
88,4.68,87,30,0.687,-4.31,-102.05,89.48,77.84,-1.58,0.34
89,4.72,88,29,0.576,-4.28,-102.63,89.24,77.95,-1.57,0.25
90,4.75,89,28,0.446,-4.44,-102.8,89.69,77.98,-1.56,0.38
91,4.78,90,27,0.398,-4.48,-102.57,89.29,77.81,-1.53,0.41
92,4.82,91,26,0.186,-4.66,-102.75,89.45,77.99,-1.61,0.37
93,4.85,92,25,0.552,-4.57,-102.79,90.0,78.0,-1.55,0.36
94,4.89,93,24,0.517,-4.7,-102.58,89.48,78.03,-1.64,0.42
95,4.92,94,23,0.315,-4.39,-102.26,89.28,77.91,-1.5,0.42
96,4.95,95,22,0.248,-4.39,-102.51,89.22,77.84,-1.57,0.32
97,4.99,96,21,0.436,-4.42,-102.65,89.66,77.83,-1.6,0.28
98,5.02,97,20,0.446,-4.45,-102.38,89.21,77.87,-1.57,0.29
99,5.05,98,19,0.355,-4.25,-102.11,89.57,77.87,-1.63,0.25
