action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.64,-101.75,88.99,74.83,-0.93,0.83
2,0.94,1,49,0.318,-4.62,-102.07,89.29,74.73,-0.86,0.94
3,0.97,2,48,0.625,-5.01,-102.69,89.4,74.6,-0.88,0.94
4,1.00,3,47,0.631,-5.02,-102.06,89.03,74.46,-0.89,0.91
5,1.04,4,46,0.422,-5.22,-102.11,89.45,74.58,-0.79,0.98
6,1.07,5,45,0.355,-5.35,-101.75,89.35,74.61,-0.79,0.98
7,1.10,6,44,0.353,-5.45,-101.77,89.7,74.5,-0.77,0.89
8,1.14,7,43,0.272,-5.72,-101.84,89.82,74.48,-0.73,0.98
9,1.17,8,42,0.595,-5.81,-102.43,89.83,74.81,-0.75,1.03
10,1.20,9,41,0.591,-5.64,-102.22,89.24,74.84,-0.72,0.86
11,1.24,10,40,0.277,-5.84,-102.01,89.52,74.76,-0.76,0.86
12,1.27,11,39,0.338,-5.84,-102.34,89.23,74.77,-0.72,0.99
13,1.30,12,38,0.118,-5.73,-102.23,89.24,74.71,-0.72,0.93
14,1.34,13,37,0.582,-5.87,-101.87,89.82,75.04,-0.69,1.03
15,1.37,14,36,0.664,-5.85,-101.86,89.15,74.85,-0.68,0.96
16,1.40,15,35,0.178,-5.88,-101.8,88.98,74.9,-0.67,0.96
17,1.44,16,34,0.487,-5.83,-101.97,89.46,74.9,-0.7,0.95
18,1.47,17,33,0.268,-5.81,-101.98,89.2,74.78,-0.77,0.92
19,1.51,18,32,0.278,-5.54,-102.04,89.44,74.62,-0.84,1.07
20,1.54,19,31,0.372,-5.53,-102.41,89.6,74.6,-0.9,0.92
21,1.57,20,30,0.875,-5.63,-101.53,89.16,74.51,-0.91,0.88
22,1.61,21,29,0.305,-5.68,-101.84,89.3,74.46,-0.97,0.89
23,1.64,22,28,0.490,-5.19,-102.1,88.92,74.38,-1.07,0.99
24,1.67,23,27,0.252,-5.39,-101.9,88.92,74.13,-0.97,0.99
25,1.71,24,26,0.276,-5.45,-102.0,88.75,74.41,-1.06,1.01
26,1.74,25,25,0.308,-5.29,-102.31,89.04,74.36,-1.04,0.88
27,1.77,26,24,0.337,-5.26,-102.1,88.71,74.29,-1.06,1.02
28,1.81,27,23,0.344,-5.31,-101.76,88.71,74.14,-1.05,0.9
29,1.84,28,22,0.392,-5.27,-102.15,88.73,74.14,-1.04,0.95
30,1.87,29,21,0.323,-5.28,-102.39,89.05,74.33,-1.06,0.98
31,1.91,30,20,0.262,-5.33,-102.31,88.79,74.18,-1.09,1.01
32,1.94,31,19,0.624,-5.43,-101.69,88.95,74.03,-1.18,0.99
33,1.97,32,18,0.369,-5.25,-102.06,89.04,74.23,-1.1,1.03
34,2.01,33,17,0.234,-5.28,-102.11,88.96,74.0,-1.09,1.07
35,2.04,34,16,0.429,-5.5,-101.68,88.69,74.11,-1.09,1.01
36,2.07,35,15,0.330,-5.31,-101.77,89.02,73.97,-1.1,1.0
37,2.11,36,14,0.440,-5.47,-101.65,88.58,73.95,-1.03,0.86
38,2.14,37,13,0.144,-5.56,-101.54,88.67,73.81,-1.04,0.91
39,2.17,38,12,0.414,-5.48,-101.62,89.09,74.06,-1.02,0.95
40,2.21,39,11,0.437,-5.61,-102.01,88.65,74.06,-1.06,1.01
41,2.24,40,10,0.492,-5.92,-101.51,88.97,73.86,-1.01,0.84
42,2.27,41,9,0.307,-5.96,-101.82,88.68,73.86,-1.01,0.84
43,2.31,42,8,0.713,-6.04,-101.11,88.79,73.84,-1.03,0.8
44,2.34,43,7,0.437,-6.25,-101.55,88.98,73.89,-1.08,0.91
45,2.37,44,6,0.334,-6.45,-101.75,88.65,73.86,-1.09,0.9
46,2.41,45,5,0.254,-6.65,-101.78,88.9,73.75,-1.08,0.98
47,2.44,46,4,0.237,-6.88,-101.61,89.01,73.78,-1.09,0.91
48,2.47,47,3,0.531,-7.09,-102.15,88.87,73.51,-1.11,0.85
49,2.51,48,2,0.486,-7.06,-101.66,88.95,73.65,-1.11,0.93
50,2.54,49,1,0.689,-7.09,-102.35,88.99,73.67,-1.06,1.12
51,3.34,50,45,1.857,-5.89,-102.64,89.39,75.52,-1.32,1.08
52,3.38,51,44,0.538,-6.25,-102.2,89.92,75.41,-1.49,0.94
53,3.41,52,43,0.582,-5.8,-102.79,90.14,75.21,-1.45,1.05
54,3.44,53,42,0.692,-5.89,-102.78,89.45,74.91,-1.36,1.11
55,3.48,54,41,0.542,-5.83,-102.23,89.51,75.01,-1.41,0.76
56,3.51,55,40,0.450,-6.26,-102.41,89.06,74.99,-1.49,0.98
57,3.54,56,39,0.953,-6.16,-102.57,90.02,74.94,-1.59,1.12
58,3.58,57,38,0.772,-6.18,-101.8,89.7,74.65,-1.47,0.99
59,3.61,58,37,0.782,-5.88,-102.58,89.62,74.18,-1.39,0.98
60,3.64,59,36,0.796,-6.55,-101.79,90.08,74.4,-1.53,1.04
61,3.68,60,35,1.618,-6.23,-102.04,88.47,74.17,-1.45,0.96
62,3.71,61,34,0.404,-6.52,-102.34,88.06,74.47,-1.46,0.96
63,3.75,62,33,0.557,-6.44,-102.47,88.62,74.22,-1.57,0.94
64,3.78,63,32,0.233,-6.53,-102.41,88.85,74.02,-1.54,1.07
65,3.81,64,31,0.345,-6.58,-102.07,88.7,74.07,-1.6,1.07
66,3.85,65,30,0.442,-7.02,-102.27,88.7,73.86,-1.54,1.1
67,3.88,66,29,0.742,-7.0,-102.59,89.44,73.96,-1.54,0.98
68,3.91,67,28,1.114,-7.39,-101.59,88.33,74.06,-1.6,1.08
69,3.95,68,27,0.639,-7.63,-102.23,88.41,73.71,-1.64,1.02
70,3.98,69,26,0.449,-7.32,-101.8,88.14,73.26,-1.58,0.95
71,4.01,70,25,0.324,-7.36,-102.13,87.95,73.03,-1.64,0.99
72,4.05,71,24,0.270,-7.61,-102.07,88.22,72.9,-1.61,1.01
73,4.08,72,27,1.615,-6.0,-102.0,88.68,71.87,-1.64,1.0
74,4.11,73,26,0.166,-6.16,-102.05,88.53,71.88,-1.65,1.01
75,4.15,74,25,0.232,-6.0,-101.85,88.3,71.87,-1.63,1.0
76,4.18,75,24,0.138,-5.92,-101.99,88.37,71.84,-1.67,0.98
77,4.21,76,23,0.239,-5.91,-101.99,88.13,71.88,-1.58,1.06
78,4.25,77,22,0.491,-5.86,-101.9,88.62,72.1,-1.59,1.1
79,4.28,78,21,0.411,-5.79,-101.88,88.21,71.91,-1.59,0.97
80,4.31,79,20,0.309,-5.91,-102.06,87.9,72.08,-1.56,1.03
81,4.35,80,19,0.173,-5.73,-102.0,87.85,72.02,-1.68,1.03
82,4.38,81,18,0.171,-5.67,-101.91,88.02,72.18,-1.62,0.97
83,4.41,82,17,0.188,-5.74,-101.98,88.21,72.26,-1.63,1.02
84,4.45,83,16,0.587,-5.73,-101.71,87.62,72.14,-1.67,1.09
85,4.48,84,15,0.129,-5.78,-101.58,87.62,72.18,-1.59,1.07
86,4.51,85,14,0.263,-5.7,-101.61,87.36,72.19,-1.61,1.16
87,4.55,86,13,0.306,-5.59,-101.8,87.66,72.18,-1.62,1.16
88,4.58,87,12,0.331,-5.7,-102.13,87.59,72.21,-1.66,1.02
89,4.62,88,11,0.420,-5.62,-101.71,87.56,72.17,-1.69,1.07
90,4.65,89,10,0.258,-5.69,-101.97,87.81,72.1,-1.62,1.11
91,4.68,90,9,0.586,-5.8,-101.45,87.22,72.08,-1.71,1.14
92,4.72,91,8,0.321,-5.74,-101.75,87.55,71.82,-1.7,1.04
93,4.75,92,7,0.116,-5.78,-101.69,87.62,71.71,-1.79,1.07
94,4.78,93,6,0.357,-5.63,-102.05,87.39,71.56,-1.8,1.08
95,4.82,94,5,0.291,-5.76,-101.96,87.45,71.27,-1.83,1.09
96,4.85,95,4,1.210,-5.08,-101.44,87.42,72.48,-1.77,0.95
97,4.88,96,3,0.580,-5.03,-102.02,87.47,72.39,-1.86,1.18
98,4.92,97,2,0.380,-5.15,-101.64,87.52,72.4,-1.85,1.09
99,4.95,98,24,2.238,-6.6,-102.02,88.62,74.64,-2.16,0.94
100,4.98,99,23,1.104,-7.52,-101.81,88.9,75.74,-2.29,1.0
101,5.02,100,22,0.378,-7.26,-102.13,89.28,75.89,-2.33,1.08
102,5.05,101,21,0.635,-7.4,-101.49,89.55,75.84,-2.36,0.95
103,5.08,102,20,0.889,-7.33,-102.38,89.52,75.88,-2.36,1.03
104,5.12,103,19,0.679,-7.39,-101.7,89.46,75.74,-2.39,1.05
105,5.15,104,18,0.220,-7.6,-101.5,89.24,75.83,-2.42,1.03
106,5.18,105,17,0.206,-7.62,-101.59,89.03,75.81,-2.35,0.94
107,5.22,106,16,0.850,-7.86,-102.44,89.86,75.45,-2.33,0.94
108,5.25,107,15,1.150,-8.01,-101.29,89.61,75.62,-2.36,1.01
109,5.28,108,14,0.862,-7.59,-101.58,88.75,75.65,-2.38,0.87
110,5.32,109,13,0.851,-7.68,-102.43,89.0,75.82,-2.34,1.12
111,5.35,110,12,0.189,-7.6,-102.5,88.89,75.84,-2.35,0.93
112,5.38,111,11,0.632,-7.81,-102.73,89.53,75.6,-2.35,1.02
113,5.42,112,10,0.649,-7.78,-102.28,88.88,75.68,-2.31,1.01
114,5.45,113,9,0.124,-7.9,-102.22,88.88,75.77,-2.42,0.94
115,5.49,114,8,0.568,-7.71,-102.15,89.44,75.67,-2.37,1.18
116,5.52,115,7,0.403,-7.64,-102.5,89.04,75.75,-2.34,1.1
117,5.55,116,6,0.863,-7.62,-101.63,88.91,75.62,-2.3,0.98
118,5.59,117,5,0.689,-7.74,-101.55,88.22,75.87,-2.39,1.07
