action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.84,460,50,,-3.63,-103.18,88.52,77.36,2.19,0.54
2,0.87,461,49,0.380,-3.82,-102.8,88.65,77.39,2.08,0.53
3,0.90,462,48,0.699,-3.79,-102.1,88.96,77.85,2.08,0.58
4,0.94,463,47,0.174,-3.93,-102.23,88.85,77.67,2.0,0.6
5,0.97,464,46,0.463,-4.05,-101.77,88.51,78.09,2.16,0.52
6,1.00,465,45,0.443,-3.61,-102.09,88.58,77.76,2.01,0.51
7,1.04,466,44,0.459,-3.92,-102.29,89.04,77.93,2.07,0.57
8,1.07,467,43,0.566,-3.8,-101.72,88.75,77.98,2.03,0.6
9,1.10,468,42,0.986,-3.97,-102.71,89.51,77.99,2.06,0.55
10,1.14,469,41,0.758,-3.88,-101.95,88.89,77.99,2.0,0.58
11,1.17,470,40,0.241,-3.97,-102.19,88.86,78.1,2.0,0.56
12,1.20,471,39,0.636,-3.81,-102.4,89.49,77.97,1.93,0.85
13,1.24,472,38,0.256,-3.96,-102.2,89.25,77.87,1.91,0.6
14,1.27,473,37,0.633,-4.05,-102.2,88.62,78.1,1.83,0.59
15,1.30,474,36,0.628,-4.08,-102.33,89.24,78.04,1.78,0.48
16,1.34,475,35,0.256,-3.95,-102.49,88.99,77.98,1.7,0.57
17,1.37,476,34,0.298,-4.09,-102.72,89.29,77.69,1.6,0.66
18,1.40,477,33,0.371,-4.04,-102.35,89.06,77.98,1.51,0.53
19,1.44,478,32,0.245,-4.07,-102.54,88.82,77.91,1.27,0.5
20,1.47,479,31,0.261,-4.03,-102.64,88.67,77.75,1.01,0.62
21,1.50,480,30,0.648,-4.05,-101.99,89.2,77.97,0.82,0.57
22,2.41,481,49,1.341,-4.19,-101.62,89.4,76.63,1.9,0.25
23,2.44,482,48,0.485,-4.0,-102.1,89.34,76.64,1.95,0.29
24,2.48,483,47,0.440,-4.12,-102.26,88.9,76.72,1.95,0.2
25,2.51,484,46,0.342,-4.22,-101.92,89.18,76.58,1.91,0.33
26,2.54,485,45,0.289,-4.31,-102.2,89.0,76.71,1.9,0.3
27,2.58,486,44,0.252,-4.22,-102.32,89.26,76.75,1.92,0.43
28,2.61,487,43,0.670,-4.31,-102.19,88.59,76.79,1.99,0.27
29,2.64,488,42,0.242,-4.51,-102.08,88.83,76.72,1.97,0.23
30,2.68,489,41,0.416,-4.72,-102.49,88.72,76.72,1.97,0.16
31,2.71,490,40,0.295,-4.8,-102.2,88.54,76.77,1.94,0.24
32,2.74,491,39,0.347,-5.15,-102.14,88.63,76.6,1.97,0.22
33,2.78,492,38,0.451,-5.19,-102.6,88.61,76.7,1.98,0.42
34,2.81,493,37,0.422,-5.3,-102.78,88.19,76.88,1.97,0.43
35,2.85,494,36,0.414,-5.72,-102.45,88.45,76.6,1.95,0.23
36,2.88,495,35,0.772,-6.17,-102.18,87.68,76.7,1.94,0.23
37,2.91,496,34,0.432,-6.49,-102.61,87.62,76.62,1.95,0.24
38,2.95,497,33,0.734,-7.23,-102.6,87.91,76.46,1.92,0.19
39,2.98,498,32,0.694,-7.92,-102.55,87.63,76.42,1.97,0.24
40,3.01,499,31,0.854,-8.77,-102.75,87.36,76.34,1.83,0.19
41,3.05,500,30,0.908,-9.68,-103.09,87.49,76.51,1.87,0.18
42,3.08,501,29,1.214,-10.9,-103.5,87.39,76.41,1.82,0.28
43,3.11,502,28,4.544,-15.44,-102.16,86.8,76.71,1.64,-0.03
44,3.15,503,27,0.970,-16.41,-103.08,86.97,76.76,1.61,0.13
45,3.18,504,26,1.236,-17.65,-102.53,86.27,76.79,1.72,0.08
46,3.21,505,25,0.937,-18.58,-102.71,86.31,76.8,1.59,0.21
