action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-2.77,-102.08,88.53,77.11,-0.83,0.85
2,0.94,1,49,0.217,-2.55,-102.12,88.67,77.21,-1.0,0.87
3,0.97,2,48,0.327,-2.78,-101.91,88.35,77.4,-0.96,0.9
4,1.00,3,47,0.582,-2.58,-101.4,88.93,77.56,-1.0,0.76
5,1.04,4,46,0.562,-2.64,-101.96,88.58,77.59,-0.91,0.94
6,1.07,5,45,0.236,-2.74,-101.73,88.64,77.83,-1.03,0.91
7,1.10,6,44,0.271,-2.47,-101.65,88.7,77.75,-1.03,0.86
8,1.14,7,43,0.412,-2.67,-102.07,88.7,77.68,-0.92,0.84
9,1.17,8,42,0.259,-2.45,-102.09,88.67,77.93,-1.03,0.94
10,1.20,9,41,0.345,-2.52,-102.17,88.48,78.28,-1.04,0.9
11,1.24,10,40,0.246,-2.52,-101.95,88.72,78.13,-1.05,1.05
12,1.27,11,39,0.432,-2.69,-102.25,88.29,78.45,-1.13,0.98
13,1.31,12,38,0.281,-2.59,-102.17,88.31,78.73,-1.07,0.96
14,1.34,13,37,0.417,-2.55,-102.58,88.26,78.7,-1.14,1.04
15,1.37,14,36,0.339,-2.49,-102.24,88.58,78.65,-1.12,1.0
16,1.41,15,35,0.523,-2.57,-102.39,88.05,78.54,-1.14,0.97
17,1.44,16,34,0.299,-2.39,-102.09,88.18,78.59,-1.13,0.99
18,1.47,17,33,0.461,-2.59,-102.55,88.51,78.71,-1.12,1.05
19,1.51,18,32,0.487,-2.19,-102.99,89.0,78.68,-1.2,0.93
20,1.54,19,31,1.248,-2.62,-101.74,88.94,78.81,-1.29,0.93
21,1.57,20,30,0.525,-2.37,-102.27,88.54,78.64,-1.17,0.99
22,1.61,21,29,0.439,-2.58,-101.83,88.71,78.7,-1.2,0.96
23,1.64,22,28,0.378,-2.45,-102.21,88.64,78.44,-1.1,0.94
24,1.67,23,27,0.271,-2.51,-102.14,88.37,78.4,-1.16,1.0
25,1.71,24,26,0.249,-2.41,-102.07,88.62,78.56,-1.09,0.91
26,1.74,25,25,0.373,-2.5,-101.84,88.96,78.19,-1.24,0.94
27,1.77,26,24,0.499,-2.52,-102.34,88.87,78.45,-1.14,0.93
28,1.81,27,23,0.349,-2.65,-102.69,88.97,78.41,-1.16,0.99
29,1.84,28,22,0.680,-2.51,-102.01,88.78,78.26,-1.15,1.04
30,1.87,29,21,0.150,-2.4,-102.12,88.63,78.24,-1.2,0.94
31,1.91,30,20,0.410,-2.53,-101.97,89.04,78.17,-1.1,0.97
32,1.94,31,19,0.409,-2.6,-102.38,89.08,78.27,-1.24,0.99
33,1.97,32,18,0.269,-2.69,-102.21,88.81,78.22,-1.19,0.99
