action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,860,50,,0.65,-99.94,87.77,77.3,1.13,1.47
2,0.90,861,49,0.244,0.41,-100.15,87.75,77.35,1.21,1.56
3,0.94,862,48,0.797,0.34,-100.94,88.26,77.7,1.14,1.52
4,0.97,863,47,0.338,0.04,-100.6,88.09,77.42,1.04,1.46
5,1.00,864,46,0.989,0.06,-101.59,88.38,77.44,1.12,1.62
6,1.04,865,45,1.024,0.08,-100.57,88.59,77.29,0.97,1.52
7,1.07,866,44,0.414,-0.24,-100.54,89.0,77.51,1.01,1.44
8,1.10,867,43,0.650,-0.19,-101.19,88.64,77.47,1.12,1.47
9,1.14,868,42,0.669,-0.16,-101.86,89.02,77.58,1.13,1.39
10,1.17,869,41,0.375,-0.26,-101.48,89.05,77.52,1.06,1.41
11,1.20,870,40,0.255,-0.25,-101.23,88.91,77.66,1.15,1.43
12,1.24,871,39,0.559,-0.25,-101.44,89.47,77.51,1.23,1.42
13,1.27,872,38,0.313,-0.17,-101.6,89.15,77.49,1.22,1.25
14,1.30,873,37,0.394,-0.31,-101.76,89.55,77.66,1.2,1.56
15,1.34,874,36,0.407,-0.32,-101.65,89.14,77.57,1.24,1.53
16,1.37,875,35,0.678,-0.28,-102.33,89.19,77.48,1.22,1.45
17,1.40,876,34,0.814,-0.57,-101.51,88.66,77.82,1.24,1.55
18,1.44,877,33,1.133,-0.38,-102.08,89.79,77.65,1.3,1.43
19,1.47,878,32,0.854,-0.4,-101.83,88.94,77.7,1.3,1.52
20,2.24,879,49,0.784,-1.02,-102.23,88.15,77.01,0.73,1.61
21,2.27,880,48,0.705,-0.83,-101.6,88.86,77.07,0.68,1.4
22,2.31,881,47,0.394,-0.84,-101.99,88.81,77.1,0.62,1.55
23,2.34,882,46,0.313,-0.96,-102.01,88.5,77.03,0.69,1.26
24,2.38,883,45,0.764,-0.93,-102.34,89.27,77.17,0.62,1.53
25,2.41,884,44,0.537,-0.93,-101.8,89.01,77.19,0.66,1.44
26,2.44,885,43,0.170,-0.9,-101.84,89.18,77.16,0.51,1.3
27,2.48,886,42,0.881,-0.8,-102.72,89.32,77.22,0.68,1.26
28,2.51,887,41,0.666,-0.91,-102.05,88.82,77.26,0.68,1.46
29,2.54,888,40,0.476,-0.92,-102.05,89.29,77.25,0.65,1.56
30,2.58,889,39,0.703,-0.67,-102.75,89.56,77.52,0.64,1.61
31,2.61,890,38,0.441,-0.87,-102.31,89.23,77.37,0.67,1.47
