action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.00,0,50,,-3.56,-101.57,88.54,77.69,-0.63,0.81
2,1.04,1,49,0.407,-3.77,-101.18,88.13,77.89,-0.68,0.8
3,1.07,2,48,0.844,-3.52,-101.08,88.97,78.1,-0.74,0.72
4,1.10,3,47,0.458,-3.45,-101.54,88.66,78.35,-0.71,0.83
5,1.14,4,46,0.467,-3.79,-101.32,89.13,78.43,-0.78,0.83
6,1.17,5,45,0.524,-3.54,-101.33,88.6,78.53,-0.76,0.73
7,1.20,6,44,0.478,-3.79,-101.6,89.08,78.37,-0.72,0.89
8,1.24,7,43,0.551,-3.65,-101.4,88.53,78.32,-0.67,0.79
9,1.27,8,42,0.732,-3.69,-101.42,89.26,78.32,-0.7,0.88
10,1.30,9,41,1.041,-3.75,-101.88,88.22,78.46,-0.75,0.81
11,1.34,10,40,0.324,-3.65,-101.88,88.54,78.44,-0.7,0.84
12,1.37,11,39,0.681,-3.38,-101.2,88.33,78.31,-0.81,0.82
13,1.40,12,38,0.556,-3.58,-101.76,88.85,78.49,-0.86,0.89
14,1.44,13,37,0.586,-3.55,-101.36,88.27,78.5,-0.93,0.87
15,1.47,14,36,1.016,-3.27,-101.58,89.28,78.55,-0.94,1.05
16,1.50,15,35,0.561,-3.39,-101.71,88.72,78.28,-0.9,0.97
17,1.54,16,34,0.332,-3.13,-101.42,88.39,78.61,-0.93,1.0
18,1.57,17,33,0.394,-3.41,-101.39,87.99,78.63,-0.91,0.93
19,1.61,18,32,0.638,-3.41,-101.29,88.63,78.79,-0.78,0.77
20,1.64,19,31,0.744,-3.38,-102.04,88.58,78.67,-0.9,0.87
21,1.67,20,30,0.338,-3.32,-102.06,88.92,78.69,-0.85,0.88
22,1.71,21,29,0.533,-3.26,-101.52,89.0,78.75,-0.88,0.77
23,1.74,22,28,0.788,-3.41,-101.3,88.21,78.78,-0.8,0.87
24,1.77,23,27,0.628,-3.38,-101.93,88.6,78.7,-0.78,0.79
25,1.81,24,26,0.508,-3.4,-101.42,89.03,78.84,-0.82,0.92
26,1.84,25,25,0.954,-3.2,-102.38,88.65,78.81,-0.86,0.81
27,1.87,26,24,0.600,-3.43,-101.78,88.47,78.85,-0.82,0.89
28,1.91,27,23,0.176,-3.46,-101.79,88.65,78.79,-0.84,0.78
29,1.94,28,22,0.611,-3.33,-102.4,88.77,78.75,-0.77,0.78
30,1.97,29,21,0.553,-3.18,-101.85,88.69,78.64,-0.91,0.78
31,2.01,30,20,0.407,-3.23,-101.59,89.09,78.54,-0.92,0.93
32,2.04,31,19,0.498,-3.09,-102.09,89.09,78.35,-0.91,0.86
33,2.07,32,18,0.608,-3.36,-102.04,88.48,78.42,-0.9,0.84
34,2.11,33,17,0.307,-3.11,-101.96,88.79,78.54,-0.87,0.81
35,2.14,34,16,0.111,-3.17,-102.08,88.69,78.64,-0.83,0.85
36,2.17,35,15,0.265,-3.2,-101.81,88.71,78.48,-0.76,0.76
37,2.21,36,14,0.895,-3.34,-102.71,88.57,78.59,-0.84,0.95
38,2.24,37,13,0.627,-3.18,-102.1,87.94,78.31,-0.82,0.85
39,2.27,38,12,0.969,-3.12,-101.13,88.5,78.48,-0.85,0.82
40,2.31,39,11,0.867,-3.24,-102.0,87.87,78.49,-0.88,0.8
41,2.34,40,10,0.513,-3.12,-101.85,88.39,78.36,-0.73,0.76
42,2.37,41,9,0.451,-2.92,-102.3,88.34,78.51,-0.91,0.79
43,2.41,42,8,0.415,-3.11,-102.72,88.42,78.52,-0.85,0.81
44,2.44,43,7,0.377,-3.09,-102.34,88.15,78.5,-0.96,0.9
45,2.47,44,22,0.380,-3.15,-101.96,87.78,78.69,-0.74,0.77
46,2.51,45,21,0.267,-3.04,-101.95,88.05,78.68,-0.78,0.85
47,2.54,46,20,0.198,-3.16,-101.96,87.85,78.7,-0.81,0.92
48,2.58,47,19,0.478,-3.17,-102.04,88.33,78.75,-0.83,0.83
49,2.61,48,18,0.476,-2.98,-101.56,88.32,78.6,-0.74,0.97
50,2.64,49,17,0.444,-3.02,-102.01,88.43,78.6,-0.81,0.97
51,2.68,50,16,0.541,-3.18,-101.47,88.19,78.77,-0.82,0.79
52,2.71,51,15,0.572,-3.15,-102.03,87.62,78.83,-0.86,0.94
53,2.74,52,14,0.757,-3.28,-101.28,88.14,78.77,-0.88,0.77
54,2.78,53,13,0.676,-3.02,-101.65,87.47,78.74,-0.84,0.86
55,2.81,54,12,0.902,-3.0,-101.16,88.37,78.88,-0.8,0.86
56,2.84,55,11,0.847,-3.0,-102.0,88.55,78.66,-0.84,0.84
57,2.88,56,10,0.583,-3.02,-101.42,88.03,78.57,-0.86,0.87
58,2.91,57,9,0.799,-2.69,-102.22,88.12,78.47,-0.82,0.75
