action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.07,0,50,,-3.43,-102.34,89.15,77.67,-0.53,0.76
2,1.10,1,49,0.796,-3.37,-101.54,89.22,77.82,-0.43,0.76
3,1.14,2,48,0.283,-3.24,-101.82,89.24,77.98,-0.44,0.86
4,1.17,3,47,0.293,-3.44,-101.94,88.95,78.12,-0.45,0.84
5,1.20,4,46,0.610,-3.38,-101.84,89.56,78.13,-0.46,0.78
6,1.24,5,45,0.191,-3.52,-101.67,89.37,78.17,-0.5,0.76
7,1.27,6,44,0.349,-3.31,-102.02,89.53,78.09,-0.51,0.77
8,1.30,7,43,0.376,-3.3,-102.4,89.58,78.23,-0.45,0.82
9,1.34,8,42,0.601,-3.5,-101.8,89.43,78.42,-0.54,0.64
10,1.37,9,41,0.490,-3.2,-102.14,88.94,78.37,-0.54,0.79
11,1.40,10,40,0.569,-3.15,-102.7,89.25,78.21,-0.56,0.8
12,1.44,11,39,0.889,-3.16,-101.82,89.13,78.32,-0.52,0.82
13,1.47,12,38,0.191,-3.07,-101.69,88.93,78.35,-0.56,0.65
14,1.51,13,37,0.798,-3.32,-102.49,89.67,78.31,-0.53,0.66
15,1.54,14,36,0.480,-3.42,-102.01,89.43,78.53,-0.59,0.72
16,1.57,15,35,0.507,-3.12,-101.81,88.92,78.52,-0.57,0.72
17,1.61,16,34,0.290,-3.37,-101.53,89.12,78.52,-0.47,0.73
18,1.64,17,33,0.960,-3.23,-102.48,88.75,78.44,-0.56,0.69
19,1.67,18,32,0.788,-3.43,-101.79,89.54,78.36,-0.57,0.9
20,1.71,19,31,0.401,-3.22,-101.92,89.14,78.23,-0.57,0.67
21,1.74,20,30,0.425,-3.41,-101.82,89.57,78.39,-0.49,0.6
22,1.77,21,29,0.367,-3.26,-102.06,89.2,78.39,-0.48,0.65
23,1.81,22,28,0.632,-3.33,-102.69,89.48,78.38,-0.57,0.6
24,1.84,23,27,0.739,-3.49,-101.95,89.49,78.39,-0.6,0.72
25,1.87,24,26,0.193,-3.38,-102.14,89.61,78.31,-0.66,0.68
26,1.91,25,25,0.282,-3.28,-102.11,89.33,78.41,-0.61,0.72
27,1.94,26,24,0.467,-3.35,-102.57,89.53,78.2,-0.61,0.53
28,1.97,27,23,0.344,-3.33,-102.92,89.36,78.17,-0.48,0.61
29,2.01,28,22,0.362,-3.49,-102.56,89.49,78.32,-0.57,0.63
30,2.04,29,21,0.539,-3.43,-102.02,89.57,78.29,-0.53,0.65
31,2.07,30,20,0.538,-3.43,-102.55,89.54,78.23,-0.64,0.66
32,2.11,31,19,0.448,-3.45,-102.47,89.09,78.15,-0.61,0.64
33,2.14,32,18,0.371,-3.32,-102.1,89.21,78.17,-0.71,0.72
34,2.17,33,17,0.125,-3.31,-102.2,89.33,78.25,-0.58,0.66
35,2.21,34,16,0.221,-3.53,-102.39,89.33,78.23,-0.59,0.7
36,2.24,35,15,0.316,-3.37,-102.08,89.25,78.12,-0.65,0.65
37,2.27,36,14,0.361,-3.54,-102.44,89.27,78.14,-0.69,0.56
38,2.31,37,13,0.451,-3.5,-101.99,89.31,78.3,-0.69,0.67
39,2.34,38,12,0.395,-3.31,-102.38,89.22,78.04,-0.71,0.63
40,2.38,39,11,0.522,-3.6,-101.87,89.74,78.23,-0.57,0.5
