action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,465,50,,-2.66,-101.66,88.83,77.5,-2.94,0.44
2,0.94,466,49,0.307,-2.75,-101.52,88.52,77.5,-3.05,0.4
3,0.97,467,48,0.217,-2.81,-101.73,88.53,77.49,-2.96,0.39
4,1.00,468,47,0.173,-2.69,-101.91,88.62,77.57,-2.92,0.46
5,1.04,469,46,0.623,-2.93,-101.28,88.48,77.7,-2.91,0.33
6,1.07,470,45,0.185,-2.9,-101.47,88.53,77.62,-2.97,0.37
7,1.10,471,44,0.200,-2.86,-101.67,88.64,77.71,-2.97,0.48
8,1.14,472,43,0.216,-2.89,-101.85,88.42,77.84,-2.96,0.43
9,1.17,473,42,0.403,-2.79,-101.8,88.82,77.82,-2.93,0.5
10,1.20,474,41,0.264,-2.84,-101.68,88.56,77.89,-2.93,0.3
11,1.24,475,40,0.431,-2.76,-101.76,88.99,77.67,-2.95,0.46
12,1.27,476,39,0.399,-2.86,-101.37,88.59,77.84,-2.9,0.38
13,1.30,477,38,0.744,-2.89,-102.11,88.67,77.68,-2.89,0.4
14,1.34,478,37,0.633,-2.93,-101.48,88.52,77.77,-2.93,0.46
15,1.37,479,36,0.459,-2.85,-101.62,88.97,77.8,-2.86,0.48
16,1.41,480,35,0.458,-2.76,-101.49,88.52,77.76,-2.88,0.37
17,1.44,481,34,0.199,-2.96,-101.61,88.67,77.81,-2.86,0.48
18,1.47,482,33,0.353,-2.75,-101.96,88.54,77.69,-2.87,0.48
19,2.28,483,48,1.299,-3.34,-101.14,88.22,76.39,-1.81,0.45
20,2.31,484,47,0.338,-3.26,-101.48,87.92,76.29,-1.87,0.37
21,2.34,485,46,0.536,-3.58,-102.01,87.48,76.14,-1.73,0.23
22,2.38,486,45,0.395,-3.97,-101.81,87.8,76.29,-1.69,0.38
23,2.41,487,44,0.628,-4.6,-101.31,87.67,76.57,-1.65,0.43
24,2.44,488,43,0.934,-4.87,-102.25,87.52,76.56,-1.6,0.43
