action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,1556,50,,9.14,-21.48,40.86,70.75,2.1,16.38
2,0.94,1557,49,1.500,8.61,-22.26,40.45,72.25,2.35,17.15
3,0.97,1558,48,1.145,8.62,-23.4,40.56,73.37,2.61,17.7
4,1.00,1559,47,1.249,8.38,-23.88,41.33,74.62,2.62,18.26
5,1.04,1560,46,1.314,7.98,-25.19,41.24,75.81,2.98,18.69
6,1.07,1561,45,0.991,7.6,-25.87,41.69,76.8,3.02,19.54
7,1.10,1562,44,0.864,7.48,-26.59,42.02,77.31,3.13,20.41
8,1.14,1563,43,1.285,7.43,-27.12,41.48,77.68,3.32,21.69
9,1.17,1564,42,1.136,7.03,-27.83,42.35,77.98,3.16,22.83
10,1.20,1565,41,1.685,6.99,-28.54,42.86,77.96,3.35,24.51
11,1.24,1566,40,1.523,6.98,-29.69,44.21,77.85,3.31,26.04
12,1.27,1567,39,1.235,7.07,-29.5,43.62,78.02,3.43,27.27
13,1.30,1568,38,1.390,6.96,-30.89,44.97,78.04,3.65,28.11
14,1.34,1569,37,0.706,6.91,-31.46,45.01,77.99,3.65,28.82
15,1.37,1570,36,0.723,6.6,-32.18,45.47,78.31,3.64,29.37
16,1.41,1571,35,0.717,6.68,-32.9,45.12,78.37,3.72,29.83
17,1.44,1572,34,0.518,6.78,-33.23,45.17,78.7,3.77,30.35
18,1.47,1573,33,1.378,6.75,-34.61,45.24,78.98,3.71,31.24
19,2.41,1574,49,4.959,2.71,-39.57,46.73,78.45,2.58,28.75
20,2.44,1575,48,1.371,1.34,-40.73,48.03,78.36,2.46,28.41
21,2.48,1576,47,1.157,0.18,-41.04,47.7,78.51,2.37,27.76
22,2.51,1577,46,1.241,-1.06,-41.82,46.95,78.47,2.3,27.1
23,2.54,1578,45,1.374,-2.43,-42.69,47.93,78.43,2.22,25.99
24,2.58,1579,44,1.722,-4.15,-44.31,48.58,78.49,2.16,24.92
